TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
2602962.000000,2761773.000000,1709252674.403023,1709252833.218171,35,2.60068e+06,2.78092e+06,1.8.1
