LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1709252681.432207,2609991.000,45099,2,GX,1,100,-0.183
1709252681.472208,2610031.000,45114,3,GX,1,100,-0.580
1709252681.512209,2610071.000,45114,3,GX,1,100,-0.336
1709252681.552210,2610111.000,45114,3,GX,1,100,-0.458
1709252681.587877,2610146.667,45130,3,GX,1,100,-1.251
1709252681.623545,2610182.333,45130,3,GX,1,100,-0.305
1709252681.659213,2610218.000,45130,3,GX,1,100,0.031
1709252681.699214,2610258.000,45148,2,GX,1,100,-0.183
1709252681.739215,2610298.000,45148,2,GX,1,100,-0.916
1709252681.779216,2610338.000,45164,3,GX,1,100,-2.319
1709252681.819217,2610378.000,45164,3,GX,1,100,0.244
1709252681.859218,2610418.000,45164,3,GX,1,100,0.885
1709252681.899219,2610458.000,45181,3,GX,1,100,-0.366
1709252681.939220,2610498.000,45181,3,GX,1,100,-0.305
1709252681.979221,2610538.000,45181,3,GX,1,100,-0.183
1709252682.019222,2610578.000,45196,2,GX,1,100,0.000
1709252682.059223,2610618.000,45196,2,GX,1,100,-0.153
1709252682.099224,2610658.000,45213,3,GX,1,100,-0.153
1709252682.139225,2610698.000,45213,3,GX,1,100,0.732
1709252682.179226,2610738.000,45213,3,GX,1,100,0.000
1709252682.219227,2610778.000,45229,2,GX,1,100,-0.366
1709252682.259228,2610818.000,45229,2,GX,1,100,-1.007
1709252682.299229,2610858.000,45247,3,GX,1,100,-0.305
1709252682.339230,2610898.000,45247,3,GX,1,100,-0.153
1709252682.379231,2610938.000,45247,3,GX,1,100,0.061
1709252682.419232,2610978.000,45262,2,GX,1,100,-0.519
1709252682.459234,2611018.000,45262,2,GX,1,100,-0.336
1709252682.499234,2611058.000,45278,3,GX,1,100,-0.214
1709252682.539236,2611098.000,45278,3,GX,1,100,-0.397
1709252682.579237,2611138.000,45278,3,GX,1,100,-0.397
1709252682.619238,2611178.000,45295,3,GX,1,100,-0.153
1709252682.659239,2611218.000,45295,3,GX,1,100,-0.336
1709252682.699240,2611258.000,45295,3,GX,1,100,0.000
1709252682.739241,2611298.000,45312,2,GX,1,100,-0.183
1709252682.779242,2611338.000,45312,2,GX,1,100,-0.183
1709252682.819243,2611378.000,45328,3,GX,1,100,-0.549
1709252682.859244,2611418.000,45328,3,GX,1,100,-0.732
1709252682.899245,2611458.000,45328,3,GX,1,100,-0.427
1709252682.939246,2611498.000,45343,2,GX,1,100,0.061
1709252682.979247,2611538.000,45343,2,GX,1,100,0.336
1709252683.019248,2611578.000,45360,3,GX,1,100,-0.427
1709252683.059249,2611618.000,45360,3,GX,1,100,-0.916
1709252683.099250,2611658.000,45360,3,GX,1,100,-0.610
1709252683.139251,2611698.000,45377,2,GX,1,100,-0.549
1709252683.179252,2611738.000,45377,2,GX,1,100,0.031
1709252683.219253,2611778.000,45393,3,GX,1,100,0.305
1709252683.259254,2611818.000,45393,3,GX,1,100,0.031
1709252683.299255,2611858.000,45393,3,GX,1,100,-0.824
1709252683.339256,2611898.000,45409,2,GX,1,100,-0.854
1709252683.379257,2611938.000,45409,2,GX,1,100,-0.366
1709252683.419259,2611978.000,45425,3,GX,1,100,-0.183
1709252683.459260,2612018.000,45425,3,GX,1,100,-0.854
1709252683.499261,2612058.000,45425,3,GX,1,100,-0.122
1709252683.534595,2612093.333,45442,3,GX,1,100,-0.427
1709252683.569929,2612128.667,45442,3,GX,1,100,-0.427
1709252683.605263,2612164.000,45442,3,GX,1,100,-1.373
1709252683.645264,2612204.000,45459,2,GX,1,100,-1.251
1709252683.685266,2612244.000,45459,2,GX,1,100,-3.571
1709252683.725266,2612284.000,45474,3,GX,1,100,-1.495
1709252683.765268,2612324.000,45474,3,GX,1,100,0.305
1709252683.805269,2612364.000,45474,3,GX,1,100,0.458
1709252683.845270,2612404.000,45490,2,GX,1,100,0.336
1709252683.885271,2612444.000,45490,2,GX,1,100,-0.183
1709252683.925272,2612484.000,45507,3,GX,1,100,0.458
1709252683.965273,2612524.000,45507,3,GX,1,100,0.244
1709252684.005274,2612564.000,45507,3,GX,1,100,0.366
1709252684.045275,2612604.000,45526,3,GX,1,100,0.000
1709252684.085276,2612644.000,45526,3,GX,1,100,-0.519
1709252684.125277,2612684.000,45526,3,GX,1,100,-1.160
1709252684.165278,2612724.000,45543,3,GX,1,100,-0.275
1709252684.205279,2612764.000,45543,3,GX,1,100,-0.183
1709252684.245280,2612804.000,45543,3,GX,1,100,-0.488
1709252684.285281,2612844.000,45557,2,GX,1,100,-0.610
1709252684.325282,2612884.000,45557,2,GX,1,100,-0.244
1709252684.365283,2612924.000,45577,3,GX,1,100,-0.092
1709252684.405284,2612964.000,45577,3,GX,1,100,-0.732
1709252684.445285,2613004.000,45577,3,GX,1,100,-0.092
1709252684.485286,2613044.000,45593,2,GX,1,100,-0.153
1709252684.525287,2613084.000,45593,2,GX,1,100,-0.214
1709252684.565288,2613124.000,45616,5,GX,1,100,-0.885
1709252684.605289,2613164.000,45616,5,GX,1,100,-0.275
1709252684.645291,2613204.000,45616,5,GX,1,100,-0.549
1709252684.685292,2613244.000,45616,5,GX,1,100,-0.885
1709252684.725293,2613284.000,45616,5,GX,1,100,-1.129
1709252684.765294,2613324.000,45632,2,GX,1,100,-0.244
1709252684.805295,2613364.000,45632,2,GX,1,100,-0.214
1709252684.845296,2613404.000,45651,3,GX,1,100,-0.519
1709252684.885297,2613444.000,45651,3,GX,1,100,-0.366
1709252684.925298,2613484.000,45651,3,GX,1,100,-2.777
1709252684.965299,2613524.000,45666,2,GX,1,100,-2.930
1709252685.005300,2613564.000,45666,2,GX,1,100,0.061
1709252685.045301,2613604.000,45683,3,GX,1,100,-0.092
1709252685.085302,2613644.000,45683,3,GX,1,100,0.214
1709252685.125303,2613684.000,45683,3,GX,1,100,0.977
1709252685.165304,2613724.000,45699,2,GX,1,100,-0.061
1709252685.205305,2613764.000,45699,2,GX,1,100,0.061
1709252685.245306,2613804.000,45716,3,GX,1,100,0.244
1709252685.285307,2613844.000,45716,3,GX,1,100,-0.610
1709252685.325308,2613884.000,45716,3,GX,1,100,-1.007
1709252685.365309,2613924.000,45733,2,GX,1,100,-0.519
1709252685.405310,2613964.000,45733,2,GX,1,100,-0.183
1709252685.445311,2614004.000,45748,3,GX,1,100,-0.183
1709252685.485312,2614044.000,45748,3,GX,1,100,-0.610
1709252685.525313,2614084.000,45748,3,GX,1,100,-0.519
1709252685.560981,2614119.667,45764,3,GX,1,100,0.061
1709252685.596649,2614155.333,45764,3,GX,1,100,0.244
1709252685.632316,2614191.000,45764,3,GX,1,100,-0.214
1709252685.672317,2614231.000,45782,2,GX,1,100,-0.366
1709252685.712318,2614271.000,45782,2,GX,1,100,0.092
1709252685.752319,2614311.000,45798,3,GX,1,100,0.000
1709252685.792320,2614351.000,45798,3,GX,1,100,-0.488
1709252685.832321,2614391.000,45798,3,GX,1,100,-1.038
1709252685.872323,2614431.000,45813,2,GX,1,100,-0.031
1709252685.912324,2614471.000,45813,2,GX,1,100,-0.275
1709252685.952325,2614511.000,45830,3,GX,1,100,0.031
1709252685.992326,2614551.000,45830,3,GX,1,100,0.122
1709252686.032327,2614591.000,45830,3,GX,1,100,-0.397
1709252686.072328,2614631.000,45847,2,GX,1,100,-0.092
1709252686.112329,2614671.000,45847,2,GX,1,100,-0.305
1709252686.152330,2614711.000,45863,3,GX,1,100,-0.641
1709252686.192331,2614751.000,45863,3,GX,1,100,-0.519
1709252686.232332,2614791.000,45863,3,GX,1,100,-0.122
1709252686.272333,2614831.000,45881,3,GX,1,100,-0.336
1709252686.312334,2614871.000,45881,3,GX,1,100,-0.488
1709252686.352335,2614911.000,45881,3,GX,1,100,-0.488
1709252686.392336,2614951.000,45895,3,GX,1,100,-0.092
1709252686.432337,2614991.000,45895,3,GX,1,100,0.092
1709252686.472338,2615031.000,45895,3,GX,1,100,-0.031
1709252686.512339,2615071.000,45912,2,GX,1,100,-0.854
1709252686.552340,2615111.000,45912,2,GX,1,100,-0.641
1709252686.592341,2615151.000,45928,3,GX,1,100,-0.854
1709252686.632342,2615191.000,45928,3,GX,1,100,0.061
1709252686.672343,2615231.000,45928,3,GX,1,100,-0.214
1709252686.712344,2615271.000,45946,2,GX,1,100,-0.366
1709252686.752346,2615311.000,45946,2,GX,1,100,-0.336
1709252686.792346,2615351.000,45960,3,GX,1,100,-0.549
1709252686.832348,2615391.000,45960,3,GX,1,100,-0.305
1709252686.872349,2615431.000,45960,3,GX,1,100,-0.427
1709252686.912350,2615471.000,45977,2,GX,1,100,-0.641
1709252686.952351,2615511.000,45977,2,GX,1,100,-0.275
1709252686.992352,2615551.000,45994,3,GX,1,100,-0.092
1709252687.032353,2615591.000,45994,3,GX,1,100,-0.122
1709252687.072354,2615631.000,45994,3,GX,1,100,-0.458
1709252687.112355,2615671.000,46011,3,GX,1,100,-0.336
1709252687.152356,2615711.000,46011,3,GX,1,100,-0.458
1709252687.192357,2615751.000,46011,3,GX,1,100,-0.580
1709252687.232358,2615791.000,46026,2,GX,1,100,0.061
1709252687.272359,2615831.000,46026,2,GX,1,100,0.153
1709252687.312360,2615871.000,46043,3,GX,1,100,-0.305
1709252687.352361,2615911.000,46043,3,GX,1,100,-0.916
1709252687.392362,2615951.000,46043,3,GX,1,100,-0.641
1709252687.432363,2615991.000,46059,2,GX,1,100,-0.305
1709252687.472364,2616031.000,46059,2,GX,1,100,-0.488
1709252687.507699,2616066.333,46076,3,GX,1,100,-0.122
1709252687.543033,2616101.667,46076,3,GX,1,100,-0.275
1709252687.578367,2616137.000,46076,3,GX,1,100,-0.122
1709252687.618368,2616177.000,46091,2,GX,1,100,-0.519
1709252687.658369,2616217.000,46091,2,GX,1,100,-0.549
1709252687.698370,2616257.000,46108,3,GX,1,100,-0.427
1709252687.738371,2616297.000,46108,3,GX,1,100,-0.153
1709252687.778372,2616337.000,46108,3,GX,1,100,-0.427
1709252687.818373,2616377.000,46124,3,GX,1,100,-0.549
1709252687.858374,2616417.000,46124,3,GX,1,100,-0.458
1709252687.898376,2616457.000,46124,3,GX,1,100,-0.122
1709252687.938376,2616497.000,46141,2,GX,1,100,-0.214
1709252687.978378,2616537.000,46141,2,GX,1,100,-0.275
1709252688.018378,2616577.000,46158,3,GX,1,100,0.000
1709252688.058380,2616617.000,46158,3,GX,1,100,0.122
1709252688.098381,2616657.000,46158,3,GX,1,100,-0.610
1709252688.138382,2616697.000,46173,2,GX,1,100,-0.977
1709252688.178383,2616737.000,46173,2,GX,1,100,-0.732
1709252688.218384,2616777.000,46189,3,GX,1,100,-0.397
1709252688.258385,2616817.000,46189,3,GX,1,100,0.000
1709252688.298386,2616857.000,46189,3,GX,1,100,-1.007
1709252688.338387,2616897.000,46207,2,GX,1,100,-1.434
1709252688.378388,2616937.000,46207,2,GX,1,100,-0.244
1709252688.418389,2616977.000,46224,6,GX,1,100,-0.610
1709252688.458390,2617017.000,46224,6,GX,1,100,-1.740
1709252688.498391,2617057.000,46224,6,GX,1,100,0.549
1709252688.538392,2617097.000,46224,6,GX,1,100,-0.641
1709252688.578393,2617137.000,46224,6,GX,1,100,0.549
1709252688.618394,2617177.000,46224,6,GX,1,100,-0.061
1709252688.658395,2617217.000,46242,5,GX,1,100,0.214
1709252688.698396,2617257.000,46242,5,GX,1,100,0.488
1709252688.738397,2617297.000,46242,5,GX,1,100,-0.153
1709252688.778399,2617337.000,46242,5,GX,1,100,-0.763
1709252688.818399,2617377.000,46242,5,GX,1,100,-0.824
1709252688.858401,2617417.000,46258,5,GX,1,100,0.031
1709252688.898401,2617457.000,46258,5,GX,1,100,-0.305
1709252688.938403,2617497.000,46258,5,GX,1,100,-0.336
1709252688.978404,2617537.000,46258,5,GX,1,100,-0.092
1709252689.018405,2617577.000,46258,5,GX,1,100,0.031
1709252689.058406,2617617.000,46275,2,GX,1,100,-0.793
1709252689.098407,2617657.000,46275,2,GX,1,100,-0.610
1709252689.138408,2617697.000,46291,3,GX,1,100,-0.427
1709252689.178409,2617737.000,46291,3,GX,1,100,-0.458
1709252689.218410,2617777.000,46291,3,GX,1,100,-0.580
1709252689.258411,2617817.000,46308,2,GX,1,100,-0.763
1709252689.298412,2617857.000,46308,2,GX,1,100,-1.099
1709252689.338413,2617897.000,46327,3,GX,1,100,-0.732
1709252689.378414,2617937.000,46327,3,GX,1,100,-0.519
1709252689.418415,2617977.000,46327,3,GX,1,100,-0.763
1709252689.454083,2618012.667,46342,3,GX,1,100,-0.153
1709252689.489750,2618048.333,46342,3,GX,1,100,-0.092
1709252689.525418,2618084.000,46342,3,GX,1,100,-0.031
1709252689.564919,2618123.500,46358,2,GX,1,100,-0.610
1709252689.604420,2618163.000,46358,2,GX,1,100,-0.549
1709252689.644621,2618203.200,46381,5,GX,1,100,-0.244
1709252689.684822,2618243.400,46381,5,GX,1,100,-0.671
1709252689.725023,2618283.600,46381,5,GX,1,100,-0.732
1709252689.765224,2618323.800,46381,5,GX,1,100,0.122
1709252689.805425,2618364.000,46381,5,GX,1,100,0.549
1709252689.845426,2618404.000,46396,3,GX,1,100,-0.458
1709252689.885427,2618444.000,46396,3,GX,1,100,-0.702
1709252689.925428,2618484.000,46396,3,GX,1,100,-0.366
