TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
982136.000000,1089701.000000,1709872554.214120,1709872661.780350,34,959163,1.14076e+06,1.8.1
