5.000000000000000000e-01,5.000000000000000000e-01
4.760859271482411059e-01,5.239140728517588386e-01
4.843989316496586373e-01,5.156010683503413627e-01
4.877059978852387179e-01,5.122940021147612821e-01
4.805867726686423036e-01,5.194132273313576409e-01
5.045610669763436196e-01,4.954389330236563804e-01
5.086313234241650605e-01,4.913686765758349395e-01
5.171495479302218312e-01,4.828504520697781688e-01
5.058472566322977926e-01,4.941527433677022074e-01
4.995996847593651702e-01,5.004003152406348853e-01
4.987104684807094901e-01,5.012895315192904544e-01
4.924535736390036056e-01,5.075464263609963389e-01
4.720127676506182812e-01,5.279872323493817188e-01
4.635820885407272440e-01,5.364179114592727560e-01
4.544767052114509487e-01,5.455232947885491068e-01
4.911663939369851906e-01,5.088336060630147539e-01
5.047453872614722226e-01,4.952546127385277774e-01
5.087407003365674862e-01,4.912592996634325138e-01
5.282643983538335419e-01,4.717356016461664581e-01
4.991026853486716375e-01,5.008973146513283625e-01
4.926077252379768567e-01,5.073922747620231988e-01
4.960125012393392652e-01,5.039874987606607348e-01
4.908642912787465340e-01,5.091357087212534660e-01
5.027711939877144154e-01,4.972288060122855846e-01
4.912374733599580434e-01,5.087625266400419566e-01
5.032576499842286166e-01,4.967423500157713834e-01
5.020452178379029018e-01,4.979547821620970982e-01
4.995128617999399778e-01,5.004871382000599667e-01
4.861109200732123825e-01,5.138890799267876730e-01
5.047719587125492069e-01,4.952280412874507931e-01
5.265684033972707345e-01,4.734315966027292655e-01
5.178419028040925909e-01,4.821580971959074091e-01
5.291542020624718790e-01,4.708457979375281210e-01
5.538972837642974767e-01,4.461027162357025233e-01
5.783866188505173422e-01,4.216133811494826578e-01
5.605769394261965743e-01,4.394230605738034257e-01
5.751734972541884261e-01,4.248265027458115739e-01
5.674444143126707862e-01,4.325555856873292138e-01
5.722831753026077495e-01,4.277168246973922505e-01
5.519918588332666243e-01,4.480081411667333757e-01
5.623206042233866997e-01,4.376793957766133003e-01
5.482944225423630469e-01,4.517055774576369531e-01
5.464234148916292666e-01,4.535765851083707334e-01
5.461844529126711478e-01,4.538155470873288522e-01
5.533304122223282606e-01,4.466695877776717394e-01
5.487438038745925395e-01,4.512561961254074605e-01
5.480371055890721488e-01,4.519628944109278512e-01
5.763802460252709370e-01,4.236197539747290630e-01
6.020939679957580948e-01,3.979060320042419052e-01
6.104273536635842490e-01,3.895726463364157510e-01
5.868900207780548550e-01,4.131099792219451450e-01
5.780263434817327628e-01,4.219736565182672372e-01
5.726708204339679975e-01,4.273291795660320025e-01
5.711893673062538035e-01,4.288106326937461965e-01
5.742080973759454698e-01,4.257919026240545302e-01
6.162215691762036318e-01,3.837784308237963682e-01
6.146282663350771669e-01,3.853717336649228331e-01
6.036167866158029804e-01,3.963832133841970196e-01
6.067276593705094312e-01,3.932723406294905688e-01
6.437143246629831728e-01,3.562856753370168272e-01
6.149265832910676410e-01,3.850734167089323590e-01
6.227478248458089283e-01,3.772521751541910717e-01
6.257744277859295101e-01,3.742255722140704899e-01
6.241192285904227921e-01,3.758807714095772079e-01
6.234995214330674163e-01,3.765004785669325837e-01
5.843069243869450924e-01,4.156930756130549076e-01
5.850821764867287778e-01,4.149178235132712222e-01
5.928535727474012473e-01,4.071464272525987527e-01
6.057974380818336169e-01,3.942025619181663831e-01
5.909864121363717082e-01,4.090135878636282918e-01
5.858383741265361655e-01,4.141616258734638345e-01
5.717431211572174821e-01,4.282568788427825179e-01
5.819472690359740463e-01,4.180527309640259537e-01
5.759006233612766756e-01,4.240993766387233244e-01
5.697367165554558799e-01,4.302632834445441201e-01
5.761937015071475487e-01,4.238062984928524513e-01
5.998998127860688534e-01,4.001001872139311466e-01
5.979939537439509234e-01,4.020060462560490766e-01
5.972979084068821276e-01,4.027020915931178724e-01
5.915951164588798550e-01,4.084048835411201450e-01
6.229148036367753161e-01,3.770851963632246839e-01
6.238361992526938460e-01,3.761638007473061540e-01
6.029026351280061258e-01,3.970973648719938742e-01
5.941013265644743413e-01,4.058986734355256587e-01
6.061897487223156800e-01,3.938102512776843200e-01
5.914247218995098976e-01,4.085752781004901024e-01
5.733225660651072308e-01,4.266774339348927692e-01
5.621740531262005014e-01,4.378259468737994986e-01
5.501953677613540261e-01,4.498046322386459739e-01
5.516112431398532134e-01,4.483887568601467866e-01
5.614933930243282134e-01,4.385066069756717866e-01
5.466927130075593944e-01,4.533072869924406056e-01
5.648902383416701811e-01,4.351097616583298189e-01
5.538516350020221690e-01,4.461483649979778310e-01
5.552113108500026373e-01,4.447886891499973627e-01
5.363318528252879469e-01,4.636681471747120531e-01
5.284077118951199248e-01,4.715922881048800752e-01
5.314343695958257952e-01,4.685656304041742048e-01
5.521226350399559557e-01,4.478773649600440443e-01
5.616217364478371943e-01,4.383782635521628057e-01
5.429589014637205002e-01,4.570410985362794998e-01
5.361186803953987834e-01,4.638813196046012166e-01
5.204567982639777268e-01,4.795432017360222732e-01
4.815311696453923318e-01,5.184688303546076682e-01
4.552987617499349438e-01,5.447012382500651118e-01
4.607566212222705126e-01,5.392433787777295429e-01
4.588158705595104525e-01,5.411841294404895475e-01
4.598565667340276386e-01,5.401434332659723614e-01
4.608071349975894071e-01,5.391928650024105929e-01
4.697553634728589000e-01,5.302446365271411555e-01
4.922972491295566910e-01,5.077027508704432535e-01
5.234650748443193669e-01,4.765349251556806331e-01
5.069655304777523908e-01,4.930344695222476092e-01
5.361464967650046987e-01,4.638535032349953013e-01
5.538895239279221228e-01,4.461104760720778772e-01
5.571331315802423578e-01,4.428668684197576422e-01
5.743300951852438052e-01,4.256699048147561948e-01
5.921563187419166541e-01,4.078436812580833459e-01
5.830985790878517872e-01,4.169014209121482128e-01
5.651123859164998153e-01,4.348876140835001847e-01
5.899008755126956549e-01,4.100991244873043451e-01
6.067644667550107229e-01,3.932355332449892771e-01
6.085832468445855348e-01,3.914167531554144652e-01
6.067044497956356475e-01,3.932955502043643525e-01
5.981581629377116238e-01,4.018418370622883762e-01
5.923175151127775262e-01,4.076824848872224738e-01
6.104348301173077029e-01,3.895651698826922971e-01
6.269436259100242825e-01,3.730563740899757175e-01
