5.877689194867293798e-01,4.122310805132706202e-01
6.032983217471916682e-01,3.967016782528083318e-01
5.830537974972647142e-01,4.169462025027352858e-01
6.026755263263928741e-01,3.973244736736071259e-01
6.071537861025242400e-01,3.928462138974757600e-01
5.988298788391823724e-01,4.011701211608176276e-01
6.037321805648924178e-01,3.962678194351075822e-01
6.141017258322469807e-01,3.858982741677530193e-01
6.158614017742513047e-01,3.841385982257486953e-01
6.411265224426798692e-01,3.588734775573201308e-01
6.333549442681497554e-01,3.666450557318502446e-01
6.048820357982946927e-01,3.951179642017053073e-01
6.212824416690453377e-01,3.787175583309546623e-01
6.506544842324012423e-01,3.493455157675987577e-01
6.559143357059386004e-01,3.440856642940613996e-01
6.630534028318458839e-01,3.369465971681541161e-01
6.710734216103386718e-01,3.289265783896613282e-01
6.644136299680298841e-01,3.355863700319701159e-01
6.819698711910503475e-01,3.180301288089496525e-01
6.735417511382817413e-01,3.264582488617182587e-01
6.594920393730692165e-01,3.405079606269307835e-01
6.829691929986413390e-01,3.170308070013586610e-01
6.470752221074275168e-01,3.529247778925724832e-01
6.659607978900530245e-01,3.340392021099469755e-01
6.844497970372941387e-01,3.155502029627058613e-01
6.787947668188170081e-01,3.212052331811829919e-01
6.918394019958039598e-01,3.081605980041960402e-01
6.917101486983069369e-01,3.082898513016930631e-01
7.051880033192899910e-01,2.948119966807100090e-01
7.354004116535689528e-01,2.645995883464310472e-01
6.930340173860266573e-01,3.069659826139733427e-01
6.840440578400890370e-01,3.159559421599109630e-01
6.937700196771779959e-01,3.062299803228220041e-01
7.006433676260989118e-01,2.993566323739010882e-01
6.869599452685047902e-01,3.130400547314952098e-01
6.934132095502556492e-01,3.065867904497443508e-01
6.916573175833568010e-01,3.083426824166431990e-01
6.990056727344244880e-01,3.009943272655755120e-01
7.171326423710049358e-01,2.828673576289950642e-01
7.101222283791409629e-01,2.898777716208590371e-01
6.887968412513986172e-01,3.112031587486013828e-01
6.851338905371767707e-01,3.148661094628232293e-01
6.772033498010003871e-01,3.227966501989996129e-01
6.678472971804901848e-01,3.321527028195098152e-01
6.851448384706030348e-01,3.148551615293969652e-01
6.845748998232747962e-01,3.154251001767252038e-01
6.536805947862814881e-01,3.463194052137185119e-01
6.811134250736072815e-01,3.188865749263927185e-01
6.689216480863985348e-01,3.310783519136014652e-01
6.715531605594037279e-01,3.284468394405962721e-01
6.897084127724291136e-01,3.102915872275708864e-01
7.013200309272146216e-01,2.986799690727853784e-01
6.947185662789526761e-01,3.052814337210473239e-01
6.755636661223307637e-01,3.244363338776692363e-01
6.692179528601440719e-01,3.307820471398559281e-01
6.677341681180722910e-01,3.322658318819277090e-01
6.756615981019661321e-01,3.243384018980338679e-01
6.582174439720849257e-01,3.417825560279150743e-01
6.621504738491876818e-01,3.378495261508123182e-01
6.261330877626456459e-01,3.738669122373543541e-01
6.411856511895241972e-01,3.588143488104758028e-01
6.476592734380768324e-01,3.523407265619231676e-01
6.853285112668013879e-01,3.146714887331986121e-01
7.031928607061691539e-01,2.968071392938308461e-01
7.131225658108660825e-01,2.868774341891339175e-01
7.238127840910704158e-01,2.761872159089295842e-01
7.478898366431466771e-01,2.521101633568533229e-01
7.876813169654933722e-01,2.123186830345066278e-01
7.855727466054107655e-01,2.144272533945892345e-01
7.938867641564485433e-01,2.061132358435514567e-01
8.001661964117398051e-01,1.998338035882601949e-01
7.788521311080841558e-01,2.211478688919158442e-01
