LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1709872388.000462,815922.000,2799,2,AK,1,100,1950
1709872390.555416,818477.000,2799,2,AK,1,100,RD
1709872390.600915,818522.500,2802,2,AK,1,100,2800
1709872390.646415,818568.000,2802,2,AK,1,100,RD
1709872393.164869,821086.500,3639,2,AK,1,100,2800
1709872395.683324,823605.000,3639,2,AK,1,100,RD
1709872395.702824,823624.500,3642,2,AK,1,100,3640
1709872395.722323,823644.000,3642,2,AK,1,100,RD
1709872398.256278,826178.000,4491,2,AK,1,100,3640
1709872400.790232,828712.000,4491,2,AK,1,100,RD
1709872400.830232,828752.000,4494,2,AK,1,100,4492
1709872400.870231,828792.000,4494,2,AK,1,100,RD
1709872403.383686,831305.500,5338,2,AK,1,100,4492
1709872405.897141,833819.000,5338,2,AK,1,100,RD
1709872405.929140,833851.000,5341,2,AK,1,100,5339
1709872405.961140,833883.000,5341,2,AK,1,100,RD
1709872408.483594,836405.500,6180,2,AK,1,100,5339
1709872411.006049,838928.000,6180,2,AK,1,100,RD
1709872413.570003,841492.000,7019,2,AK,1,100,6181
1709872416.133957,844056.000,7019,2,AK,1,100,RD
1709872418.707911,846630.000,7867,2,AK,1,100,7020
1709872421.281865,849204.000,7867,2,AK,1,100,RD
1709872421.282865,849205.000,7869,2,AK,1,100,7020
1709872421.283865,849206.000,7869,2,AK,1,100,RD
1709872421.297365,849219.500,7872,2,AK,1,100,7870
1709872421.310864,849233.000,7872,2,AK,1,100,RD
1709872423.850319,851772.500,8719,2,AK,1,100,7870
1709872426.389773,854312.000,8719,2,AK,1,100,RD
1709872426.428773,854351.000,8722,2,AK,1,100,8720
1709872426.467772,854390.000,8722,2,AK,1,100,RD
1709872428.986727,856909.000,9574,2,AK,1,100,8720
1709872431.505682,859428.000,9574,2,AK,1,100,RD
1709872434.067636,861990.000,10429,2,AK,1,100,9575
1709872436.629590,864552.000,10429,2,AK,1,100,RD
1709872436.631090,864553.500,10431,2,AK,1,100,9575
1709872436.632590,864555.000,10431,2,AK,1,100,RD
1709872436.671089,864593.500,10434,2,AK,1,100,10432
1709872436.709588,864632.000,10434,2,AK,1,100,RD
1709872439.223543,867146.000,11270,2,AK,1,100,10432
1709872441.737498,869660.000,11270,2,AK,1,100,RD
1709872441.753998,869676.500,11273,2,AK,1,100,11271
1709872441.770498,869693.000,11273,2,AK,1,100,RD
1709872444.307952,872230.500,12118,2,AK,1,100,11271
1709872446.845407,874768.000,12118,2,AK,1,100,RD
1709872446.854406,874777.000,12121,2,AK,1,100,12119
1709872446.863406,874786.000,12121,2,AK,1,100,RD
1709872449.409861,877332.500,12963,2,AK,1,100,12119
1709872451.956315,879879.000,12963,2,AK,1,100,RD
