LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1709872305.198947,733119.000,54363,2,GZ,1,100,0.458
1709872305.238946,733159.000,54381,3,GZ,1,100,0.458
1709872305.278945,733199.000,54381,3,GZ,1,100,0.427
1709872305.318945,733239.000,54381,3,GZ,1,100,0.427
1709872305.358944,733279.000,54398,2,GZ,1,100,0.427
1709872305.398943,733319.000,54398,2,GZ,1,100,0.366
1709872305.438942,733359.000,54414,3,GZ,1,100,0.336
1709872305.478942,733399.000,54414,3,GZ,1,100,0.458
1709872305.518941,733439.000,54414,3,GZ,1,100,0.519
1709872305.554274,733474.333,54432,3,GZ,1,100,0.427
1709872305.589607,733509.667,54432,3,GZ,1,100,0.488
1709872305.624939,733545.000,54432,3,GZ,1,100,0.610
1709872305.664938,733585.000,54446,2,GZ,1,100,0.519
1709872305.704938,733625.000,54446,2,GZ,1,100,0.488
1709872305.744937,733665.000,54463,3,GZ,1,100,0.580
1709872305.784936,733705.000,54463,3,GZ,1,100,0.549
1709872305.824936,733745.000,54463,3,GZ,1,100,0.427
1709872305.864935,733785.000,54480,3,GZ,1,100,0.122
1709872305.904934,733825.000,54480,3,GZ,1,100,-0.153
1709872305.944933,733865.000,54480,3,GZ,1,100,0.244
1709872305.984933,733905.000,54497,2,GZ,1,100,0.183
1709872306.024932,733945.000,54497,2,GZ,1,100,-0.031
1709872306.064931,733985.000,54511,3,GZ,1,100,-0.122
1709872306.104931,734025.000,54511,3,GZ,1,100,0.122
1709872306.144930,734065.000,54511,3,GZ,1,100,0.092
1709872306.184929,734105.000,54529,2,GZ,1,100,0.061
1709872306.224928,734145.000,54529,2,GZ,1,100,0.153
1709872306.264928,734185.000,54545,3,GZ,1,100,0.366
1709872306.304927,734225.000,54545,3,GZ,1,100,0.610
1709872306.344926,734265.000,54545,3,GZ,1,100,0.549
1709872306.384926,734305.000,54562,2,GZ,1,100,0.519
1709872306.424925,734345.000,54562,2,GZ,1,100,0.610
1709872306.464924,734385.000,54576,3,GZ,1,100,0.580
1709872306.504923,734425.000,54576,3,GZ,1,100,0.549
1709872306.544923,734465.000,54576,3,GZ,1,100,0.580
1709872306.584422,734504.500,54594,2,GZ,1,100,0.427
1709872306.623921,734544.000,54594,2,GZ,1,100,0.336
1709872306.663921,734584.000,54610,3,GZ,1,100,0.458
1709872306.703920,734624.000,54610,3,GZ,1,100,0.519
1709872306.743919,734664.000,54610,3,GZ,1,100,0.427
1709872306.783918,734704.000,54627,2,GZ,1,100,0.458
1709872306.823918,734744.000,54627,2,GZ,1,100,0.549
1709872306.863917,734784.000,54642,3,GZ,1,100,0.397
1709872306.903916,734824.000,54642,3,GZ,1,100,0.366
1709872306.943916,734864.000,54642,3,GZ,1,100,0.519
1709872306.984248,734904.333,54659,3,GZ,1,100,0.549
1709872307.024581,734944.667,54659,3,GZ,1,100,0.488
1709872307.064913,734985.000,54659,3,GZ,1,100,0.397
1709872307.104413,735024.500,54675,2,GZ,1,100,0.488
1709872307.143912,735064.000,54675,2,GZ,1,100,0.458
1709872307.184245,735104.333,54693,3,GZ,1,100,0.458
1709872307.224577,735144.667,54693,3,GZ,1,100,0.458
1709872307.264910,735185.000,54693,3,GZ,1,100,0.336
1709872307.304409,735224.500,54708,2,GZ,1,100,0.397
1709872307.343908,735264.000,54708,2,GZ,1,100,0.549
1709872307.383908,735304.000,54726,3,GZ,1,100,0.458
1709872307.423907,735344.000,54726,3,GZ,1,100,0.427
1709872307.463906,735384.000,54726,3,GZ,1,100,0.488
1709872307.499572,735419.667,54742,3,GZ,1,100,0.519
1709872307.535238,735455.333,54742,3,GZ,1,100,0.366
1709872307.570904,735491.000,54742,3,GZ,1,100,0.488
1709872307.610904,735531.000,54760,2,GZ,1,100,0.488
1709872307.650903,735571.000,54760,2,GZ,1,100,0.397
1709872307.690902,735611.000,54776,3,GZ,1,100,0.427
1709872307.730901,735651.000,54776,3,GZ,1,100,0.458
1709872307.770901,735691.000,54776,3,GZ,1,100,0.580
1709872307.810900,735731.000,54791,2,GZ,1,100,0.458
1709872307.850899,735771.000,54791,2,GZ,1,100,0.458
1709872307.890898,735811.000,54808,3,GZ,1,100,0.397
1709872307.930898,735851.000,54808,3,GZ,1,100,0.549
1709872307.970897,735891.000,54808,3,GZ,1,100,0.519
1709872308.010896,735931.000,54825,2,GZ,1,100,0.397
1709872308.050896,735971.000,54825,2,GZ,1,100,0.427
1709872308.090895,736011.000,54843,3,GZ,1,100,0.397
1709872308.130894,736051.000,54843,3,GZ,1,100,0.488
1709872308.170893,736091.000,54843,3,GZ,1,100,0.427
1709872308.210893,736131.000,54859,2,GZ,1,100,0.275
1709872308.250892,736171.000,54859,2,GZ,1,100,0.397
1709872308.291225,736211.333,54875,3,GZ,1,100,0.488
1709872308.331557,736251.667,54875,3,GZ,1,100,0.519
1709872308.371890,736292.000,54875,3,GZ,1,100,0.427
1709872308.411889,736332.000,54894,2,GZ,1,100,0.549
1709872308.451889,736372.000,54894,2,GZ,1,100,0.641
1709872308.491888,736412.000,54917,5,GZ,1,100,0.427
1709872308.531887,736452.000,54917,5,GZ,1,100,0.366
1709872308.571886,736492.000,54917,5,GZ,1,100,0.458
1709872308.611886,736532.000,54917,5,GZ,1,100,0.427
1709872308.651885,736572.000,54917,5,GZ,1,100,0.336
1709872308.691884,736612.000,54933,2,GZ,1,100,0.397
1709872308.731884,736652.000,54933,2,GZ,1,100,0.488
1709872308.771883,736692.000,54950,3,GZ,1,100,0.458
1709872308.811882,736732.000,54950,3,GZ,1,100,0.519
1709872308.851881,736772.000,54950,3,GZ,1,100,0.641
1709872308.891881,736812.000,54968,2,GZ,1,100,0.580
1709872308.931880,736852.000,54968,2,GZ,1,100,0.824
1709872308.971879,736892.000,54984,3,GZ,1,100,0.427
1709872309.011878,736932.000,54984,3,GZ,1,100,-0.153
1709872309.051878,736972.000,54984,3,GZ,1,100,-0.092
1709872309.091877,737012.000,55000,3,GZ,1,100,0.214
1709872309.131876,737052.000,55000,3,GZ,1,100,0.336
1709872309.171875,737092.000,55000,3,GZ,1,100,0.183
1709872309.211875,737132.000,55018,2,GZ,1,100,0.244
1709872309.251874,737172.000,55018,2,GZ,1,100,0.336
1709872309.287207,737207.333,55034,3,GZ,1,100,0.519
1709872309.322540,737242.667,55034,3,GZ,1,100,0.580
1709872309.357872,737278.000,55034,3,GZ,1,100,0.580
1709872309.397871,737318.000,55049,2,GZ,1,100,0.458
1709872309.437871,737358.000,55049,2,GZ,1,100,0.275
1709872309.477870,737398.000,55066,3,GZ,1,100,0.427
1709872309.517869,737438.000,55066,3,GZ,1,100,0.427
1709872309.557869,737478.000,55066,3,GZ,1,100,0.397
1709872309.597868,737518.000,55083,3,GZ,1,100,0.366
1709872309.637867,737558.000,55083,3,GZ,1,100,0.336
1709872309.677866,737598.000,55083,3,GZ,1,100,0.397
1709872309.717866,737638.000,55099,2,GZ,1,100,0.366
1709872309.757865,737678.000,55099,2,GZ,1,100,0.366
1709872309.797864,737718.000,55114,3,GZ,1,100,0.549
1709872309.837864,737758.000,55114,3,GZ,1,100,0.519
1709872309.877863,737798.000,55114,3,GZ,1,100,0.397
1709872309.917362,737837.500,55131,2,GZ,1,100,0.366
1709872309.956861,737877.000,55131,2,GZ,1,100,0.397
1709872309.997194,737917.333,55150,3,GZ,1,100,0.519
1709872310.037527,737957.667,55150,3,GZ,1,100,0.519
1709872310.077859,737998.000,55150,3,GZ,1,100,0.519
1709872310.117859,738038.000,55166,2,GZ,1,100,0.244
1709872310.157858,738078.000,55166,2,GZ,1,100,0.305
1709872310.197857,738118.000,55182,3,GZ,1,100,0.488
1709872310.237856,738158.000,55182,3,GZ,1,100,0.488
1709872310.277856,738198.000,55182,3,GZ,1,100,0.488
1709872310.317355,738237.500,55200,2,GZ,1,100,0.397
1709872310.356854,738277.000,55200,2,GZ,1,100,0.458
1709872310.397187,738317.333,55217,3,GZ,1,100,0.427
1709872310.437520,738357.667,55217,3,GZ,1,100,0.488
1709872310.477852,738398.000,55217,3,GZ,1,100,0.488
1709872310.517851,738438.000,55236,2,GZ,1,100,0.427
1709872310.557851,738478.000,55236,2,GZ,1,100,0.336
1709872310.597517,738517.667,55251,3,GZ,1,100,0.397
1709872310.637183,738557.333,55251,3,GZ,1,100,0.458
1709872310.676849,738597.000,55251,3,GZ,1,100,0.549
1709872310.716848,738637.000,55267,2,GZ,1,100,0.397
1709872310.756847,738677.000,55267,2,GZ,1,100,0.366
1709872310.797180,738717.333,55284,3,GZ,1,100,0.336
1709872310.837512,738757.667,55284,3,GZ,1,100,0.397
1709872310.877845,738798.000,55284,3,GZ,1,100,0.458
1709872310.917844,738838.000,55301,3,GZ,1,100,0.397
1709872310.957844,738878.000,55301,3,GZ,1,100,0.488
1709872310.997843,738918.000,55301,3,GZ,1,100,0.488
1709872311.037342,738957.500,55317,2,GZ,1,100,0.580
1709872311.076841,738997.000,55317,2,GZ,1,100,0.519
1709872311.116841,739037.000,55332,3,GZ,1,100,0.397
1709872311.156840,739077.000,55332,3,GZ,1,100,0.458
1709872311.196839,739117.000,55332,3,GZ,1,100,0.427
1709872311.230339,739150.500,55350,2,GZ,1,100,0.397
1709872311.263838,739184.000,55350,2,GZ,1,100,0.366
1709872311.303837,739224.000,55368,3,GZ,1,100,0.397
1709872311.343837,739264.000,55368,3,GZ,1,100,0.397
1709872311.383836,739304.000,55368,3,GZ,1,100,0.580
1709872311.423835,739344.000,55385,3,GZ,1,100,0.519
1709872311.463835,739384.000,55385,3,GZ,1,100,0.366
1709872311.503834,739424.000,55385,3,GZ,1,100,0.488
1709872311.543833,739464.000,55400,2,GZ,1,100,0.458
1709872311.583832,739504.000,55400,2,GZ,1,100,0.397
1709872311.623832,739544.000,55417,3,GZ,1,100,0.458
1709872311.663831,739584.000,55417,3,GZ,1,100,0.519
1709872311.703830,739624.000,55417,3,GZ,1,100,0.366
1709872311.743829,739664.000,55433,2,GZ,1,100,0.397
1709872311.783829,739704.000,55433,2,GZ,1,100,0.458
1709872311.823828,739744.000,55451,3,GZ,1,100,0.427
1709872311.863827,739784.000,55451,3,GZ,1,100,0.458
1709872311.903826,739824.000,55451,3,GZ,1,100,0.427
1709872311.943826,739864.000,55467,2,GZ,1,100,0.519
1709872311.983825,739904.000,55467,2,GZ,1,100,0.427
1709872312.023824,739944.000,55484,3,GZ,1,100,0.336
1709872312.063824,739984.000,55484,3,GZ,1,100,0.366
1709872312.103823,740024.000,55484,3,GZ,1,100,0.397
1709872312.143822,740064.000,55500,2,GZ,1,100,0.427
1709872312.183821,740104.000,55500,2,GZ,1,100,0.458
1709872312.223821,740144.000,55518,3,GZ,1,100,0.519
1709872312.263820,740184.000,55518,3,GZ,1,100,0.427
1709872312.303819,740224.000,55518,3,GZ,1,100,0.427
1709872312.343819,740264.000,55534,2,GZ,1,100,0.458
1709872312.383818,740304.000,55534,2,GZ,1,100,0.580
1709872312.423817,740344.000,55551,3,GZ,1,100,0.458
1709872312.463817,740384.000,55551,3,GZ,1,100,0.397
1709872312.503816,740424.000,55551,3,GZ,1,100,0.549
1709872312.543815,740464.000,55568,2,GZ,1,100,0.549
1709872312.583814,740504.000,55568,2,GZ,1,100,0.580
1709872312.623814,740544.000,55585,3,GZ,1,100,0.671
1709872312.663813,740584.000,55585,3,GZ,1,100,1.007
1709872312.703812,740624.000,55585,3,GZ,1,100,1.312
1709872312.743812,740664.000,55599,2,GZ,1,100,1.251
1709872312.783811,740704.000,55599,2,GZ,1,100,1.648
1709872312.823810,740744.000,55617,3,GZ,1,100,1.160
1709872312.863809,740784.000,55617,3,GZ,1,100,0.885
1709872312.903809,740824.000,55617,3,GZ,1,100,0.885
1709872312.939475,740859.667,55635,3,GZ,1,100,0.549
1709872312.975141,740895.333,55635,3,GZ,1,100,0.244
1709872313.010807,740931.000,55635,3,GZ,1,100,0.610
1709872313.050806,740971.000,55652,2,GZ,1,100,0.671
1709872313.090805,741011.000,55652,2,GZ,1,100,0.366
1709872313.130805,741051.000,55666,3,GZ,1,100,-0.183
1709872313.170804,741091.000,55666,3,GZ,1,100,0.031
1709872313.210803,741131.000,55666,3,GZ,1,100,0.275
1709872313.250803,741171.000,55684,3,GZ,1,100,0.854
1709872313.290802,741211.000,55684,3,GZ,1,100,0.488
1709872313.330801,741251.000,55684,3,GZ,1,100,0.122
1709872313.370800,741291.000,55700,2,GZ,1,100,0.275
1709872313.410800,741331.000,55700,2,GZ,1,100,0.244
1709872313.450799,741371.000,55717,3,GZ,1,100,-0.061
1709872313.490798,741411.000,55717,3,GZ,1,100,-0.946
1709872313.530797,741451.000,55717,3,GZ,1,100,-1.678
1709872313.570797,741491.000,55733,2,GZ,1,100,-0.793
1709872313.610796,741531.000,55733,2,GZ,1,100,-0.183
1709872313.650795,741571.000,55757,4,GZ,1,100,0.061
1709872313.690794,741611.000,55757,4,GZ,1,100,0.397
1709872313.730794,741651.000,55757,4,GZ,1,100,0.702
1709872313.770793,741691.000,55757,4,GZ,1,100,0.671
1709872313.810792,741731.000,55771,2,GZ,1,100,0.641
1709872313.850792,741771.000,55771,2,GZ,1,100,0.610
1709872313.890458,741810.667,55789,3,GZ,1,100,0.580
1709872313.930124,741850.333,55789,3,GZ,1,100,0.610
1709872313.969790,741890.000,55789,3,GZ,1,100,0.519
1709872314.010122,741930.333,55805,3,GZ,1,100,0.549
1709872314.050455,741970.667,55805,3,GZ,1,100,0.458
1709872314.090787,742011.000,55805,3,GZ,1,100,0.427
1709872314.130787,742051.000,55824,2,GZ,1,100,0.580
1709872314.170786,742091.000,55824,2,GZ,1,100,0.610
1709872314.210452,742130.667,55839,3,GZ,1,100,0.671
1709872314.250118,742170.333,55839,3,GZ,1,100,0.458
1709872314.289784,742210.000,55839,3,GZ,1,100,0.488
1709872314.329783,742250.000,55856,2,GZ,1,100,0.580
1709872314.369782,742290.000,55856,2,GZ,1,100,0.641
1709872314.409782,742330.000,55872,3,GZ,1,100,0.488
1709872314.449781,742370.000,55872,3,GZ,1,100,0.366
1709872314.489780,742410.000,55872,3,GZ,1,100,0.641
1709872314.529779,742450.000,55892,2,GZ,1,100,0.610
1709872314.569779,742490.000,55892,2,GZ,1,100,0.366
1709872314.609778,742530.000,55907,3,GZ,1,100,0.366
1709872314.649777,742570.000,55907,3,GZ,1,100,0.488
1709872314.689777,742610.000,55907,3,GZ,1,100,0.488
1709872314.729776,742650.000,55923,2,GZ,1,100,0.549
1709872314.769775,742690.000,55923,2,GZ,1,100,0.458
1709872314.809774,742730.000,55939,3,GZ,1,100,0.305
1709872314.849774,742770.000,55939,3,GZ,1,100,0.366
1709872314.889773,742810.000,55939,3,GZ,1,100,0.519
1709872314.925439,742845.667,55957,3,GZ,1,100,0.427
1709872314.961105,742881.333,55957,3,GZ,1,100,0.366
1709872314.996771,742917.000,55957,3,GZ,1,100,0.427
1709872315.036770,742957.000,55972,2,GZ,1,100,0.397
1709872315.076770,742997.000,55972,2,GZ,1,100,0.458
1709872315.116769,743037.000,55990,3,GZ,1,100,0.427
1709872315.156768,743077.000,55990,3,GZ,1,100,0.458
1709872315.196768,743117.000,55990,3,GZ,1,100,0.458
1709872315.236767,743157.000,56009,2,GZ,1,100,0.275
1709872315.276766,743197.000,56009,2,GZ,1,100,0.458
1709872315.316765,743237.000,56026,3,GZ,1,100,0.549
1709872315.356765,743277.000,56026,3,GZ,1,100,0.427
1709872315.396764,743317.000,56026,3,GZ,1,100,0.305
1709872315.436763,743357.000,56042,2,GZ,1,100,0.427
1709872315.476763,743397.000,56042,2,GZ,1,100,0.488
1709872315.516762,743437.000,56058,3,GZ,1,100,0.519
1709872315.556761,743477.000,56058,3,GZ,1,100,0.275
1709872315.596760,743517.000,56058,3,GZ,1,100,0.275
1709872315.636760,743557.000,56074,2,GZ,1,100,0.549
1709872315.676759,743597.000,56074,2,GZ,1,100,0.275
1709872315.716758,743637.000,56091,3,GZ,1,100,0.305
1709872315.756757,743677.000,56091,3,GZ,1,100,0.519
1709872315.796757,743717.000,56091,3,GZ,1,100,0.397
1709872315.836756,743757.000,56110,2,GZ,1,100,0.519
1709872315.876755,743797.000,56110,2,GZ,1,100,0.336
1709872315.916755,743837.000,56125,3,GZ,1,100,0.336
1709872315.956754,743877.000,56125,3,GZ,1,100,0.397
1709872315.996753,743917.000,56125,3,GZ,1,100,0.488
1709872316.036752,743957.000,56141,3,GZ,1,100,0.519
1709872316.076752,743997.000,56141,3,GZ,1,100,0.397
1709872316.116751,744037.000,56141,3,GZ,1,100,0.366
1709872316.156750,744077.000,56160,2,GZ,1,100,0.427
1709872316.196750,744117.000,56160,2,GZ,1,100,0.458
1709872316.236749,744157.000,56177,3,GZ,1,100,0.580
1709872316.276748,744197.000,56177,3,GZ,1,100,0.702
1709872316.316747,744237.000,56177,3,GZ,1,100,0.580
1709872316.356747,744277.000,56192,2,GZ,1,100,0.305
1709872316.396746,744317.000,56192,2,GZ,1,100,0.305
1709872316.436745,744357.000,56208,3,GZ,1,100,0.549
1709872316.476745,744397.000,56208,3,GZ,1,100,0.580
1709872316.516744,744437.000,56208,3,GZ,1,100,0.488
1709872316.556743,744477.000,56228,2,GZ,1,100,0.366
1709872316.596742,744517.000,56228,2,GZ,1,100,0.458
1709872316.636742,744557.000,56244,3,GZ,1,100,0.519
1709872316.676741,744597.000,56244,3,GZ,1,100,0.336
1709872316.716740,744637.000,56244,3,GZ,1,100,0.214
1709872316.752406,744672.667,56259,3,GZ,1,100,0.305
1709872316.788072,744708.333,56259,3,GZ,1,100,0.488
1709872316.823738,744744.000,56259,3,GZ,1,100,0.427
1709872316.863738,744784.000,56278,2,GZ,1,100,0.366
1709872316.903737,744824.000,56278,2,GZ,1,100,0.458
1709872316.943736,744864.000,56295,3,GZ,1,100,0.519
1709872316.983736,744904.000,56295,3,GZ,1,100,0.488
1709872317.023735,744944.000,56295,3,GZ,1,100,0.427
1709872317.063734,744984.000,56311,2,GZ,1,100,0.397
1709872317.103733,745024.000,56311,2,GZ,1,100,0.519
1709872317.143733,745064.000,56327,3,GZ,1,100,0.519
1709872317.183732,745104.000,56327,3,GZ,1,100,0.458
1709872317.223731,745144.000,56327,3,GZ,1,100,0.458
1709872317.263731,745184.000,56343,2,GZ,1,100,0.397
1709872317.303730,745224.000,56343,2,GZ,1,100,0.336
1709872317.343729,745264.000,56360,3,GZ,1,100,0.397
1709872317.383728,745304.000,56360,3,GZ,1,100,0.336
1709872317.423728,745344.000,56360,3,GZ,1,100,0.458
1709872317.463727,745384.000,56376,2,GZ,1,100,0.549
1709872317.503726,745424.000,56376,2,GZ,1,100,0.488
1709872317.543725,745464.000,56394,3,GZ,1,100,0.458
1709872317.583725,745504.000,56394,3,GZ,1,100,0.244
1709872317.623724,745544.000,56394,3,GZ,1,100,0.275
1709872317.663723,745584.000,56408,2,GZ,1,100,0.519
1709872317.703722,745624.000,56408,2,GZ,1,100,0.580
1709872317.743722,745664.000,56425,3,GZ,1,100,0.458
1709872317.783721,745704.000,56425,3,GZ,1,100,0.519
1709872317.823720,745744.000,56425,3,GZ,1,100,0.580
1709872317.863720,745784.000,56442,3,GZ,1,100,0.366
1709872317.903719,745824.000,56442,3,GZ,1,100,0.397
1709872317.943718,745864.000,56442,3,GZ,1,100,0.458
1709872317.983717,745904.000,56459,2,GZ,1,100,0.488
1709872318.023717,745944.000,56459,2,GZ,1,100,0.458
1709872318.063716,745984.000,56473,3,GZ,1,100,0.305
1709872318.103715,746024.000,56473,3,GZ,1,100,0.397
1709872318.143715,746064.000,56473,3,GZ,1,100,0.427
1709872318.183714,746104.000,56493,2,GZ,1,100,0.458
1709872318.223713,746144.000,56493,2,GZ,1,100,0.580
1709872318.263712,746184.000,56509,3,GZ,1,100,0.458
1709872318.303712,746224.000,56509,3,GZ,1,100,0.305
1709872318.343711,746264.000,56509,3,GZ,1,100,0.397
1709872318.383710,746304.000,56526,2,GZ,1,100,0.458
1709872318.423710,746344.000,56526,2,GZ,1,100,0.458
1709872318.463709,746384.000,56540,3,GZ,1,100,0.488
1709872318.503708,746424.000,56540,3,GZ,1,100,0.397
1709872318.543708,746464.000,56540,3,GZ,1,100,0.458
1709872318.583707,746504.000,56558,2,GZ,1,100,0.427
1709872318.623706,746544.000,56558,2,GZ,1,100,0.427
1709872318.659039,746579.333,56574,3,GZ,1,100,0.580
1709872318.694371,746614.667,56574,3,GZ,1,100,0.519
1709872318.729704,746650.000,56574,3,GZ,1,100,0.366
1709872318.769703,746690.000,56596,4,GZ,1,100,0.458
1709872318.809703,746730.000,56596,4,GZ,1,100,0.580
1709872318.849702,746770.000,56596,4,GZ,1,100,0.549
1709872318.889701,746810.000,56596,4,GZ,1,100,0.580
1709872318.929701,746850.000,56613,4,GZ,1,100,0.549
1709872318.969700,746890.000,56613,4,GZ,1,100,0.397
1709872319.009699,746930.000,56613,4,GZ,1,100,0.427
1709872319.049698,746970.000,56613,4,GZ,1,100,0.610
1709872319.089698,747010.000,56630,2,GZ,1,100,0.763
1709872319.129697,747050.000,56630,2,GZ,1,100,0.458
1709872319.169696,747090.000,56647,3,GZ,1,100,0.519
1709872319.209696,747130.000,56647,3,GZ,1,100,0.488
1709872319.249695,747170.000,56647,3,GZ,1,100,0.427
1709872319.289694,747210.000,56664,2,GZ,1,100,0.458
1709872319.329693,747250.000,56664,2,GZ,1,100,0.244
1709872319.369693,747290.000,56680,3,GZ,1,100,0.366
1709872319.409692,747330.000,56680,3,GZ,1,100,0.366
1709872319.449691,747370.000,56680,3,GZ,1,100,0.275
1709872319.489691,747410.000,56697,2,GZ,1,100,0.366
1709872319.529690,747450.000,56697,2,GZ,1,100,0.397
1709872319.569689,747490.000,56714,3,GZ,1,100,0.488
1709872319.609688,747530.000,56714,3,GZ,1,100,0.214
1709872319.649688,747570.000,56714,3,GZ,1,100,0.061
1709872319.689687,747610.000,56730,2,GZ,1,100,0.214
1709872319.729686,747650.000,56730,2,GZ,1,100,0.519
1709872319.769686,747690.000,56747,3,GZ,1,100,0.397
1709872319.809685,747730.000,56747,3,GZ,1,100,0.122
1709872319.849684,747770.000,56747,3,GZ,1,100,0.183
1709872319.889683,747810.000,56767,3,GZ,1,100,0.153
1709872319.929683,747850.000,56767,3,GZ,1,100,0.122
1709872319.969682,747890.000,56767,3,GZ,1,100,0.244
1709872320.009681,747930.000,56783,2,GZ,1,100,0.458
1709872320.049680,747970.000,56783,2,GZ,1,100,0.488
1709872320.089680,748010.000,56800,3,GZ,1,100,0.214
1709872320.129679,748050.000,56800,3,GZ,1,100,0.244
1709872320.169678,748090.000,56800,3,GZ,1,100,0.427
1709872320.209678,748130.000,56815,2,GZ,1,100,0.397
1709872320.249677,748170.000,56815,2,GZ,1,100,0.336
1709872320.289676,748210.000,56838,3,GZ,1,100,0.336
1709872320.329675,748250.000,56838,3,GZ,1,100,0.336
1709872320.369675,748290.000,56838,3,GZ,1,100,0.061
1709872320.409674,748330.000,56854,2,GZ,1,100,0.153
1709872320.449673,748370.000,56854,2,GZ,1,100,0.488
1709872320.485339,748405.667,56872,3,GZ,1,100,0.488
1709872320.521005,748441.333,56872,3,GZ,1,100,0.671
1709872320.556671,748477.000,56872,3,GZ,1,100,0.458
1709872320.596671,748517.000,56886,3,GZ,1,100,0.366
1709872320.636670,748557.000,56886,3,GZ,1,100,0.488
1709872320.676669,748597.000,56886,3,GZ,1,100,0.580
1709872320.716669,748637.000,56903,2,GZ,1,100,0.458
1709872320.756668,748677.000,56903,2,GZ,1,100,0.305
1709872320.796667,748717.000,56919,3,GZ,1,100,0.366
1709872320.836666,748757.000,56919,3,GZ,1,100,0.488
1709872320.876666,748797.000,56919,3,GZ,1,100,0.519
1709872320.916665,748837.000,56937,2,GZ,1,100,0.519
1709872320.956664,748877.000,56937,2,GZ,1,100,0.458
1709872320.996664,748917.000,56951,3,GZ,1,100,0.458
1709872321.036663,748957.000,56951,3,GZ,1,100,0.488
1709872321.076662,748997.000,56951,3,GZ,1,100,0.427
1709872321.116661,749037.000,56970,2,GZ,1,100,0.336
1709872321.156661,749077.000,56970,2,GZ,1,100,0.244
1709872321.196660,749117.000,56987,3,GZ,1,100,0.427
1709872321.236659,749157.000,56987,3,GZ,1,100,0.519
1709872321.276659,749197.000,56987,3,GZ,1,100,0.397
1709872321.316658,749237.000,57004,2,GZ,1,100,0.488
1709872321.356657,749277.000,57004,2,GZ,1,100,0.427
1709872321.396656,749317.000,57018,3,GZ,1,100,0.366
1709872321.436656,749357.000,57018,3,GZ,1,100,0.488
1709872321.476655,749397.000,57018,3,GZ,1,100,0.427
1709872321.516654,749437.000,57036,2,GZ,1,100,0.336
1709872321.556653,749477.000,57036,2,GZ,1,100,0.549
1709872321.596653,749517.000,57052,3,GZ,1,100,0.427
1709872321.636652,749557.000,57052,3,GZ,1,100,0.366
1709872321.676651,749597.000,57052,3,GZ,1,100,0.427
