LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1709872308.531887,736452.000,54905,5,PI,1,100,178960
1709872308.571886,736492.000,54905,5,PI,1,100,178980
1709872308.611886,736532.000,54905,5,PI,1,100,178983
1709872308.651885,736572.000,54905,5,PI,1,100,178960
1709872308.691884,736612.000,54921,2,PI,1,100,178997
1709872308.731884,736652.000,54921,2,PI,1,100,179003
1709872308.771883,736692.000,54938,3,PI,1,100,178998
1709872308.811882,736732.000,54938,3,PI,1,100,179002
1709872308.851881,736772.000,54938,3,PI,1,100,179009
1709872308.891881,736812.000,54957,2,PI,1,100,179003
1709872308.931880,736852.000,54957,2,PI,1,100,179010
1709872308.971879,736892.000,54973,3,PI,1,100,179016
1709872309.011878,736932.000,54973,3,PI,1,100,179001
1709872309.051878,736972.000,54973,3,PI,1,100,178995
1709872309.091877,737012.000,54988,2,PI,1,100,179010
1709872309.131876,737052.000,54988,2,PI,1,100,179021
1709872309.171875,737092.000,55006,3,PI,1,100,179025
1709872309.211875,737132.000,55006,3,PI,1,100,179005
1709872309.251874,737172.000,55006,3,PI,1,100,179017
1709872309.291540,737211.667,55022,3,PI,1,100,179018
1709872309.331206,737251.333,55022,3,PI,1,100,179005
1709872309.370872,737291.000,55022,3,PI,1,100,179014
1709872309.410871,737331.000,55039,2,PI,1,100,179022
1709872309.450871,737371.000,55039,2,PI,1,100,178998
1709872309.491203,737411.333,55054,3,PI,1,100,179025
1709872309.531536,737451.667,55054,3,PI,1,100,179019
1709872309.571868,737492.000,55054,3,PI,1,100,178999
1709872309.611868,737532.000,55071,2,PI,1,100,179008
1709872309.651867,737572.000,55071,2,PI,1,100,179001
1709872309.691533,737611.667,55087,3,PI,1,100,179005
1709872309.731199,737651.333,55087,3,PI,1,100,179010
1709872309.770865,737691.000,55087,3,PI,1,100,179019
1709872309.811364,737731.500,55104,2,PI,1,100,179016
1709872309.851863,737772.000,55104,2,PI,1,100,179016
1709872309.891863,737812.000,55119,3,PI,1,100,179011
1709872309.931862,737852.000,55119,3,PI,1,100,179015
1709872309.971861,737892.000,55119,3,PI,1,100,179000
1709872310.011360,737931.500,55138,2,PI,1,100,179002
1709872310.050860,737971.000,55138,2,PI,1,100,179013
1709872310.090859,738011.000,55154,3,PI,1,100,179021
1709872310.130858,738051.000,55154,3,PI,1,100,179021
1709872310.170858,738091.000,55154,3,PI,1,100,179031
1709872310.210857,738131.000,55172,2,PI,1,100,179016
1709872310.250856,738171.000,55172,2,PI,1,100,179023
1709872310.290855,738211.000,55188,3,PI,1,100,179031
1709872310.330855,738251.000,55188,3,PI,1,100,179002
1709872310.370854,738291.000,55188,3,PI,1,100,179022
1709872310.410853,738331.000,55205,2,PI,1,100,179027
1709872310.450853,738371.000,55205,2,PI,1,100,179021
1709872310.491185,738411.333,55224,3,PI,1,100,179010
1709872310.531518,738451.667,55224,3,PI,1,100,179013
1709872310.571851,738492.000,55224,3,PI,1,100,179029
1709872310.611516,738531.667,55241,3,PI,1,100,179032
1709872310.651182,738571.333,55241,3,PI,1,100,179021
1709872310.690848,738611.000,55241,3,PI,1,100,179023
1709872310.730848,738651.000,55255,2,PI,1,100,179036
1709872310.770847,738691.000,55255,2,PI,1,100,179016
1709872310.810846,738731.000,55272,3,PI,1,100,179021
1709872310.850846,738771.000,55272,3,PI,1,100,179024
1709872310.890845,738811.000,55272,3,PI,1,100,179047
1709872310.930844,738851.000,55289,2,PI,1,100,179023
1709872310.970843,738891.000,55289,2,PI,1,100,179020
1709872311.010843,738931.000,55306,3,PI,1,100,179014
1709872311.050842,738971.000,55306,3,PI,1,100,179005
1709872311.090841,739011.000,55306,3,PI,1,100,179027
1709872311.130841,739051.000,55321,2,PI,1,100,179029
1709872311.170840,739091.000,55321,2,PI,1,100,178992
1709872311.210839,739131.000,55338,3,PI,1,100,179005
1709872311.250838,739171.000,55338,3,PI,1,100,179010
1709872311.290838,739211.000,55338,3,PI,1,100,179023
1709872311.330837,739251.000,55356,2,PI,1,100,179013
1709872311.370836,739291.000,55356,2,PI,1,100,179021
1709872311.410836,739331.000,55373,3,PI,1,100,179014
1709872311.450835,739371.000,55373,3,PI,1,100,179021
1709872311.490834,739411.000,55373,3,PI,1,100,179024
