LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1709872309.051878,736972.000,54979,3,AX,1,100,0.321
1709872309.091877,737012.000,54995,3,AX,1,100,0.328
1709872309.131876,737052.000,54995,3,AX,1,100,0.325
1709872309.171875,737092.000,54995,3,AX,1,100,0.323
1709872309.211875,737132.000,55013,2,AX,1,100,0.326
1709872309.251874,737172.000,55013,2,AX,1,100,0.327
1709872309.287207,737207.333,55029,3,AX,1,100,0.324
1709872309.322540,737242.667,55029,3,AX,1,100,0.324
1709872309.357872,737278.000,55029,3,AX,1,100,0.327
1709872309.397871,737318.000,55044,2,AX,1,100,0.326
1709872309.437871,737358.000,55044,2,AX,1,100,0.334
1709872309.477870,737398.000,55061,3,AX,1,100,0.329
1709872309.517869,737438.000,55061,3,AX,1,100,0.324
1709872309.557869,737478.000,55061,3,AX,1,100,0.328
1709872309.597868,737518.000,55078,3,AX,1,100,0.333
1709872309.637867,737558.000,55078,3,AX,1,100,0.332
1709872309.677866,737598.000,55078,3,AX,1,100,0.331
1709872309.717866,737638.000,55094,2,AX,1,100,0.338
1709872309.757865,737678.000,55094,2,AX,1,100,0.334
1709872309.797864,737718.000,55109,3,AX,1,100,0.327
1709872309.837864,737758.000,55109,3,AX,1,100,0.328
1709872309.877863,737798.000,55109,3,AX,1,100,0.335
1709872309.917362,737837.500,55126,2,AX,1,100,0.332
1709872309.956861,737877.000,55126,2,AX,1,100,0.328
1709872309.997194,737917.333,55145,3,AX,1,100,0.331
1709872310.037527,737957.667,55145,3,AX,1,100,0.328
1709872310.077859,737998.000,55145,3,AX,1,100,0.330
1709872310.117859,738038.000,55161,2,AX,1,100,0.331
1709872310.157858,738078.000,55161,2,AX,1,100,0.332
1709872310.197857,738118.000,55177,3,AX,1,100,0.331
1709872310.237856,738158.000,55177,3,AX,1,100,0.335
1709872310.277856,738198.000,55177,3,AX,1,100,0.328
1709872310.317355,738237.500,55195,2,AX,1,100,0.333
1709872310.356854,738277.000,55195,2,AX,1,100,0.334
1709872310.397187,738317.333,55212,3,AX,1,100,0.331
1709872310.437520,738357.667,55212,3,AX,1,100,0.334
1709872310.477852,738398.000,55212,3,AX,1,100,0.328
1709872310.517851,738438.000,55231,2,AX,1,100,0.330
1709872310.557851,738478.000,55231,2,AX,1,100,0.333
1709872310.597517,738517.667,55246,3,AX,1,100,0.333
1709872310.637183,738557.333,55246,3,AX,1,100,0.333
1709872310.676849,738597.000,55246,3,AX,1,100,0.333
1709872310.716848,738637.000,55262,2,AX,1,100,0.334
1709872310.756847,738677.000,55262,2,AX,1,100,0.331
1709872310.797180,738717.333,55279,3,AX,1,100,0.329
1709872310.837512,738757.667,55279,3,AX,1,100,0.329
1709872310.877845,738798.000,55279,3,AX,1,100,0.332
1709872310.917844,738838.000,55296,3,AX,1,100,0.331
1709872310.957844,738878.000,55296,3,AX,1,100,0.332
1709872310.997843,738918.000,55296,3,AX,1,100,0.328
1709872311.037342,738957.500,55312,2,AX,1,100,0.329
1709872311.076841,738997.000,55312,2,AX,1,100,0.328
1709872311.116841,739037.000,55327,3,AX,1,100,0.331
1709872311.156840,739077.000,55327,3,AX,1,100,0.328
1709872311.196839,739117.000,55327,3,AX,1,100,0.328
1709872311.230339,739150.500,55345,2,AX,1,100,0.331
1709872311.263838,739184.000,55345,2,AX,1,100,0.332
1709872311.303837,739224.000,55363,3,AX,1,100,0.330
1709872311.343837,739264.000,55363,3,AX,1,100,0.330
1709872311.383836,739304.000,55363,3,AX,1,100,0.329
1709872311.423835,739344.000,55380,3,AX,1,100,0.325
1709872311.463835,739384.000,55380,3,AX,1,100,0.332
1709872311.503834,739424.000,55380,3,AX,1,100,0.330
1709872311.543833,739464.000,55395,2,AX,1,100,0.332
1709872311.583832,739504.000,55395,2,AX,1,100,0.334
1709872311.623832,739544.000,55412,3,AX,1,100,0.331
1709872311.663831,739584.000,55412,3,AX,1,100,0.332
1709872311.703830,739624.000,55412,3,AX,1,100,0.329
1709872311.743829,739664.000,55428,2,AX,1,100,0.330
1709872311.783829,739704.000,55428,2,AX,1,100,0.329
1709872311.823828,739744.000,55446,3,AX,1,100,0.329
1709872311.863827,739784.000,55446,3,AX,1,100,0.332
1709872311.903826,739824.000,55446,3,AX,1,100,0.332
1709872311.943826,739864.000,55462,2,AX,1,100,0.329
1709872311.983825,739904.000,55462,2,AX,1,100,0.329
1709872312.023824,739944.000,55479,3,AX,1,100,0.332
1709872312.063824,739984.000,55479,3,AX,1,100,0.331
1709872312.103823,740024.000,55479,3,AX,1,100,0.332
1709872312.143822,740064.000,55495,2,AX,1,100,0.330
1709872312.183821,740104.000,55495,2,AX,1,100,0.330
1709872312.223821,740144.000,55513,3,AX,1,100,0.328
1709872312.263820,740184.000,55513,3,AX,1,100,0.331
1709872312.303819,740224.000,55513,3,AX,1,100,0.333
1709872312.343819,740264.000,55529,2,AX,1,100,0.330
1709872312.383818,740304.000,55529,2,AX,1,100,0.331
1709872312.423817,740344.000,55546,3,AX,1,100,0.329
1709872312.463817,740384.000,55546,3,AX,1,100,0.321
1709872312.503816,740424.000,55546,3,AX,1,100,0.325
1709872312.543815,740464.000,55563,2,AX,1,100,0.330
1709872312.583814,740504.000,55563,2,AX,1,100,0.329
1709872312.623814,740544.000,55580,3,AX,1,100,0.335
1709872312.663813,740584.000,55580,3,AX,1,100,0.323
1709872312.703812,740624.000,55580,3,AX,1,100,0.327
1709872312.743812,740664.000,55594,2,AX,1,100,0.312
1709872312.783811,740704.000,55594,2,AX,1,100,0.319
1709872312.823810,740744.000,55612,3,AX,1,100,0.314
1709872312.863809,740784.000,55612,3,AX,1,100,0.313
1709872312.903809,740824.000,55612,3,AX,1,100,0.312
1709872312.939475,740859.667,55630,3,AX,1,100,0.307
1709872312.975141,740895.333,55630,3,AX,1,100,0.319
1709872313.010807,740931.000,55630,3,AX,1,100,0.309
1709872313.050806,740971.000,55647,2,AX,1,100,0.321
1709872313.090805,741011.000,55647,2,AX,1,100,0.332
1709872313.130805,741051.000,55661,3,AX,1,100,0.311
1709872313.170804,741091.000,55661,3,AX,1,100,0.316
1709872313.210803,741131.000,55661,3,AX,1,100,0.323
1709872313.250803,741171.000,55679,3,AX,1,100,0.335
1709872313.290802,741211.000,55679,3,AX,1,100,0.326
1709872313.330801,741251.000,55679,3,AX,1,100,0.323
1709872313.370800,741291.000,55695,2,AX,1,100,0.316
1709872313.410800,741331.000,55695,2,AX,1,100,0.323
1709872313.450799,741371.000,55712,3,AX,1,100,0.331
1709872313.490798,741411.000,55712,3,AX,1,100,0.327
1709872313.530797,741451.000,55712,3,AX,1,100,0.306
1709872313.570797,741491.000,55728,2,AX,1,100,0.305
1709872313.610796,741531.000,55728,2,AX,1,100,0.316
1709872313.650795,741571.000,55752,4,AX,1,100,0.301
1709872313.690794,741611.000,55752,4,AX,1,100,0.314
1709872313.730794,741651.000,55752,4,AX,1,100,0.310
1709872313.770793,741691.000,55752,4,AX,1,100,0.312
1709872313.810792,741731.000,55766,2,AX,1,100,0.312
1709872313.850792,741771.000,55766,2,AX,1,100,0.311
1709872313.890458,741810.667,55784,3,AX,1,100,0.318
1709872313.930124,741850.333,55784,3,AX,1,100,0.313
1709872313.969790,741890.000,55784,3,AX,1,100,0.321
1709872314.010122,741930.333,55800,3,AX,1,100,0.313
1709872314.050455,741970.667,55800,3,AX,1,100,0.321
1709872314.090787,742011.000,55800,3,AX,1,100,0.315
1709872314.130787,742051.000,55819,2,AX,1,100,0.312
1709872314.170786,742091.000,55819,2,AX,1,100,0.316
1709872314.210452,742130.667,55834,3,AX,1,100,0.311
1709872314.250118,742170.333,55834,3,AX,1,100,0.317
1709872314.289784,742210.000,55834,3,AX,1,100,0.318
1709872314.329783,742250.000,55851,2,AX,1,100,0.320
1709872314.369782,742290.000,55851,2,AX,1,100,0.316
1709872314.409782,742330.000,55867,3,AX,1,100,0.316
1709872314.449781,742370.000,55867,3,AX,1,100,0.321
1709872314.489780,742410.000,55867,3,AX,1,100,0.317
1709872314.529779,742450.000,55887,2,AX,1,100,0.323
1709872314.569779,742490.000,55887,2,AX,1,100,0.320
1709872314.609778,742530.000,55902,3,AX,1,100,0.319
1709872314.649777,742570.000,55902,3,AX,1,100,0.312
1709872314.689777,742610.000,55902,3,AX,1,100,0.314
1709872314.729776,742650.000,55918,2,AX,1,100,0.312
1709872314.769775,742690.000,55918,2,AX,1,100,0.318
1709872314.809774,742730.000,55934,3,AX,1,100,0.318
1709872314.849774,742770.000,55934,3,AX,1,100,0.321
1709872314.889773,742810.000,55934,3,AX,1,100,0.319
1709872314.925439,742845.667,55952,3,AX,1,100,0.316
1709872314.961105,742881.333,55952,3,AX,1,100,0.316
1709872314.996771,742917.000,55952,3,AX,1,100,0.314
1709872315.036770,742957.000,55967,2,AX,1,100,0.317
1709872315.076770,742997.000,55967,2,AX,1,100,0.317
1709872315.116769,743037.000,55985,3,AX,1,100,0.315
1709872315.156768,743077.000,55985,3,AX,1,100,0.315
1709872315.196768,743117.000,55985,3,AX,1,100,0.319
1709872315.236767,743157.000,56004,2,AX,1,100,0.318
1709872315.276766,743197.000,56004,2,AX,1,100,0.319
1709872315.316765,743237.000,56021,3,AX,1,100,0.319
1709872315.356765,743277.000,56021,3,AX,1,100,0.319
1709872315.396764,743317.000,56021,3,AX,1,100,0.318
1709872315.436763,743357.000,56037,2,AX,1,100,0.321
1709872315.476763,743397.000,56037,2,AX,1,100,0.324
1709872315.516762,743437.000,56053,3,AX,1,100,0.320
1709872315.556761,743477.000,56053,3,AX,1,100,0.296
1709872315.596760,743517.000,56053,3,AX,1,100,0.321
1709872315.636760,743557.000,56069,2,AX,1,100,0.313
1709872315.676759,743597.000,56069,2,AX,1,100,0.321
1709872315.716758,743637.000,56086,3,AX,1,100,0.323
1709872315.756757,743677.000,56086,3,AX,1,100,0.319
1709872315.796757,743717.000,56086,3,AX,1,100,0.316
1709872315.836756,743757.000,56105,2,AX,1,100,0.318
1709872315.876755,743797.000,56105,2,AX,1,100,0.322
1709872315.916755,743837.000,56120,3,AX,1,100,0.318
1709872315.956754,743877.000,56120,3,AX,1,100,0.319
1709872315.996753,743917.000,56120,3,AX,1,100,0.321
1709872316.036752,743957.000,56136,3,AX,1,100,0.318
1709872316.076752,743997.000,56136,3,AX,1,100,0.320
1709872316.116751,744037.000,56136,3,AX,1,100,0.313
1709872316.156750,744077.000,56155,2,AX,1,100,0.323
1709872316.196750,744117.000,56155,2,AX,1,100,0.315
1709872316.236749,744157.000,56172,3,AX,1,100,0.317
1709872316.276748,744197.000,56172,3,AX,1,100,0.318
1709872316.316747,744237.000,56172,3,AX,1,100,0.318
1709872316.356747,744277.000,56187,2,AX,1,100,0.320
1709872316.396746,744317.000,56187,2,AX,1,100,0.322
1709872316.436745,744357.000,56203,3,AX,1,100,0.318
1709872316.476745,744397.000,56203,3,AX,1,100,0.315
1709872316.516744,744437.000,56203,3,AX,1,100,0.312
1709872316.556743,744477.000,56223,2,AX,1,100,0.319
1709872316.596742,744517.000,56223,2,AX,1,100,0.312
1709872316.636742,744557.000,56239,3,AX,1,100,0.324
1709872316.676741,744597.000,56239,3,AX,1,100,0.322
1709872316.716740,744637.000,56239,3,AX,1,100,0.325
1709872316.752406,744672.667,56254,3,AX,1,100,0.312
1709872316.788072,744708.333,56254,3,AX,1,100,0.315
1709872316.823738,744744.000,56254,3,AX,1,100,0.321
1709872316.863738,744784.000,56273,2,AX,1,100,0.319
1709872316.903737,744824.000,56273,2,AX,1,100,0.321
1709872316.943736,744864.000,56290,3,AX,1,100,0.321
1709872316.983736,744904.000,56290,3,AX,1,100,0.318
1709872317.023735,744944.000,56290,3,AX,1,100,0.318
1709872317.063734,744984.000,56306,2,AX,1,100,0.321
1709872317.103733,745024.000,56306,2,AX,1,100,0.322
1709872317.143733,745064.000,56322,3,AX,1,100,0.317
1709872317.183732,745104.000,56322,3,AX,1,100,0.319
1709872317.223731,745144.000,56322,3,AX,1,100,0.318
1709872317.263731,745184.000,56338,2,AX,1,100,0.318
1709872317.303730,745224.000,56338,2,AX,1,100,0.321
1709872317.343729,745264.000,56355,3,AX,1,100,0.321
1709872317.383728,745304.000,56355,3,AX,1,100,0.318
1709872317.423728,745344.000,56355,3,AX,1,100,0.320
1709872317.463727,745384.000,56371,2,AX,1,100,0.316
1709872317.503726,745424.000,56371,2,AX,1,100,0.319
1709872317.543725,745464.000,56389,3,AX,1,100,0.321
1709872317.583725,745504.000,56389,3,AX,1,100,0.317
1709872317.623724,745544.000,56389,3,AX,1,100,0.323
1709872317.663723,745584.000,56403,2,AX,1,100,0.322
1709872317.703722,745624.000,56403,2,AX,1,100,0.320
1709872317.743722,745664.000,56420,3,AX,1,100,0.322
1709872317.783721,745704.000,56420,3,AX,1,100,0.321
1709872317.823720,745744.000,56420,3,AX,1,100,0.323
1709872317.863720,745784.000,56437,3,AX,1,100,0.324
1709872317.903719,745824.000,56437,3,AX,1,100,0.321
1709872317.943718,745864.000,56437,3,AX,1,100,0.320
1709872317.983717,745904.000,56454,2,AX,1,100,0.323
1709872318.023717,745944.000,56454,2,AX,1,100,0.319
1709872318.063716,745984.000,56468,3,AX,1,100,0.324
1709872318.103715,746024.000,56468,3,AX,1,100,0.320
1709872318.143715,746064.000,56468,3,AX,1,100,0.321
1709872318.183714,746104.000,56488,2,AX,1,100,0.315
1709872318.223713,746144.000,56488,2,AX,1,100,0.314
1709872318.263712,746184.000,56504,3,AX,1,100,0.324
1709872318.303712,746224.000,56504,3,AX,1,100,0.323
1709872318.343711,746264.000,56504,3,AX,1,100,0.328
1709872318.383710,746304.000,56521,2,AX,1,100,0.323
1709872318.423710,746344.000,56521,2,AX,1,100,0.321
1709872318.463709,746384.000,56535,3,AX,1,100,0.318
1709872318.503708,746424.000,56535,3,AX,1,100,0.322
1709872318.543708,746464.000,56535,3,AX,1,100,0.322
1709872318.583707,746504.000,56553,2,AX,1,100,0.318
1709872318.623706,746544.000,56553,2,AX,1,100,0.323
1709872318.659039,746579.333,56569,3,AX,1,100,0.319
1709872318.694371,746614.667,56569,3,AX,1,100,0.327
1709872318.729704,746650.000,56569,3,AX,1,100,0.319
1709872318.769703,746690.000,56591,4,AX,1,100,0.320
1709872318.809703,746730.000,56591,4,AX,1,100,0.319
1709872318.849702,746770.000,56591,4,AX,1,100,0.317
1709872318.889701,746810.000,56591,4,AX,1,100,0.323
1709872318.929701,746850.000,56608,4,AX,1,100,0.325
1709872318.969700,746890.000,56608,4,AX,1,100,0.331
1709872319.009699,746930.000,56608,4,AX,1,100,0.327
1709872319.049698,746970.000,56608,4,AX,1,100,0.319
1709872319.089698,747010.000,56625,2,AX,1,100,0.342
1709872319.129697,747050.000,56625,2,AX,1,100,0.328
1709872319.169696,747090.000,56642,3,AX,1,100,0.339
1709872319.209696,747130.000,56642,3,AX,1,100,0.329
1709872319.249695,747170.000,56642,3,AX,1,100,0.322
1709872319.289694,747210.000,56659,2,AX,1,100,0.329
1709872319.329693,747250.000,56659,2,AX,1,100,0.330
1709872319.369693,747290.000,56675,3,AX,1,100,0.338
1709872319.409692,747330.000,56675,3,AX,1,100,0.340
1709872319.449691,747370.000,56675,3,AX,1,100,0.333
1709872319.489691,747410.000,56692,2,AX,1,100,0.328
1709872319.529690,747450.000,56692,2,AX,1,100,0.324
1709872319.569689,747490.000,56709,3,AX,1,100,0.326
1709872319.609688,747530.000,56709,3,AX,1,100,0.330
1709872319.649688,747570.000,56709,3,AX,1,100,0.330
1709872319.689687,747610.000,56725,2,AX,1,100,0.336
1709872319.729686,747650.000,56725,2,AX,1,100,0.335
1709872319.769686,747690.000,56742,3,AX,1,100,0.325
1709872319.809685,747730.000,56742,3,AX,1,100,0.327
1709872319.849684,747770.000,56742,3,AX,1,100,0.326
1709872319.889683,747810.000,56762,3,AX,1,100,0.325
1709872319.929683,747850.000,56762,3,AX,1,100,0.323
1709872319.969682,747890.000,56762,3,AX,1,100,0.323
1709872320.009681,747930.000,56778,2,AX,1,100,0.320
1709872320.049680,747970.000,56778,2,AX,1,100,0.324
1709872320.089680,748010.000,56795,3,AX,1,100,0.326
1709872320.129679,748050.000,56795,3,AX,1,100,0.326
1709872320.169678,748090.000,56795,3,AX,1,100,0.321
1709872320.209678,748130.000,56810,2,AX,1,100,0.322
1709872320.249677,748170.000,56810,2,AX,1,100,0.329
1709872320.289676,748210.000,56833,3,AX,1,100,0.317
1709872320.329675,748250.000,56833,3,AX,1,100,0.329
1709872320.369675,748290.000,56833,3,AX,1,100,0.330
1709872320.409674,748330.000,56849,2,AX,1,100,0.320
1709872320.449673,748370.000,56849,2,AX,1,100,0.335
1709872320.485339,748405.667,56867,3,AX,1,100,0.335
1709872320.521005,748441.333,56867,3,AX,1,100,0.328
1709872320.556671,748477.000,56867,3,AX,1,100,0.328
1709872320.596671,748517.000,56881,3,AX,1,100,0.323
1709872320.636670,748557.000,56881,3,AX,1,100,0.317
1709872320.676669,748597.000,56881,3,AX,1,100,0.319
1709872320.716669,748637.000,56898,2,AX,1,100,0.323
1709872320.756668,748677.000,56898,2,AX,1,100,0.326
1709872320.796667,748717.000,56914,3,AX,1,100,0.326
1709872320.836666,748757.000,56914,3,AX,1,100,0.327
1709872320.876666,748797.000,56914,3,AX,1,100,0.321
1709872320.916665,748837.000,56932,2,AX,1,100,0.322
1709872320.956664,748877.000,56932,2,AX,1,100,0.324
1709872320.996664,748917.000,56946,3,AX,1,100,0.327
1709872321.036663,748957.000,56946,3,AX,1,100,0.325
1709872321.076662,748997.000,56946,3,AX,1,100,0.325
1709872321.116661,749037.000,56965,2,AX,1,100,0.330
1709872321.156661,749077.000,56965,2,AX,1,100,0.329
1709872321.196660,749117.000,56982,3,AX,1,100,0.325
1709872321.236659,749157.000,56982,3,AX,1,100,0.323
1709872321.276659,749197.000,56982,3,AX,1,100,0.318
1709872321.316658,749237.000,56999,2,AX,1,100,0.320
1709872321.356657,749277.000,56999,2,AX,1,100,0.323
1709872321.396656,749317.000,57013,3,AX,1,100,0.322
1709872321.436656,749357.000,57013,3,AX,1,100,0.327
1709872321.476655,749397.000,57013,3,AX,1,100,0.325
1709872321.516654,749437.000,57031,2,AX,1,100,0.324
1709872321.556653,749477.000,57031,2,AX,1,100,0.324
1709872321.596653,749517.000,57047,3,AX,1,100,0.324
1709872321.636652,749557.000,57047,3,AX,1,100,0.325
1709872321.676651,749597.000,57047,3,AX,1,100,0.323
1709872321.716650,749637.000,57066,3,AX,1,100,0.323
1709872321.756650,749677.000,57066,3,AX,1,100,0.326
1709872321.796649,749717.000,57066,3,AX,1,100,0.328
1709872321.836648,749757.000,57081,2,AX,1,100,0.328
1709872321.876648,749797.000,57081,2,AX,1,100,0.327
1709872321.916647,749837.000,57098,3,AX,1,100,0.327
1709872321.956646,749877.000,57098,3,AX,1,100,0.326
1709872321.996646,749917.000,57098,3,AX,1,100,0.327
1709872322.036645,749957.000,57114,2,AX,1,100,0.327
1709872322.076644,749997.000,57114,2,AX,1,100,0.324
1709872322.116643,750037.000,57131,3,AX,1,100,0.329
1709872322.156643,750077.000,57131,3,AX,1,100,0.331
1709872322.196642,750117.000,57131,3,AX,1,100,0.331
1709872322.236641,750157.000,57150,2,AX,1,100,0.329
