LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1706146404.637191,1519246.000,54514,3,AZ,1,100,0.980
1706146404.677191,1519286.000,54514,3,AZ,1,100,0.982
1706146404.717191,1519326.000,54514,3,AZ,1,100,0.981
1706146404.757191,1519366.000,54533,2,AZ,1,100,0.985
1706146404.797191,1519406.000,54533,2,AZ,1,100,0.980
1706146404.832525,1519441.333,54549,3,AZ,1,100,0.983
1706146404.867858,1519476.667,54549,3,AZ,1,100,0.979
1706146404.903191,1519512.000,54549,3,AZ,1,100,0.982
1706146404.943191,1519552.000,54565,2,AZ,1,100,0.986
1706146404.983191,1519592.000,54565,2,AZ,1,100,0.979
1706146405.023191,1519632.000,54583,3,AZ,1,100,0.983
1706146405.063191,1519672.000,54583,3,AZ,1,100,0.980
1706146405.103191,1519712.000,54583,3,AZ,1,100,0.981
1706146405.143191,1519752.000,54602,3,AZ,1,100,0.983
1706146405.183191,1519792.000,54602,3,AZ,1,100,0.982
1706146405.223191,1519832.000,54602,3,AZ,1,100,0.979
1706146405.263191,1519872.000,54619,2,AZ,1,100,0.983
1706146405.303191,1519912.000,54619,2,AZ,1,100,0.976
1706146405.343191,1519952.000,54636,3,AZ,1,100,0.985
1706146405.383191,1519992.000,54636,3,AZ,1,100,0.982
1706146405.423191,1520032.000,54636,3,AZ,1,100,0.982
1706146405.463191,1520072.000,54652,2,AZ,1,100,0.976
1706146405.503191,1520112.000,54652,2,AZ,1,100,0.985
1706146405.543191,1520152.000,54669,3,AZ,1,100,0.983
1706146405.583191,1520192.000,54669,3,AZ,1,100,0.984
1706146405.623191,1520232.000,54669,3,AZ,1,100,0.986
1706146405.663191,1520272.000,54686,2,AZ,1,100,0.985
1706146405.703191,1520312.000,54686,2,AZ,1,100,0.974
1706146405.743191,1520352.000,54701,3,AZ,1,100,0.978
1706146405.783191,1520392.000,54701,3,AZ,1,100,0.981
1706146405.823191,1520432.000,54701,3,AZ,1,100,0.985
1706146405.863191,1520472.000,54719,2,AZ,1,100,0.975
1706146405.903191,1520512.000,54719,2,AZ,1,100,0.981
1706146405.943191,1520552.000,54737,3,AZ,1,100,0.982
1706146405.983191,1520592.000,54737,3,AZ,1,100,0.981
1706146406.023191,1520632.000,54737,3,AZ,1,100,0.983
1706146406.063191,1520672.000,54753,2,AZ,1,100,0.980
1706146406.103191,1520712.000,54753,2,AZ,1,100,0.976
1706146406.143191,1520752.000,54768,3,AZ,1,100,0.981
1706146406.183191,1520792.000,54768,3,AZ,1,100,0.977
1706146406.223191,1520832.000,54768,3,AZ,1,100,0.984
1706146406.263191,1520872.000,54785,2,AZ,1,100,0.981
1706146406.303191,1520912.000,54785,2,AZ,1,100,0.977
1706146406.343191,1520952.000,54802,3,AZ,1,100,0.981
1706146406.383191,1520992.000,54802,3,AZ,1,100,0.976
1706146406.423191,1521032.000,54802,3,AZ,1,100,0.982
1706146406.463191,1521072.000,54818,3,AZ,1,100,0.978
1706146406.503191,1521112.000,54818,3,AZ,1,100,0.983
1706146406.543191,1521152.000,54818,3,AZ,1,100,0.979
1706146406.583191,1521192.000,54834,2,AZ,1,100,0.978
1706146406.623191,1521232.000,54834,2,AZ,1,100,0.979
1706146406.663191,1521272.000,54854,3,AZ,1,100,0.980
1706146406.703191,1521312.000,54854,3,AZ,1,100,0.979
1706146406.743191,1521352.000,54854,3,AZ,1,100,0.979
1706146406.783191,1521392.000,54873,2,AZ,1,100,0.982
1706146406.823191,1521432.000,54873,2,AZ,1,100,0.978
1706146406.858858,1521467.667,54889,3,AZ,1,100,0.980
1706146406.894524,1521503.333,54889,3,AZ,1,100,0.978
1706146406.930191,1521539.000,54889,3,AZ,1,100,0.979
1706146406.970191,1521579.000,54912,5,AZ,1,100,0.984
1706146407.010191,1521619.000,54912,5,AZ,1,100,0.975
1706146407.050191,1521659.000,54912,5,AZ,1,100,0.974
1706146407.090191,1521699.000,54912,5,AZ,1,100,0.982
1706146407.130191,1521739.000,54912,5,AZ,1,100,0.976
1706146407.170191,1521779.000,54929,2,AZ,1,100,0.979
1706146407.210191,1521819.000,54929,2,AZ,1,100,0.980
1706146407.250191,1521859.000,54946,3,AZ,1,100,0.977
1706146407.290191,1521899.000,54946,3,AZ,1,100,0.980
1706146407.330191,1521939.000,54946,3,AZ,1,100,0.981
1706146407.370191,1521979.000,54964,2,AZ,1,100,0.984
1706146407.410191,1522019.000,54964,2,AZ,1,100,0.973
1706146407.450191,1522059.000,54979,3,AZ,1,100,0.980
1706146407.490191,1522099.000,54979,3,AZ,1,100,0.977
1706146407.530191,1522139.000,54979,3,AZ,1,100,0.977
1706146407.570191,1522179.000,54996,3,AZ,1,100,0.978
1706146407.610191,1522219.000,54996,3,AZ,1,100,0.975
1706146407.650191,1522259.000,54996,3,AZ,1,100,0.983
1706146407.690191,1522299.000,55013,2,AZ,1,100,0.977
1706146407.730191,1522339.000,55013,2,AZ,1,100,0.981
1706146407.770191,1522379.000,55030,3,AZ,1,100,0.977
1706146407.810191,1522419.000,55030,3,AZ,1,100,0.976
1706146407.850191,1522459.000,55030,3,AZ,1,100,0.984
1706146407.890191,1522499.000,55044,2,AZ,1,100,0.975
1706146407.930191,1522539.000,55044,2,AZ,1,100,0.980
1706146407.970191,1522579.000,55064,3,AZ,1,100,0.978
1706146408.010191,1522619.000,55064,3,AZ,1,100,0.981
1706146408.050191,1522659.000,55064,3,AZ,1,100,0.980
1706146408.090191,1522699.000,55080,2,AZ,1,100,0.980
1706146408.130191,1522739.000,55080,2,AZ,1,100,0.979
1706146408.170191,1522779.000,55097,3,AZ,1,100,0.978
1706146408.210191,1522819.000,55097,3,AZ,1,100,0.978
1706146408.250191,1522859.000,55097,3,AZ,1,100,0.981
1706146408.290191,1522899.000,55112,2,AZ,1,100,0.982
1706146408.330191,1522939.000,55112,2,AZ,1,100,0.981
1706146408.370191,1522979.000,55129,3,AZ,1,100,0.976
1706146408.410191,1523019.000,55129,3,AZ,1,100,0.978
1706146408.450191,1523059.000,55129,3,AZ,1,100,0.980
1706146408.490191,1523099.000,55145,2,AZ,1,100,0.982
1706146408.530191,1523139.000,55145,2,AZ,1,100,0.976
1706146408.570191,1523179.000,55163,3,AZ,1,100,0.989
1706146408.610191,1523219.000,55163,3,AZ,1,100,0.987
1706146408.650191,1523259.000,55163,3,AZ,1,100,0.978
1706146408.683691,1523292.500,55177,2,AZ,1,100,0.981
1706146408.717191,1523326.000,55177,2,AZ,1,100,0.978
1706146408.756858,1523365.667,55196,3,AZ,1,100,0.979
1706146408.796524,1523405.333,55196,3,AZ,1,100,0.976
1706146408.836191,1523445.000,55196,3,AZ,1,100,0.981
1706146408.876191,1523485.000,55212,3,AZ,1,100,0.975
1706146408.916191,1523525.000,55212,3,AZ,1,100,0.986
1706146408.956191,1523565.000,55212,3,AZ,1,100,0.973
1706146408.996191,1523605.000,55230,2,AZ,1,100,0.983
1706146409.036191,1523645.000,55230,2,AZ,1,100,0.980
1706146409.076191,1523685.000,55244,3,AZ,1,100,0.984
1706146409.116191,1523725.000,55244,3,AZ,1,100,0.973
1706146409.156191,1523765.000,55244,3,AZ,1,100,0.984
1706146409.196191,1523805.000,55263,2,AZ,1,100,0.980
1706146409.236191,1523845.000,55263,2,AZ,1,100,0.980
1706146409.276191,1523885.000,55280,3,AZ,1,100,0.979
1706146409.316191,1523925.000,55280,3,AZ,1,100,0.976
1706146409.356191,1523965.000,55280,3,AZ,1,100,0.982
1706146409.396191,1524005.000,55297,3,AZ,1,100,0.974
1706146409.436191,1524045.000,55297,3,AZ,1,100,0.984
1706146409.476191,1524085.000,55297,3,AZ,1,100,0.972
1706146409.516191,1524125.000,55314,2,AZ,1,100,0.982
1706146409.556191,1524165.000,55314,2,AZ,1,100,0.981
1706146409.596191,1524205.000,55331,3,AZ,1,100,0.976
1706146409.636191,1524245.000,55331,3,AZ,1,100,0.983
1706146409.676191,1524285.000,55331,3,AZ,1,100,0.983
1706146409.716191,1524325.000,55349,2,AZ,1,100,0.975
1706146409.756191,1524365.000,55349,2,AZ,1,100,0.979
1706146409.796191,1524405.000,55366,3,AZ,1,100,0.981
1706146409.836191,1524445.000,55366,3,AZ,1,100,0.981
1706146409.876191,1524485.000,55366,3,AZ,1,100,0.976
1706146409.916191,1524525.000,55381,2,AZ,1,100,0.985
1706146409.956191,1524565.000,55381,2,AZ,1,100,0.976
1706146409.996191,1524605.000,55400,3,AZ,1,100,0.975
1706146410.036191,1524645.000,55400,3,AZ,1,100,0.986
1706146410.076191,1524685.000,55400,3,AZ,1,100,0.979
1706146410.116191,1524725.000,55418,2,AZ,1,100,0.981
1706146410.156191,1524765.000,55418,2,AZ,1,100,0.978
1706146410.196191,1524805.000,55435,3,AZ,1,100,0.975
1706146410.236191,1524845.000,55435,3,AZ,1,100,0.977
1706146410.276191,1524885.000,55435,3,AZ,1,100,0.983
1706146410.316191,1524925.000,55454,2,AZ,1,100,0.982
1706146410.356191,1524965.000,55454,2,AZ,1,100,0.979
1706146410.396191,1525005.000,55469,3,AZ,1,100,0.976
1706146410.436191,1525045.000,55469,3,AZ,1,100,0.980
1706146410.476191,1525085.000,55469,3,AZ,1,100,0.982
1706146410.516191,1525125.000,55485,3,AZ,1,100,0.973
1706146410.556191,1525165.000,55485,3,AZ,1,100,0.984
1706146410.596191,1525205.000,55485,3,AZ,1,100,0.988
1706146410.636191,1525245.000,55503,2,AZ,1,100,0.973
1706146410.676191,1525285.000,55503,2,AZ,1,100,0.981
1706146410.711858,1525320.667,55519,3,AZ,1,100,0.974
1706146410.747524,1525356.333,55519,3,AZ,1,100,0.980
1706146410.783191,1525392.000,55519,3,AZ,1,100,0.978
1706146410.823191,1525432.000,55534,2,AZ,1,100,0.978
1706146410.863191,1525472.000,55534,2,AZ,1,100,0.981
1706146410.903191,1525512.000,55551,3,AZ,1,100,0.973
1706146410.943191,1525552.000,55551,3,AZ,1,100,0.981
1706146410.983191,1525592.000,55551,3,AZ,1,100,0.980
1706146411.023191,1525632.000,55570,3,AZ,1,100,0.981
1706146411.063191,1525672.000,55570,3,AZ,1,100,0.981
1706146411.103191,1525712.000,55570,3,AZ,1,100,0.978
1706146411.143191,1525752.000,55588,2,AZ,1,100,0.979
1706146411.183191,1525792.000,55588,2,AZ,1,100,0.981
1706146411.223191,1525832.000,55603,3,AZ,1,100,0.979
1706146411.263191,1525872.000,55603,3,AZ,1,100,0.980
1706146411.303191,1525912.000,55603,3,AZ,1,100,0.979
1706146411.343191,1525952.000,55620,2,AZ,1,100,0.976
1706146411.383191,1525992.000,55620,2,AZ,1,100,0.984
1706146411.423191,1526032.000,55637,3,AZ,1,100,0.979
1706146411.463191,1526072.000,55637,3,AZ,1,100,0.977
1706146411.503191,1526112.000,55637,3,AZ,1,100,0.977
1706146411.543191,1526152.000,55653,2,AZ,1,100,0.979
1706146411.583191,1526192.000,55653,2,AZ,1,100,0.980
1706146411.623191,1526232.000,55670,3,AZ,1,100,0.975
1706146411.663191,1526272.000,55670,3,AZ,1,100,0.983
1706146411.703191,1526312.000,55670,3,AZ,1,100,0.975
1706146411.743191,1526352.000,55691,2,AZ,1,100,0.983
1706146411.783191,1526392.000,55691,2,AZ,1,100,0.970
1706146411.823191,1526432.000,55710,3,AZ,1,100,0.983
1706146411.863191,1526472.000,55710,3,AZ,1,100,0.982
1706146411.903191,1526512.000,55710,3,AZ,1,100,0.980
1706146411.943191,1526552.000,55727,2,AZ,1,100,0.977
1706146411.983191,1526592.000,55727,2,AZ,1,100,0.979
1706146412.023191,1526632.000,55744,3,AZ,1,100,0.974
1706146412.063191,1526672.000,55744,3,AZ,1,100,0.978
1706146412.103191,1526712.000,55744,3,AZ,1,100,0.987
1706146412.143191,1526752.000,55766,4,AZ,1,100,0.976
1706146412.183191,1526792.000,55766,4,AZ,1,100,0.987
1706146412.223191,1526832.000,55766,4,AZ,1,100,0.977
1706146412.263191,1526872.000,55766,4,AZ,1,100,0.980
1706146412.303191,1526912.000,55782,2,AZ,1,100,0.979
1706146412.343191,1526952.000,55782,2,AZ,1,100,0.981
1706146412.382857,1526991.667,55798,3,AZ,1,100,0.975
1706146412.422524,1527031.333,55798,3,AZ,1,100,0.981
1706146412.462191,1527071.000,55798,3,AZ,1,100,0.982
1706146412.502524,1527111.333,55818,3,AZ,1,100,0.985
1706146412.542857,1527151.667,55818,3,AZ,1,100,0.973
1706146412.583191,1527192.000,55818,3,AZ,1,100,0.978
1706146412.616691,1527225.500,55836,2,AZ,1,100,0.985
1706146412.650191,1527259.000,55836,2,AZ,1,100,0.970
1706146412.690191,1527299.000,55852,3,AZ,1,100,0.987
1706146412.730191,1527339.000,55852,3,AZ,1,100,0.977
1706146412.770191,1527379.000,55852,3,AZ,1,100,0.981
1706146412.809691,1527418.500,55867,2,AZ,1,100,0.978
1706146412.849191,1527458.000,55867,2,AZ,1,100,0.978
1706146412.889191,1527498.000,55884,3,AZ,1,100,0.985
1706146412.929191,1527538.000,55884,3,AZ,1,100,0.969
1706146412.969191,1527578.000,55884,3,AZ,1,100,0.983
1706146413.009191,1527618.000,55901,3,AZ,1,100,0.975
1706146413.049191,1527658.000,55901,3,AZ,1,100,0.981
1706146413.089191,1527698.000,55901,3,AZ,1,100,0.992
1706146413.129191,1527738.000,55919,2,AZ,1,100,0.980
1706146413.169191,1527778.000,55919,2,AZ,1,100,0.973
1706146413.209191,1527818.000,55939,4,AZ,1,100,0.979
1706146413.249191,1527858.000,55939,4,AZ,1,100,0.962
1706146413.289191,1527898.000,55939,4,AZ,1,100,0.973
1706146413.329191,1527938.000,55939,4,AZ,1,100,0.978
1706146413.369191,1527978.000,55955,3,AZ,1,100,0.978
1706146413.409191,1528018.000,55955,3,AZ,1,100,0.979
1706146413.449191,1528058.000,55955,3,AZ,1,100,0.980
1706146413.489191,1528098.000,55970,2,AZ,1,100,0.977
1706146413.529191,1528138.000,55970,2,AZ,1,100,0.975
1706146413.569191,1528178.000,55989,3,AZ,1,100,0.982
1706146413.609191,1528218.000,55989,3,AZ,1,100,0.974
1706146413.649191,1528258.000,55989,3,AZ,1,100,0.976
1706146413.689191,1528298.000,56006,2,AZ,1,100,0.981
1706146413.729191,1528338.000,56006,2,AZ,1,100,0.977
1706146413.769191,1528378.000,56022,3,AZ,1,100,0.978
1706146413.809191,1528418.000,56022,3,AZ,1,100,0.981
1706146413.849191,1528458.000,56022,3,AZ,1,100,0.975
1706146413.889191,1528498.000,56037,2,AZ,1,100,0.979
1706146413.929191,1528538.000,56037,2,AZ,1,100,0.983
1706146413.969191,1528578.000,56054,3,AZ,1,100,0.972
1706146414.009191,1528618.000,56054,3,AZ,1,100,0.981
1706146414.049191,1528658.000,56054,3,AZ,1,100,0.987
1706146414.089191,1528698.000,56071,2,AZ,1,100,0.975
1706146414.129191,1528738.000,56071,2,AZ,1,100,0.979
1706146414.169191,1528778.000,56089,3,AZ,1,100,0.974
1706146414.209191,1528818.000,56089,3,AZ,1,100,0.979
1706146414.249191,1528858.000,56089,3,AZ,1,100,0.972
1706146414.289191,1528898.000,56105,2,AZ,1,100,0.983
1706146414.329191,1528938.000,56105,2,AZ,1,100,0.978
1706146414.369191,1528978.000,56123,3,AZ,1,100,0.980
1706146414.409191,1529018.000,56123,3,AZ,1,100,0.976
1706146414.449191,1529058.000,56123,3,AZ,1,100,0.975
1706146414.489191,1529098.000,56140,3,AZ,1,100,0.983
1706146414.529191,1529138.000,56140,3,AZ,1,100,0.974
1706146414.569191,1529178.000,56140,3,AZ,1,100,0.978
1706146414.604857,1529213.667,56159,3,AZ,1,100,0.980
1706146414.640524,1529249.333,56159,3,AZ,1,100,0.983
1706146414.676191,1529285.000,56159,3,AZ,1,100,0.981
1706146414.716191,1529325.000,56175,2,AZ,1,100,0.976
1706146414.756191,1529365.000,56175,2,AZ,1,100,0.975
1706146414.796191,1529405.000,56190,3,AZ,1,100,0.981
1706146414.836191,1529445.000,56190,3,AZ,1,100,0.974
1706146414.876191,1529485.000,56190,3,AZ,1,100,0.982
1706146414.916191,1529525.000,56207,2,AZ,1,100,0.972
1706146414.956191,1529565.000,56207,2,AZ,1,100,0.985
1706146414.996191,1529605.000,56226,3,AZ,1,100,0.981
1706146415.036191,1529645.000,56226,3,AZ,1,100,0.977
1706146415.076191,1529685.000,56226,3,AZ,1,100,0.975
1706146415.116191,1529725.000,56242,2,AZ,1,100,0.982
1706146415.156191,1529765.000,56242,2,AZ,1,100,0.975
1706146415.196191,1529805.000,56257,3,AZ,1,100,0.979
1706146415.236191,1529845.000,56257,3,AZ,1,100,0.981
1706146415.276191,1529885.000,56257,3,AZ,1,100,0.982
1706146415.316190,1529925.000,56275,2,AZ,1,100,0.973
1706146415.356191,1529965.000,56275,2,AZ,1,100,0.979
1706146415.396191,1530005.000,56291,3,AZ,1,100,0.979
1706146415.436191,1530045.000,56291,3,AZ,1,100,0.982
1706146415.476191,1530085.000,56291,3,AZ,1,100,0.971
1706146415.515691,1530124.500,56310,2,AZ,1,100,0.982
1706146415.555191,1530164.000,56310,2,AZ,1,100,0.975
1706146415.595524,1530204.333,56325,3,AZ,1,100,0.976
1706146415.635857,1530244.667,56325,3,AZ,1,100,0.980
1706146415.676191,1530285.000,56325,3,AZ,1,100,0.982
1706146415.716191,1530325.000,56342,2,AZ,1,100,0.978
1706146415.756191,1530365.000,56342,2,AZ,1,100,0.983
1706146415.795857,1530404.667,56360,3,AZ,1,100,0.975
1706146415.835524,1530444.333,56360,3,AZ,1,100,0.979
1706146415.875190,1530484.000,56360,3,AZ,1,100,0.979
1706146415.915524,1530524.333,56378,3,AZ,1,100,0.977
1706146415.955857,1530564.667,56378,3,AZ,1,100,0.979
1706146415.996191,1530605.000,56378,3,AZ,1,100,0.979
1706146416.035691,1530644.500,56392,2,AZ,1,100,0.979
1706146416.075191,1530684.000,56392,2,AZ,1,100,0.978
1706146416.115524,1530724.333,56409,3,AZ,1,100,0.982
1706146416.155857,1530764.667,56409,3,AZ,1,100,0.979
1706146416.196191,1530805.000,56409,3,AZ,1,100,0.981
1706146416.235691,1530844.500,56425,2,AZ,1,100,0.976
1706146416.275191,1530884.000,56425,2,AZ,1,100,0.983
1706146416.315191,1530924.000,56443,3,AZ,1,100,0.979
1706146416.355191,1530964.000,56443,3,AZ,1,100,0.981
1706146416.395190,1531004.000,56443,3,AZ,1,100,0.979
1706146416.429190,1531038.000,56459,2,AZ,1,100,0.978
1706146416.463191,1531072.000,56459,2,AZ,1,100,0.980
1706146416.503191,1531112.000,56476,3,AZ,1,100,0.981
1706146416.543190,1531152.000,56476,3,AZ,1,100,0.977
1706146416.583190,1531192.000,56476,3,AZ,1,100,0.980
1706146416.623190,1531232.000,56495,3,AZ,1,100,0.975
1706146416.663191,1531272.000,56495,3,AZ,1,100,0.979
1706146416.703191,1531312.000,56495,3,AZ,1,100,0.978
1706146416.743191,1531352.000,56516,2,AZ,1,100,0.980
1706146416.783190,1531392.000,56516,2,AZ,1,100,0.976
1706146416.822857,1531431.667,56530,3,AZ,1,100,0.984
1706146416.862524,1531471.333,56530,3,AZ,1,100,0.976
1706146416.902190,1531511.000,56530,3,AZ,1,100,0.984
1706146416.942190,1531551.000,56548,2,AZ,1,100,0.978
1706146416.982190,1531591.000,56548,2,AZ,1,100,0.982
1706146417.022191,1531631.000,56564,3,AZ,1,100,0.981
1706146417.062191,1531671.000,56564,3,AZ,1,100,0.975
1706146417.102190,1531711.000,56564,3,AZ,1,100,0.984
1706146417.142190,1531751.000,56581,2,AZ,1,100,0.979
1706146417.182190,1531791.000,56581,2,AZ,1,100,0.980
1706146417.222190,1531831.000,56604,5,AZ,1,100,0.977
1706146417.262190,1531871.000,56604,5,AZ,1,100,0.977
1706146417.302191,1531911.000,56604,5,AZ,1,100,0.979
1706146417.342191,1531951.000,56604,5,AZ,1,100,0.979
1706146417.382190,1531991.000,56604,5,AZ,1,100,0.984
1706146417.422190,1532031.000,56620,2,AZ,1,100,0.975
1706146417.462190,1532071.000,56620,2,AZ,1,100,0.981
1706146417.502190,1532111.000,56637,3,AZ,1,100,0.980
1706146417.542191,1532151.000,56637,3,AZ,1,100,0.979
1706146417.582191,1532191.000,56637,3,AZ,1,100,0.980
1706146417.622190,1532231.000,56652,2,AZ,1,100,0.974
1706146417.662190,1532271.000,56652,2,AZ,1,100,0.991
1706146417.702190,1532311.000,56671,3,AZ,1,100,0.977
1706146417.742190,1532351.000,56671,3,AZ,1,100,0.980
1706146417.782190,1532391.000,56671,3,AZ,1,100,0.977
1706146417.822191,1532431.000,56687,2,AZ,1,100,0.984
1706146417.862190,1532471.000,56687,2,AZ,1,100,0.975
1706146417.902190,1532511.000,56707,3,AZ,1,100,0.981
1706146417.942190,1532551.000,56707,3,AZ,1,100,0.978
1706146417.982190,1532591.000,56707,3,AZ,1,100,0.980
1706146418.022190,1532631.000,56721,2,AZ,1,100,0.979
1706146418.062190,1532671.000,56721,2,AZ,1,100,0.980
1706146418.102190,1532711.000,56740,3,AZ,1,100,0.980
1706146418.142190,1532751.000,56740,3,AZ,1,100,0.983
1706146418.182190,1532791.000,56740,3,AZ,1,100,0.972
1706146418.222190,1532831.000,56756,3,AZ,1,100,0.986
1706146418.262190,1532871.000,56756,3,AZ,1,100,0.979
1706146418.302190,1532911.000,56756,3,AZ,1,100,0.979
1706146418.342191,1532951.000,56776,2,AZ,1,100,0.982
1706146418.382190,1532991.000,56776,2,AZ,1,100,0.975
1706146418.422190,1533031.000,56793,3,AZ,1,100,0.986
1706146418.462190,1533071.000,56793,3,AZ,1,100,0.974
1706146418.502190,1533111.000,56793,3,AZ,1,100,1.000
1706146418.537857,1533146.667,56809,3,AZ,1,100,0.964
1706146418.573524,1533182.333,56809,3,AZ,1,100,0.982
1706146418.609190,1533218.000,56809,3,AZ,1,100,0.982
1706146418.649190,1533258.000,56826,2,AZ,1,100,0.975
1706146418.689190,1533298.000,56826,2,AZ,1,100,0.972
1706146418.729190,1533338.000,56843,3,AZ,1,100,0.988
1706146418.769190,1533378.000,56843,3,AZ,1,100,0.978
1706146418.809190,1533418.000,56843,3,AZ,1,100,0.980
1706146418.849190,1533458.000,56858,2,AZ,1,100,0.977
1706146418.889190,1533498.000,56858,2,AZ,1,100,0.980
1706146418.929190,1533538.000,56877,3,AZ,1,100,0.985
1706146418.969190,1533578.000,56877,3,AZ,1,100,0.980
1706146419.009190,1533618.000,56877,3,AZ,1,100,0.974
1706146419.049190,1533658.000,56893,2,AZ,1,100,0.978
1706146419.089190,1533698.000,56893,2,AZ,1,100,0.978
1706146419.129190,1533738.000,56910,3,AZ,1,100,0.983
1706146419.169190,1533778.000,56910,3,AZ,1,100,0.983
1706146419.209190,1533818.000,56910,3,AZ,1,100,0.978
1706146419.249190,1533858.000,56929,2,AZ,1,100,0.979
1706146419.289190,1533898.000,56929,2,AZ,1,100,0.976
1706146419.329190,1533938.000,56944,3,AZ,1,100,0.975
1706146419.369190,1533978.000,56944,3,AZ,1,100,0.984
1706146419.409190,1534018.000,56944,3,AZ,1,100,0.976
1706146419.448690,1534057.500,56962,2,AZ,1,100,0.980
1706146419.488190,1534097.000,56962,2,AZ,1,100,0.979
1706146419.528190,1534137.000,56979,3,AZ,1,100,0.975
1706146419.568190,1534177.000,56979,3,AZ,1,100,0.981
1706146419.608190,1534217.000,56979,3,AZ,1,100,0.976
1706146419.648524,1534257.333,56996,3,AZ,1,100,0.982
1706146419.688857,1534297.667,56996,3,AZ,1,100,0.984
1706146419.729190,1534338.000,56996,3,AZ,1,100,0.979
1706146419.768690,1534377.500,57011,2,AZ,1,100,0.976
1706146419.808190,1534417.000,57011,2,AZ,1,100,0.980
1706146419.848524,1534457.333,57029,3,AZ,1,100,0.978
1706146419.888857,1534497.667,57029,3,AZ,1,100,0.984
1706146419.929190,1534538.000,57029,3,AZ,1,100,0.983
1706146419.969190,1534578.000,57047,2,AZ,1,100,0.986
1706146420.009190,1534618.000,57047,2,AZ,1,100,0.977
1706146420.048857,1534657.667,57065,3,AZ,1,100,0.976
1706146420.088524,1534697.333,57065,3,AZ,1,100,0.980
1706146420.128190,1534737.000,57065,3,AZ,1,100,0.980
1706146420.168190,1534777.000,57080,2,AZ,1,100,0.981
1706146420.208190,1534817.000,57080,2,AZ,1,100,0.973
1706146420.248190,1534857.000,57097,3,AZ,1,100,0.979
1706146420.288190,1534897.000,57097,3,AZ,1,100,0.978
1706146420.328190,1534937.000,57097,3,AZ,1,100,0.979
1706146420.364190,1534973.000,57114,3,AZ,1,100,0.978
1706146420.400190,1535009.000,57114,3,AZ,1,100,0.977
1706146420.436190,1535045.000,57114,3,AZ,1,100,0.978
1706146420.476190,1535085.000,57132,2,AZ,1,100,0.978
