TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1537025.000000,1670288.000000,1706146422.416190,1706146555.679182,38,1.51706e+06,1.71329e+06,1.8.1
