LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1701220256.575787,1413844.000,35145,2,MY,1,100,-14
1701220256.615788,1413884.000,35159,3,MY,1,100,-13
1701220256.655789,1413924.000,35159,3,MY,1,100,-14
1701220256.695790,1413964.000,35159,3,MY,1,100,-14
1701220256.735791,1414004.000,35176,2,MY,1,100,-14
1701220256.775792,1414044.000,35176,2,MY,1,100,-13
1701220256.815793,1414084.000,35192,3,MY,1,100,-14
1701220256.855794,1414124.000,35192,3,MY,1,100,-15
1701220256.895795,1414164.000,35192,3,MY,1,100,-15
1701220256.935796,1414204.000,35210,2,MY,1,100,-14
1701220256.975797,1414244.000,35210,2,MY,1,100,-14
1701220257.015464,1414283.667,35224,3,MY,1,100,-14
1701220257.055132,1414323.333,35224,3,MY,1,100,-14
1701220257.094800,1414363.000,35224,3,MY,1,100,-14
1701220257.134801,1414403.000,35241,3,MY,1,100,-14
1701220257.174802,1414443.000,35241,3,MY,1,100,-14
1701220257.214803,1414483.000,35241,3,MY,1,100,-14
1701220257.254804,1414523.000,35258,2,MY,1,100,-14
1701220257.294805,1414563.000,35258,2,MY,1,100,-14
1701220257.335139,1414603.333,35275,3,MY,1,100,-14
1701220257.375473,1414643.667,35275,3,MY,1,100,-14
1701220257.415808,1414684.000,35275,3,MY,1,100,-13
1701220257.455309,1414723.500,35289,2,MY,1,100,-13
1701220257.494810,1414763.000,35289,2,MY,1,100,-14
1701220257.534811,1414803.000,35307,3,MY,1,100,-14
1701220257.574812,1414843.000,35307,3,MY,1,100,-14
1701220257.614813,1414883.000,35307,3,MY,1,100,-13
1701220257.654814,1414923.000,35323,2,MY,1,100,-14
1701220257.694815,1414963.000,35323,2,MY,1,100,-14
1701220257.734816,1415003.000,35340,3,MY,1,100,-14
1701220257.774817,1415043.000,35340,3,MY,1,100,-14
1701220257.814818,1415083.000,35340,3,MY,1,100,-14
1701220257.854819,1415123.000,35354,2,MY,1,100,-14
1701220257.894820,1415163.000,35354,2,MY,1,100,-14
1701220257.934821,1415203.000,35374,3,MY,1,100,-14
1701220257.974822,1415243.000,35374,3,MY,1,100,-14
1701220258.014823,1415283.000,35374,3,MY,1,100,-13
1701220258.054824,1415323.000,35390,2,MY,1,100,-15
1701220258.094825,1415363.000,35390,2,MY,1,100,-14
1701220258.134826,1415403.000,35407,3,MY,1,100,-14
1701220258.174827,1415443.000,35407,3,MY,1,100,-14
1701220258.214828,1415483.000,35407,3,MY,1,100,-14
1701220258.254829,1415523.000,35423,2,MY,1,100,-14
1701220258.294830,1415563.000,35423,2,MY,1,100,-14
1701220258.334831,1415603.000,35441,3,MY,1,100,-14
1701220258.374832,1415643.000,35441,3,MY,1,100,-14
1701220258.414833,1415683.000,35441,3,MY,1,100,-14
1701220258.450500,1415718.667,35457,3,MY,1,100,-14
1701220258.486168,1415754.333,35457,3,MY,1,100,-14
1701220258.521835,1415790.000,35457,3,MY,1,100,-14
1701220258.561836,1415830.000,35475,2,MY,1,100,-14
1701220258.601837,1415870.000,35475,2,MY,1,100,-14
1701220258.641838,1415910.000,35491,3,MY,1,100,-13
1701220258.681839,1415950.000,35491,3,MY,1,100,-13
1701220258.721840,1415990.000,35491,3,MY,1,100,-14
1701220258.761842,1416030.000,35506,2,MY,1,100,-14
1701220258.801842,1416070.000,35506,2,MY,1,100,-14
1701220258.841843,1416110.000,35523,3,MY,1,100,-13
1701220258.881845,1416150.000,35523,3,MY,1,100,-14
1701220258.921845,1416190.000,35523,3,MY,1,100,-14
1701220258.961846,1416230.000,35540,2,MY,1,100,-14
1701220259.001848,1416270.000,35540,2,MY,1,100,-14
1701220259.041848,1416310.000,35556,3,MY,1,100,-13
1701220259.081849,1416350.000,35556,3,MY,1,100,-14
1701220259.121850,1416390.000,35556,3,MY,1,100,-14
1701220259.161851,1416430.000,35571,3,MY,1,100,-14
1701220259.201853,1416470.000,35571,3,MY,1,100,-15
1701220259.241853,1416510.000,35571,3,MY,1,100,-14
1701220259.281854,1416550.000,35590,2,MY,1,100,-13
1701220259.321856,1416590.000,35590,2,MY,1,100,-13
1701220259.361856,1416630.000,35607,3,MY,1,100,-14
1701220259.401857,1416670.000,35607,3,MY,1,100,-13
1701220259.441859,1416710.000,35607,3,MY,1,100,-14
1701220259.481859,1416750.000,35623,2,MY,1,100,-14
1701220259.521861,1416790.000,35623,2,MY,1,100,-13
1701220259.561862,1416830.000,35641,3,MY,1,100,-14
1701220259.601862,1416870.000,35641,3,MY,1,100,-14
1701220259.641864,1416910.000,35641,3,MY,1,100,-14
1701220259.681865,1416950.000,35657,2,MY,1,100,-13
1701220259.721865,1416990.000,35657,2,MY,1,100,-13
1701220259.761867,1417030.000,35674,3,MY,1,100,-12
1701220259.801867,1417070.000,35674,3,MY,1,100,-13
1701220259.841868,1417110.000,35674,3,MY,1,100,-13
1701220259.881870,1417150.000,35691,2,MY,1,100,-14
1701220259.921870,1417190.000,35691,2,MY,1,100,-13
1701220259.961872,1417230.000,35706,3,MY,1,100,-13
1701220260.001873,1417270.000,35706,3,MY,1,100,-14
1701220260.041873,1417310.000,35706,3,MY,1,100,-13
1701220260.081875,1417350.000,35729,4,MY,1,100,-14
1701220260.121876,1417390.000,35729,4,MY,1,100,-14
1701220260.161876,1417430.000,35729,4,MY,1,100,-13
1701220260.201878,1417470.000,35729,4,MY,1,100,-14
1701220260.235378,1417503.500,35746,2,MY,1,100,-15
1701220260.268879,1417537.000,35746,2,MY,1,100,-15
1701220260.308547,1417576.667,35762,3,MY,1,100,-13
1701220260.348215,1417616.333,35762,3,MY,1,100,-14
1701220260.387882,1417656.000,35762,3,MY,1,100,-14
1701220260.427883,1417696.000,35779,2,MY,1,100,-13
1701220260.467884,1417736.000,35779,2,MY,1,100,-13
1701220260.508219,1417776.333,35796,3,MY,1,100,-14
1701220260.548553,1417816.667,35796,3,MY,1,100,-14
1701220260.588887,1417857.000,35796,3,MY,1,100,-13
1701220260.628555,1417896.667,35811,3,MY,1,100,-14
1701220260.668223,1417936.333,35811,3,MY,1,100,-13
1701220260.707890,1417976.000,35811,3,MY,1,100,-14
1701220260.747891,1418016.000,35827,2,MY,1,100,-14
1701220260.787892,1418056.000,35827,2,MY,1,100,-14
1701220260.828227,1418096.333,35844,3,MY,1,100,-13
1701220260.868561,1418136.667,35844,3,MY,1,100,-14
1701220260.908895,1418177.000,35844,3,MY,1,100,-14
1701220260.948396,1418216.500,35861,2,MY,1,100,-13
1701220260.987897,1418256.000,35861,2,MY,1,100,-14
1701220261.028232,1418296.333,35876,3,MY,1,100,-14
1701220261.068566,1418336.667,35876,3,MY,1,100,-13
1701220261.108900,1418377.000,35876,3,MY,1,100,-14
1701220261.148401,1418416.500,35892,2,MY,1,100,-14
1701220261.187902,1418456.000,35892,2,MY,1,100,-14
1701220261.228237,1418496.333,35910,3,MY,1,100,-13
1701220261.268571,1418536.667,35910,3,MY,1,100,-14
1701220261.308905,1418577.000,35910,3,MY,1,100,-13
1701220261.348406,1418616.500,35926,2,MY,1,100,-13
1701220261.387907,1418656.000,35926,2,MY,1,100,-14
1701220261.427908,1418696.000,35941,3,MY,1,100,-14
1701220261.467909,1418736.000,35941,3,MY,1,100,-13
1701220261.507910,1418776.000,35941,3,MY,1,100,-14
1701220261.547911,1418816.000,35958,2,MY,1,100,-13
1701220261.587912,1418856.000,35958,2,MY,1,100,-13
1701220261.627913,1418896.000,35977,3,MY,1,100,-14
1701220261.667914,1418936.000,35977,3,MY,1,100,-13
1701220261.707915,1418976.000,35977,3,MY,1,100,-14
1701220261.747916,1419016.000,35993,2,MY,1,100,-14
1701220261.787917,1419056.000,35993,2,MY,1,100,-13
1701220261.827918,1419096.000,36008,3,MY,1,100,-14
1701220261.867919,1419136.000,36008,3,MY,1,100,-13
1701220261.907920,1419176.000,36008,3,MY,1,100,-14
1701220261.948255,1419216.333,36025,3,MY,1,100,-14
1701220261.988589,1419256.667,36025,3,MY,1,100,-14
1701220262.028923,1419297.000,36025,3,MY,1,100,-13
1701220262.068424,1419336.500,36042,2,MY,1,100,-14
1701220262.107925,1419376.000,36042,2,MY,1,100,-14
1701220262.147926,1419416.000,36058,3,MY,1,100,-14
1701220262.187927,1419456.000,36058,3,MY,1,100,-14
1701220262.227928,1419496.000,36058,3,MY,1,100,-13
1701220262.261429,1419529.500,36075,2,MY,1,100,-13
1701220262.294930,1419563.000,36075,2,MY,1,100,-13
1701220262.334931,1419603.000,36090,3,MY,1,100,-13
1701220262.374932,1419643.000,36090,3,MY,1,100,-14
1701220262.414933,1419683.000,36090,3,MY,1,100,-13
1701220262.454934,1419723.000,36107,2,MY,1,100,-13
1701220262.494935,1419763.000,36107,2,MY,1,100,-13
1701220262.534936,1419803.000,36124,3,MY,1,100,-14
1701220262.574937,1419843.000,36124,3,MY,1,100,-13
1701220262.614938,1419883.000,36124,3,MY,1,100,-14
1701220262.654939,1419923.000,36141,3,MY,1,100,-14
1701220262.694940,1419963.000,36141,3,MY,1,100,-14
1701220262.734941,1420003.000,36141,3,MY,1,100,-13
1701220262.774942,1420043.000,36155,2,MY,1,100,-13
1701220262.814943,1420083.000,36155,2,MY,1,100,-13
1701220262.854944,1420123.000,36173,3,MY,1,100,-13
1701220262.894945,1420163.000,36173,3,MY,1,100,-14
1701220262.934946,1420203.000,36173,3,MY,1,100,-14
1701220262.974947,1420243.000,36191,2,MY,1,100,-13
1701220263.014948,1420283.000,36191,2,MY,1,100,-14
1701220263.054949,1420323.000,36208,3,MY,1,100,-14
1701220263.094950,1420363.000,36208,3,MY,1,100,-14
1701220263.134951,1420403.000,36208,3,MY,1,100,-13
1701220263.174952,1420443.000,36222,2,MY,1,100,-14
1701220263.214953,1420483.000,36222,2,MY,1,100,-13
1701220263.254954,1420523.000,36240,3,MY,1,100,-13
1701220263.294955,1420563.000,36240,3,MY,1,100,-14
1701220263.334956,1420603.000,36240,3,MY,1,100,-14
1701220263.374957,1420643.000,36256,2,MY,1,100,-14
1701220263.414958,1420683.000,36256,2,MY,1,100,-14
1701220263.454959,1420723.000,36273,3,MY,1,100,-14
1701220263.494960,1420763.000,36273,3,MY,1,100,-13
1701220263.534961,1420803.000,36273,3,MY,1,100,-13
1701220263.574962,1420843.000,36288,2,MY,1,100,-13
1701220263.614963,1420883.000,36288,2,MY,1,100,-13
1701220263.654964,1420923.000,36305,3,MY,1,100,-14
1701220263.694965,1420963.000,36305,3,MY,1,100,-14
1701220263.734966,1421003.000,36305,3,MY,1,100,-15
1701220263.774967,1421043.000,36321,3,MY,1,100,-14
1701220263.814968,1421083.000,36321,3,MY,1,100,-14
1701220263.854969,1421123.000,36321,3,MY,1,100,-14
1701220263.894970,1421163.000,36339,2,MY,1,100,-13
1701220263.934971,1421203.000,36339,2,MY,1,100,-14
1701220263.974972,1421243.000,36353,3,MY,1,100,-14
1701220264.014973,1421283.000,36353,3,MY,1,100,-14
1701220264.054974,1421323.000,36353,3,MY,1,100,-14
1701220264.090642,1421358.667,36370,3,MY,1,100,-14
1701220264.126309,1421394.333,36370,3,MY,1,100,-13
1701220264.161977,1421430.000,36370,3,MY,1,100,-13
1701220264.201978,1421470.000,36386,2,MY,1,100,-14
1701220264.241979,1421510.000,36386,2,MY,1,100,-13
1701220264.281980,1421550.000,36404,3,MY,1,100,-14
1701220264.321981,1421590.000,36404,3,MY,1,100,-14
1701220264.361982,1421630.000,36404,3,MY,1,100,-14
1701220264.401983,1421670.000,36419,2,MY,1,100,-13
1701220264.441984,1421710.000,36419,2,MY,1,100,-14
1701220264.481985,1421750.000,36435,3,MY,1,100,-13
1701220264.521986,1421790.000,36435,3,MY,1,100,-13
1701220264.561987,1421830.000,36435,3,MY,1,100,-13
1701220264.601988,1421870.000,36452,2,MY,1,100,-12
1701220264.641989,1421910.000,36452,2,MY,1,100,-13
1701220264.681990,1421950.000,36469,3,MY,1,100,-13
1701220264.721991,1421990.000,36469,3,MY,1,100,-14
1701220264.761992,1422030.000,36469,3,MY,1,100,-14
1701220264.801993,1422070.000,36485,2,MY,1,100,-14
1701220264.841994,1422110.000,36485,2,MY,1,100,-14
1701220264.881995,1422150.000,36501,3,MY,1,100,-13
1701220264.921996,1422190.000,36501,3,MY,1,100,-13
1701220264.961997,1422230.000,36501,3,MY,1,100,-14
1701220265.001998,1422270.000,36519,2,MY,1,100,-13
1701220265.041999,1422310.000,36519,2,MY,1,100,-14
1701220265.082000,1422350.000,36536,3,MY,1,100,-14
1701220265.122001,1422390.000,36536,3,MY,1,100,-13
1701220265.162002,1422430.000,36536,3,MY,1,100,-13
1701220265.201670,1422469.667,36560,3,MY,1,100,-13
1701220265.241337,1422509.333,36560,3,MY,1,100,-14
1701220265.281005,1422549.000,36560,3,MY,1,100,-14
1701220265.321006,1422589.000,36577,3,MY,1,100,-13
1701220265.361007,1422629.000,36577,3,MY,1,100,-15
1701220265.401008,1422669.000,36577,3,MY,1,100,-14
1701220265.441009,1422709.000,36591,2,MY,1,100,-13
1701220265.481010,1422749.000,36591,2,MY,1,100,-13
1701220265.521011,1422789.000,36609,3,MY,1,100,-14
1701220265.561012,1422829.000,36609,3,MY,1,100,-14
1701220265.601013,1422869.000,36609,3,MY,1,100,-14
1701220265.641014,1422909.000,36627,2,MY,1,100,-14
1701220265.681015,1422949.000,36627,2,MY,1,100,-14
1701220265.721016,1422989.000,36644,3,MY,1,100,-14
1701220265.761017,1423029.000,36644,3,MY,1,100,-13
1701220265.801018,1423069.000,36644,3,MY,1,100,-13
1701220265.841019,1423109.000,36658,2,MY,1,100,-14
1701220265.881020,1423149.000,36658,2,MY,1,100,-14
1701220265.921021,1423189.000,36676,3,MY,1,100,-15
1701220265.961022,1423229.000,36676,3,MY,1,100,-14
1701220266.001023,1423269.000,36676,3,MY,1,100,-14
1701220266.036690,1423304.667,36692,3,MY,1,100,-14
1701220266.072358,1423340.333,36692,3,MY,1,100,-13
1701220266.108026,1423376.000,36692,3,MY,1,100,-14
1701220266.148027,1423416.000,36709,2,MY,1,100,-14
1701220266.188028,1423456.000,36709,2,MY,1,100,-13
1701220266.228029,1423496.000,36724,3,MY,1,100,-14
1701220266.268030,1423536.000,36724,3,MY,1,100,-13
1701220266.308031,1423576.000,36724,3,MY,1,100,-13
1701220266.348032,1423616.000,36741,2,MY,1,100,-13
1701220266.388033,1423656.000,36741,2,MY,1,100,-14
1701220266.428034,1423696.000,36757,3,MY,1,100,-13
1701220266.468035,1423736.000,36757,3,MY,1,100,-13
1701220266.508036,1423776.000,36757,3,MY,1,100,-13
1701220266.548037,1423816.000,36775,3,MY,1,100,-13
1701220266.588038,1423856.000,36775,3,MY,1,100,-14
1701220266.628039,1423896.000,36775,3,MY,1,100,-14
1701220266.668040,1423936.000,36790,2,MY,1,100,-13
1701220266.708041,1423976.000,36790,2,MY,1,100,-14
1701220266.748042,1424016.000,36806,3,MY,1,100,-13
1701220266.788043,1424056.000,36806,3,MY,1,100,-13
1701220266.828044,1424096.000,36806,3,MY,1,100,-13
1701220266.868045,1424136.000,36822,2,MY,1,100,-14
1701220266.908046,1424176.000,36822,2,MY,1,100,-14
1701220266.948047,1424216.000,36840,3,MY,1,100,-14
1701220266.988048,1424256.000,36840,3,MY,1,100,-13
1701220267.028049,1424296.000,36840,3,MY,1,100,-14
1701220267.068050,1424336.000,36856,2,MY,1,100,-14
1701220267.108051,1424376.000,36856,2,MY,1,100,-13
1701220267.148052,1424416.000,36871,3,MY,1,100,-14
1701220267.188053,1424456.000,36871,3,MY,1,100,-14
1701220267.228054,1424496.000,36871,3,MY,1,100,-13
1701220267.268055,1424536.000,36888,2,MY,1,100,-14
1701220267.308056,1424576.000,36888,2,MY,1,100,-14
1701220267.348057,1424616.000,36905,3,MY,1,100,-14
1701220267.388058,1424656.000,36905,3,MY,1,100,-14
1701220267.428059,1424696.000,36905,3,MY,1,100,-14
1701220267.468060,1424736.000,36921,2,MY,1,100,-13
1701220267.508061,1424776.000,36921,2,MY,1,100,-14
1701220267.548062,1424816.000,36937,3,MY,1,100,-14
1701220267.588063,1424856.000,36937,3,MY,1,100,-13
1701220267.628064,1424896.000,36937,3,MY,1,100,-14
1701220267.668065,1424936.000,36953,3,MY,1,100,-16
1701220267.708066,1424976.000,36953,3,MY,1,100,-13
1701220267.748067,1425016.000,36953,3,MY,1,100,-14
1701220267.788068,1425056.000,36970,2,MY,1,100,-13
1701220267.828069,1425096.000,36970,2,MY,1,100,-14
1701220267.863736,1425131.667,36987,3,MY,1,100,-14
1701220267.899404,1425167.333,36987,3,MY,1,100,-14
1701220267.935071,1425203.000,36987,3,MY,1,100,-14
1701220267.975072,1425243.000,37004,2,MY,1,100,-13
1701220268.015074,1425283.000,37004,2,MY,1,100,-13
1701220268.055074,1425323.000,37020,3,MY,1,100,-13
1701220268.095076,1425363.000,37020,3,MY,1,100,-14
1701220268.135077,1425403.000,37020,3,MY,1,100,-13
1701220268.175077,1425443.000,37037,3,MY,1,100,-14
1701220268.215079,1425483.000,37037,3,MY,1,100,-14
1701220268.255080,1425523.000,37037,3,MY,1,100,-14
1701220268.295080,1425563.000,37054,2,MY,1,100,-13
1701220268.335082,1425603.000,37054,2,MY,1,100,-13
1701220268.375082,1425643.000,37070,3,MY,1,100,-14
1701220268.415084,1425683.000,37070,3,MY,1,100,-14
1701220268.455085,1425723.000,37070,3,MY,1,100,-14
1701220268.495085,1425763.000,37085,2,MY,1,100,-14
1701220268.535087,1425803.000,37085,2,MY,1,100,-13
1701220268.575088,1425843.000,37103,3,MY,1,100,-14
1701220268.615088,1425883.000,37103,3,MY,1,100,-14
1701220268.655090,1425923.000,37103,3,MY,1,100,-15
1701220268.695091,1425963.000,37119,2,MY,1,100,-13
1701220268.735091,1426003.000,37119,2,MY,1,100,-14
1701220268.775093,1426043.000,37135,3,MY,1,100,-14
1701220268.815094,1426083.000,37135,3,MY,1,100,-14
1701220268.855095,1426123.000,37135,3,MY,1,100,-14
1701220268.895096,1426163.000,37151,2,MY,1,100,-14
1701220268.935097,1426203.000,37151,2,MY,1,100,-13
1701220268.975098,1426243.000,37168,3,MY,1,100,-14
1701220269.015099,1426283.000,37168,3,MY,1,100,-14
1701220269.055099,1426323.000,37168,3,MY,1,100,-14
1701220269.095101,1426363.000,37184,2,MY,1,100,-14
1701220269.135102,1426403.000,37184,2,MY,1,100,-13
1701220269.175103,1426443.000,37202,3,MY,1,100,-15
1701220269.215104,1426483.000,37202,3,MY,1,100,-13
1701220269.255105,1426523.000,37202,3,MY,1,100,-13
1701220269.295106,1426563.000,37218,2,MY,1,100,-14
1701220269.335107,1426603.000,37218,2,MY,1,100,-13
1701220269.375108,1426643.000,37235,3,MY,1,100,-14
1701220269.415109,1426683.000,37235,3,MY,1,100,-14
1701220269.455110,1426723.000,37235,3,MY,1,100,-14
1701220269.495111,1426763.000,37251,3,MY,1,100,-13
1701220269.535112,1426803.000,37251,3,MY,1,100,-14
1701220269.575113,1426843.000,37251,3,MY,1,100,-13
1701220269.615114,1426883.000,37269,2,MY,1,100,-14
1701220269.655115,1426923.000,37269,2,MY,1,100,-14
1701220269.695116,1426963.000,37283,3,MY,1,100,-14
1701220269.735117,1427003.000,37283,3,MY,1,100,-14
1701220269.775118,1427043.000,37283,3,MY,1,100,-13
1701220269.815119,1427083.000,37300,2,MY,1,100,-14
1701220269.855120,1427123.000,37300,2,MY,1,100,-14
1701220269.890454,1427158.333,37317,3,MY,1,100,-13
1701220269.925788,1427193.667,37317,3,MY,1,100,-14
1701220269.961122,1427229.000,37317,3,MY,1,100,-14
1701220270.001123,1427269.000,37334,3,MY,1,100,-13
1701220270.041124,1427309.000,37334,3,MY,1,100,-14
1701220270.081125,1427349.000,37334,3,MY,1,100,-14
1701220270.121126,1427389.000,37350,2,MY,1,100,-13
1701220270.161127,1427429.000,37350,2,MY,1,100,-14
1701220270.201128,1427469.000,37368,3,MY,1,100,-13
1701220270.241129,1427509.000,37368,3,MY,1,100,-14
1701220270.281130,1427549.000,37368,3,MY,1,100,-13
1701220270.321131,1427589.000,37388,4,MY,1,100,-12
1701220270.361132,1427629.000,37388,4,MY,1,100,-14
1701220270.401133,1427669.000,37388,4,MY,1,100,-14
1701220270.441134,1427709.000,37388,4,MY,1,100,-14
1701220270.481135,1427749.000,37406,2,MY,1,100,-14
1701220270.521136,1427789.000,37406,2,MY,1,100,-13
1701220270.561137,1427829.000,37424,3,MY,1,100,-14
1701220270.601138,1427869.000,37424,3,MY,1,100,-14
1701220270.641139,1427909.000,37424,3,MY,1,100,-13
1701220270.681140,1427949.000,37440,2,MY,1,100,-14
1701220270.721141,1427989.000,37440,2,MY,1,100,-14
1701220270.761142,1428029.000,37455,3,MY,1,100,-14
1701220270.801143,1428069.000,37455,3,MY,1,100,-14
1701220270.841144,1428109.000,37455,3,MY,1,100,-14
1701220270.881145,1428149.000,37472,2,MY,1,100,-14
1701220270.921146,1428189.000,37472,2,MY,1,100,-15
1701220270.961147,1428229.000,37489,3,MY,1,100,-14
1701220271.001148,1428269.000,37489,3,MY,1,100,-14
1701220271.041149,1428309.000,37489,3,MY,1,100,-14
1701220271.081150,1428349.000,37505,2,MY,1,100,-14
1701220271.121151,1428389.000,37505,2,MY,1,100,-14
1701220271.161152,1428429.000,37521,3,MY,1,100,-14
1701220271.201154,1428469.000,37521,3,MY,1,100,-14
1701220271.241154,1428509.000,37521,3,MY,1,100,-14
1701220271.281155,1428549.000,37537,3,MY,1,100,-14
1701220271.321157,1428589.000,37537,3,MY,1,100,-14
1701220271.361157,1428629.000,37537,3,MY,1,100,-14
1701220271.401158,1428669.000,37554,2,MY,1,100,-14
1701220271.441159,1428709.000,37554,2,MY,1,100,-14
1701220271.481160,1428749.000,37570,3,MY,1,100,-14
1701220271.521161,1428789.000,37570,3,MY,1,100,-15
1701220271.561162,1428829.000,37570,3,MY,1,100,-14
1701220271.601163,1428869.000,37587,2,MY,1,100,-14
1701220271.641165,1428909.000,37587,2,MY,1,100,-15
1701220271.676832,1428944.667,37602,3,MY,1,100,-13
1701220271.712500,1428980.333,37602,3,MY,1,100,-13
1701220271.748167,1429016.000,37602,3,MY,1,100,-13
1701220271.788168,1429056.000,37619,3,MY,1,100,-14
1701220271.828169,1429096.000,37619,3,MY,1,100,-14
1701220271.868170,1429136.000,37619,3,MY,1,100,-15
1701220271.908171,1429176.000,37636,2,MY,1,100,-14
1701220271.948172,1429216.000,37636,2,MY,1,100,-14
1701220271.988173,1429256.000,37653,3,MY,1,100,-14
1701220272.028174,1429296.000,37653,3,MY,1,100,-14
1701220272.068175,1429336.000,37653,3,MY,1,100,-14
1701220272.108176,1429376.000,37667,2,MY,1,100,-13
1701220272.148177,1429416.000,37667,2,MY,1,100,-13
1701220272.188178,1429456.000,37685,3,MY,1,100,-14
1701220272.228179,1429496.000,37685,3,MY,1,100,-14
1701220272.268180,1429536.000,37685,3,MY,1,100,-14
1701220272.308181,1429576.000,37701,2,MY,1,100,-13
1701220272.348182,1429616.000,37701,2,MY,1,100,-14
1701220272.388183,1429656.000,37718,3,MY,1,100,-13
1701220272.428184,1429696.000,37718,3,MY,1,100,-14
1701220272.468185,1429736.000,37718,3,MY,1,100,-14
1701220272.508186,1429776.000,37732,2,MY,1,100,-14
1701220272.548187,1429816.000,37732,2,MY,1,100,-14
1701220272.588188,1429856.000,37750,3,MY,1,100,-14
1701220272.628189,1429896.000,37750,3,MY,1,100,-13
1701220272.668190,1429936.000,37750,3,MY,1,100,-13
1701220272.708191,1429976.000,37766,2,MY,1,100,-14
1701220272.748192,1430016.000,37766,2,MY,1,100,-14
1701220272.788193,1430056.000,37783,3,MY,1,100,-14
1701220272.828194,1430096.000,37783,3,MY,1,100,-14
1701220272.868195,1430136.000,37783,3,MY,1,100,-13
1701220272.908196,1430176.000,37798,2,MY,1,100,-14
1701220272.948197,1430216.000,37798,2,MY,1,100,-13
1701220272.988198,1430256.000,37817,3,MY,1,100,-14
1701220273.028199,1430296.000,37817,3,MY,1,100,-13
1701220273.068200,1430336.000,37817,3,MY,1,100,-13
1701220273.108201,1430376.000,37833,3,MY,1,100,-14
1701220273.148202,1430416.000,37833,3,MY,1,100,-14
1701220273.188203,1430456.000,37833,3,MY,1,100,-14
1701220273.228204,1430496.000,37851,2,MY,1,100,-13
1701220273.268205,1430536.000,37851,2,MY,1,100,-13
1701220273.308206,1430576.000,37865,3,MY,1,100,-13
1701220273.348207,1430616.000,37865,3,MY,1,100,-13
1701220273.388208,1430656.000,37865,3,MY,1,100,-13
1701220273.428209,1430696.000,37882,2,MY,1,100,-15
1701220273.468210,1430736.000,37882,2,MY,1,100,-14
1701220273.508211,1430776.000,37898,3,MY,1,100,-14
1701220273.548212,1430816.000,37898,3,MY,1,100,-14
1701220273.588213,1430856.000,37898,3,MY,1,100,-14
1701220273.628214,1430896.000,37916,2,MY,1,100,-14
1701220273.668215,1430936.000,37916,2,MY,1,100,-13
1701220273.703550,1430971.333,37931,3,MY,1,100,-14
1701220273.738884,1431006.667,37931,3,MY,1,100,-12
1701220273.774218,1431042.000,37931,3,MY,1,100,-13
1701220273.814219,1431082.000,37947,3,MY,1,100,-13
1701220273.854220,1431122.000,37947,3,MY,1,100,-14
1701220273.894221,1431162.000,37947,3,MY,1,100,-13
1701220273.934222,1431202.000,37964,2,MY,1,100,-13
1701220273.974223,1431242.000,37964,2,MY,1,100,-14
1701220274.014224,1431282.000,37981,3,MY,1,100,-14
1701220274.054225,1431322.000,37981,3,MY,1,100,-14
1701220274.094226,1431362.000,37981,3,MY,1,100,-13
1701220274.134227,1431402.000,37997,3,MY,1,100,-12
1701220274.174228,1431442.000,37997,3,MY,1,100,-14
1701220274.214229,1431482.000,37997,3,MY,1,100,-13
1701220274.254230,1431522.000,38014,2,MY,1,100,-15
1701220274.294231,1431562.000,38014,2,MY,1,100,-14
1701220274.334232,1431602.000,38029,3,MY,1,100,-14
1701220274.374233,1431642.000,38029,3,MY,1,100,-14
1701220274.414234,1431682.000,38029,3,MY,1,100,-13
1701220274.454235,1431722.000,38046,3,MY,1,100,-13
1701220274.494236,1431762.000,38046,3,MY,1,100,-13
1701220274.534237,1431802.000,38046,3,MY,1,100,-14
1701220274.574238,1431842.000,38063,2,MY,1,100,-13
1701220274.614239,1431882.000,38063,2,MY,1,100,-13
1701220274.654240,1431922.000,38080,3,MY,1,100,-14
1701220274.694241,1431962.000,38080,3,MY,1,100,-14
1701220274.734242,1432002.000,38080,3,MY,1,100,-13
1701220274.774243,1432042.000,38094,2,MY,1,100,-13
1701220274.814244,1432082.000,38094,2,MY,1,100,-13
1701220274.854245,1432122.000,38112,3,MY,1,100,-14
1701220274.894246,1432162.000,38112,3,MY,1,100,-13
1701220274.934247,1432202.000,38112,3,MY,1,100,-13
1701220274.974248,1432242.000,38128,2,MY,1,100,-14
1701220275.014249,1432282.000,38128,2,MY,1,100,-13
1701220275.054250,1432322.000,38145,3,MY,1,100,-14
1701220275.094251,1432362.000,38145,3,MY,1,100,-14
1701220275.134252,1432402.000,38145,3,MY,1,100,-13
1701220275.174253,1432442.000,38159,3,MY,1,100,-14
1701220275.214254,1432482.000,38159,3,MY,1,100,-14
1701220275.254255,1432522.000,38159,3,MY,1,100,-13
1701220275.294256,1432562.000,38177,2,MY,1,100,-14
1701220275.334257,1432602.000,38177,2,MY,1,100,-14
1701220275.372091,1432639.833,38201,6,MY,1,100,-14
1701220275.409926,1432677.667,38201,6,MY,1,100,-14
1701220275.447760,1432715.500,38201,6,MY,1,100,-14
1701220275.485594,1432753.333,38201,6,MY,1,100,-14
1701220275.523428,1432791.167,38201,6,MY,1,100,-13
1701220275.561263,1432829.000,38201,6,MY,1,100,-13
1701220275.601264,1432869.000,38216,2,MY,1,100,-13
