LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1701220227.897067,1385166.000,30554,3,MY,1,100,-12
1701220227.937068,1385206.000,30573,2,MY,1,100,-13
1701220227.977069,1385246.000,30573,2,MY,1,100,-12
1701220228.017070,1385286.000,30590,3,MY,1,100,-14
1701220228.057071,1385326.000,30590,3,MY,1,100,-13
1701220228.097072,1385366.000,30590,3,MY,1,100,-14
1701220228.137073,1385406.000,30606,3,MY,1,100,-13
1701220228.177074,1385446.000,30606,3,MY,1,100,-14
1701220228.217075,1385486.000,30606,3,MY,1,100,-13
1701220228.257076,1385526.000,30622,2,MY,1,100,-13
1701220228.297077,1385566.000,30622,2,MY,1,100,-13
1701220228.337078,1385606.000,30638,3,MY,1,100,-13
1701220228.377079,1385646.000,30638,3,MY,1,100,-13
1701220228.417080,1385686.000,30638,3,MY,1,100,-14
1701220228.457081,1385726.000,30655,2,MY,1,100,-13
1701220228.497082,1385766.000,30655,2,MY,1,100,-13
1701220228.537083,1385806.000,30672,3,MY,1,100,-13
1701220228.577084,1385846.000,30672,3,MY,1,100,-13
1701220228.617085,1385886.000,30672,3,MY,1,100,-12
1701220228.657086,1385926.000,30687,2,MY,1,100,-12
1701220228.697087,1385966.000,30687,2,MY,1,100,-14
1701220228.737088,1386006.000,30703,3,MY,1,100,-13
1701220228.777089,1386046.000,30703,3,MY,1,100,-13
1701220228.817091,1386086.000,30703,3,MY,1,100,-14
1701220228.857091,1386126.000,30720,2,MY,1,100,-13
1701220228.897092,1386166.000,30720,2,MY,1,100,-13
1701220228.937093,1386206.000,30737,3,MY,1,100,-13
1701220228.977094,1386246.000,30737,3,MY,1,100,-13
1701220229.017095,1386286.000,30737,3,MY,1,100,-13
1701220229.057096,1386326.000,30752,2,MY,1,100,-14
1701220229.097097,1386366.000,30752,2,MY,1,100,-12
1701220229.137098,1386406.000,30770,3,MY,1,100,-13
1701220229.177099,1386446.000,30770,3,MY,1,100,-12
1701220229.217100,1386486.000,30770,3,MY,1,100,-13
1701220229.257102,1386526.000,30788,2,MY,1,100,-14
1701220229.297102,1386566.000,30788,2,MY,1,100,-13
1701220229.337103,1386606.000,30810,4,MY,1,100,-12
1701220229.377105,1386646.000,30810,4,MY,1,100,-11
1701220229.417105,1386686.000,30810,4,MY,1,100,-14
1701220229.457106,1386726.000,30810,4,MY,1,100,-13
1701220229.497108,1386766.000,30826,3,MY,1,100,-13
1701220229.537108,1386806.000,30826,3,MY,1,100,-13
1701220229.577110,1386846.000,30826,3,MY,1,100,-14
1701220229.617110,1386886.000,30844,2,MY,1,100,-13
1701220229.657111,1386926.000,30844,2,MY,1,100,-14
1701220229.692779,1386961.667,30858,3,MY,1,100,-13
1701220229.728446,1386997.333,30858,3,MY,1,100,-13
1701220229.764114,1387033.000,30858,3,MY,1,100,-13
1701220229.804115,1387073.000,30875,3,MY,1,100,-14
1701220229.844116,1387113.000,30875,3,MY,1,100,-13
1701220229.884117,1387153.000,30875,3,MY,1,100,-13
1701220229.924118,1387193.000,30892,2,MY,1,100,-14
1701220229.964119,1387233.000,30892,2,MY,1,100,-14
1701220230.004120,1387273.000,30909,3,MY,1,100,-12
1701220230.044121,1387313.000,30909,3,MY,1,100,-13
1701220230.084122,1387353.000,30909,3,MY,1,100,-13
1701220230.124123,1387393.000,30925,2,MY,1,100,-13
1701220230.164124,1387433.000,30925,2,MY,1,100,-13
1701220230.204125,1387473.000,30943,3,MY,1,100,-14
1701220230.244126,1387513.000,30943,3,MY,1,100,-14
1701220230.284127,1387553.000,30943,3,MY,1,100,-13
1701220230.324128,1387593.000,30959,2,MY,1,100,-13
1701220230.364129,1387633.000,30959,2,MY,1,100,-13
1701220230.404130,1387673.000,30976,3,MY,1,100,-14
1701220230.444131,1387713.000,30976,3,MY,1,100,-14
1701220230.484132,1387753.000,30976,3,MY,1,100,-14
1701220230.524133,1387793.000,30991,2,MY,1,100,-14
1701220230.564134,1387833.000,30991,2,MY,1,100,-14
1701220230.604135,1387873.000,31008,3,MY,1,100,-13
1701220230.644136,1387913.000,31008,3,MY,1,100,-13
1701220230.684137,1387953.000,31008,3,MY,1,100,-14
1701220230.724138,1387993.000,31024,3,MY,1,100,-13
1701220230.764139,1388033.000,31024,3,MY,1,100,-13
1701220230.804140,1388073.000,31024,3,MY,1,100,-14
1701220230.844141,1388113.000,31041,2,MY,1,100,-13
1701220230.884142,1388153.000,31041,2,MY,1,100,-13
1701220230.924143,1388193.000,31058,3,MY,1,100,-13
1701220230.964144,1388233.000,31058,3,MY,1,100,-14
1701220231.004145,1388273.000,31058,3,MY,1,100,-14
1701220231.044146,1388313.000,31073,2,MY,1,100,-13
1701220231.084147,1388353.000,31073,2,MY,1,100,-14
1701220231.124148,1388393.000,31089,3,MY,1,100,-13
1701220231.164149,1388433.000,31089,3,MY,1,100,-13
1701220231.204150,1388473.000,31089,3,MY,1,100,-13
1701220231.244151,1388513.000,31107,2,MY,1,100,-14
1701220231.284152,1388553.000,31107,2,MY,1,100,-14
1701220231.324153,1388593.000,31123,3,MY,1,100,-12
1701220231.364154,1388633.000,31123,3,MY,1,100,-13
1701220231.404155,1388673.000,31123,3,MY,1,100,-13
1701220231.444156,1388713.000,31138,2,MY,1,100,-14
1701220231.484157,1388753.000,31138,2,MY,1,100,-13
1701220231.519825,1388788.667,31155,3,MY,1,100,-13
1701220231.555492,1388824.333,31155,3,MY,1,100,-13
1701220231.591160,1388860.000,31155,3,MY,1,100,-14
1701220231.631161,1388900.000,31172,3,MY,1,100,-13
1701220231.671162,1388940.000,31172,3,MY,1,100,-13
1701220231.711163,1388980.000,31172,3,MY,1,100,-13
1701220231.751164,1389020.000,31188,2,MY,1,100,-12
1701220231.791165,1389060.000,31188,2,MY,1,100,-13
1701220231.830833,1389099.667,31203,3,MY,1,100,-13
1701220231.870500,1389139.333,31203,3,MY,1,100,-13
1701220231.910168,1389179.000,31203,3,MY,1,100,-13
1701220231.950169,1389219.000,31220,2,MY,1,100,-13
1701220231.990170,1389259.000,31220,2,MY,1,100,-13
1701220232.030171,1389299.000,31237,3,MY,1,100,-14
1701220232.070172,1389339.000,31237,3,MY,1,100,-13
1701220232.110173,1389379.000,31237,3,MY,1,100,-13
1701220232.150174,1389419.000,31253,2,MY,1,100,-14
1701220232.190175,1389459.000,31253,2,MY,1,100,-14
1701220232.230176,1389499.000,31269,3,MY,1,100,-14
1701220232.270177,1389539.000,31269,3,MY,1,100,-13
1701220232.310178,1389579.000,31269,3,MY,1,100,-13
1701220232.350179,1389619.000,31285,3,MY,1,100,-13
1701220232.390180,1389659.000,31285,3,MY,1,100,-14
1701220232.430181,1389699.000,31285,3,MY,1,100,-13
1701220232.470182,1389739.000,31302,2,MY,1,100,-14
1701220232.510183,1389779.000,31302,2,MY,1,100,-13
1701220232.550184,1389819.000,31319,3,MY,1,100,-14
1701220232.590185,1389859.000,31319,3,MY,1,100,-14
1701220232.630186,1389899.000,31319,3,MY,1,100,-12
1701220232.670187,1389939.000,31335,2,MY,1,100,-13
1701220232.710188,1389979.000,31335,2,MY,1,100,-13
1701220232.750189,1390019.000,31350,3,MY,1,100,-14
1701220232.790190,1390059.000,31350,3,MY,1,100,-13
1701220232.830191,1390099.000,31350,3,MY,1,100,-13
1701220232.870192,1390139.000,31368,2,MY,1,100,-13
1701220232.910193,1390179.000,31368,2,MY,1,100,-13
1701220232.950194,1390219.000,31386,3,MY,1,100,-14
1701220232.990195,1390259.000,31386,3,MY,1,100,-13
1701220233.030196,1390299.000,31386,3,MY,1,100,-14
1701220233.070197,1390339.000,31403,2,MY,1,100,-13
1701220233.110198,1390379.000,31403,2,MY,1,100,-13
1701220233.150199,1390419.000,31417,3,MY,1,100,-13
1701220233.190200,1390459.000,31417,3,MY,1,100,-13
1701220233.230201,1390499.000,31417,3,MY,1,100,-14
1701220233.270202,1390539.000,31435,2,MY,1,100,-13
1701220233.310203,1390579.000,31435,2,MY,1,100,-13
1701220233.350204,1390619.000,31451,3,MY,1,100,-14
1701220233.390205,1390659.000,31451,3,MY,1,100,-13
1701220233.430206,1390699.000,31451,3,MY,1,100,-13
1701220233.470207,1390739.000,31468,2,MY,1,100,-13
1701220233.510208,1390779.000,31468,2,MY,1,100,-13
1701220233.545876,1390814.667,31483,3,MY,1,100,-13
1701220233.581543,1390850.333,31483,3,MY,1,100,-13
1701220233.617211,1390886.000,31483,3,MY,1,100,-13
1701220233.657212,1390926.000,31500,3,MY,1,100,-13
1701220233.697213,1390966.000,31500,3,MY,1,100,-12
1701220233.737214,1391006.000,31500,3,MY,1,100,-13
1701220233.777215,1391046.000,31516,2,MY,1,100,-13
1701220233.817216,1391086.000,31516,2,MY,1,100,-13
1701220233.857217,1391126.000,31536,3,MY,1,100,-13
1701220233.897218,1391166.000,31536,3,MY,1,100,-13
1701220233.937219,1391206.000,31536,3,MY,1,100,-13
1701220233.977220,1391246.000,31550,2,MY,1,100,-13
1701220234.017221,1391286.000,31550,2,MY,1,100,-13
1701220234.057222,1391326.000,31567,3,MY,1,100,-13
1701220234.097223,1391366.000,31567,3,MY,1,100,-13
1701220234.137224,1391406.000,31567,3,MY,1,100,-12
1701220234.177225,1391446.000,31583,2,MY,1,100,-13
1701220234.217226,1391486.000,31583,2,MY,1,100,-13
1701220234.257227,1391526.000,31601,3,MY,1,100,-13
1701220234.297228,1391566.000,31601,3,MY,1,100,-13
1701220234.337229,1391606.000,31601,3,MY,1,100,-12
1701220234.377230,1391646.000,31615,3,MY,1,100,-13
1701220234.417231,1391686.000,31615,3,MY,1,100,-13
1701220234.457232,1391726.000,31615,3,MY,1,100,-13
1701220234.497233,1391766.000,31638,4,MY,1,100,-13
1701220234.537234,1391806.000,31638,4,MY,1,100,-13
1701220234.577235,1391846.000,31638,4,MY,1,100,-12
1701220234.617236,1391886.000,31638,4,MY,1,100,-13
1701220234.657237,1391926.000,31652,2,MY,1,100,-12
1701220234.697238,1391966.000,31652,2,MY,1,100,-13
1701220234.737239,1392006.000,31669,3,MY,1,100,-13
1701220234.777240,1392046.000,31669,3,MY,1,100,-13
1701220234.817241,1392086.000,31669,3,MY,1,100,-14
1701220234.857242,1392126.000,31687,2,MY,1,100,-13
1701220234.897243,1392166.000,31687,2,MY,1,100,-14
1701220234.937244,1392206.000,31705,3,MY,1,100,-13
1701220234.977245,1392246.000,31705,3,MY,1,100,-13
1701220235.017246,1392286.000,31705,3,MY,1,100,-13
1701220235.057247,1392326.000,31719,2,MY,1,100,-13
1701220235.097248,1392366.000,31719,2,MY,1,100,-14
1701220235.137249,1392406.000,31736,3,MY,1,100,-13
1701220235.177250,1392446.000,31736,3,MY,1,100,-13
1701220235.217251,1392486.000,31736,3,MY,1,100,-13
1701220235.252918,1392521.667,31753,3,MY,1,100,-13
1701220235.288586,1392557.333,31753,3,MY,1,100,-12
1701220235.324254,1392593.000,31753,3,MY,1,100,-13
1701220235.364255,1392633.000,31772,2,MY,1,100,-13
1701220235.404256,1392673.000,31772,2,MY,1,100,-14
1701220235.444257,1392713.000,31787,3,MY,1,100,-13
1701220235.484258,1392753.000,31787,3,MY,1,100,-13
1701220235.524259,1392793.000,31787,3,MY,1,100,-13
1701220235.564260,1392833.000,31804,2,MY,1,100,-13
1701220235.604261,1392873.000,31804,2,MY,1,100,-13
1701220235.644262,1392913.000,31820,3,MY,1,100,-14
1701220235.684263,1392953.000,31820,3,MY,1,100,-13
1701220235.724264,1392993.000,31820,3,MY,1,100,-13
1701220235.764265,1393033.000,31837,2,MY,1,100,-12
1701220235.804266,1393073.000,31837,2,MY,1,100,-13
1701220235.844267,1393113.000,31854,3,MY,1,100,-13
1701220235.884268,1393153.000,31854,3,MY,1,100,-14
1701220235.924269,1393193.000,31854,3,MY,1,100,-14
1701220235.964270,1393233.000,31871,2,MY,1,100,-13
1701220236.004271,1393273.000,31871,2,MY,1,100,-13
1701220236.044272,1393313.000,31887,3,MY,1,100,-13
1701220236.084273,1393353.000,31887,3,MY,1,100,-13
1701220236.124274,1393393.000,31887,3,MY,1,100,-12
1701220236.164275,1393433.000,31904,2,MY,1,100,-13
1701220236.204276,1393473.000,31904,2,MY,1,100,-13
1701220236.244277,1393513.000,31921,3,MY,1,100,-12
1701220236.284278,1393553.000,31921,3,MY,1,100,-12
1701220236.324279,1393593.000,31921,3,MY,1,100,-13
1701220236.364280,1393633.000,31936,2,MY,1,100,-14
1701220236.404281,1393673.000,31936,2,MY,1,100,-13
1701220236.444282,1393713.000,31952,3,MY,1,100,-13
1701220236.484283,1393753.000,31952,3,MY,1,100,-13
1701220236.524284,1393793.000,31952,3,MY,1,100,-13
1701220236.564285,1393833.000,31970,3,MY,1,100,-13
1701220236.604286,1393873.000,31970,3,MY,1,100,-13
1701220236.644287,1393913.000,31970,3,MY,1,100,-12
1701220236.683788,1393952.500,31986,2,MY,1,100,-13
1701220236.723289,1393992.000,31986,2,MY,1,100,-14
1701220236.763290,1394032.000,32001,3,MY,1,100,-13
1701220236.803291,1394072.000,32001,3,MY,1,100,-13
1701220236.843292,1394112.000,32001,3,MY,1,100,-13
1701220236.883293,1394152.000,32018,2,MY,1,100,-13
1701220236.923294,1394192.000,32018,2,MY,1,100,-13
1701220236.963295,1394232.000,32035,3,MY,1,100,-13
1701220237.003296,1394272.000,32035,3,MY,1,100,-13
1701220237.043297,1394312.000,32035,3,MY,1,100,-13
1701220237.083298,1394352.000,32051,2,MY,1,100,-13
1701220237.123299,1394392.000,32051,2,MY,1,100,-13
1701220237.163300,1394432.000,32066,3,MY,1,100,-13
1701220237.203301,1394472.000,32066,3,MY,1,100,-13
1701220237.243302,1394512.000,32066,3,MY,1,100,-13
1701220237.278969,1394547.667,32083,3,MY,1,100,-12
1701220237.314637,1394583.333,32083,3,MY,1,100,-14
1701220237.350304,1394619.000,32083,3,MY,1,100,-14
1701220237.390306,1394659.000,32102,2,MY,1,100,-13
1701220237.430306,1394699.000,32102,2,MY,1,100,-13
1701220237.470307,1394739.000,32118,3,MY,1,100,-13
1701220237.510309,1394779.000,32118,3,MY,1,100,-14
1701220237.550309,1394819.000,32118,3,MY,1,100,-14
1701220237.590310,1394859.000,32135,2,MY,1,100,-13
1701220237.630311,1394899.000,32135,2,MY,1,100,-13
1701220237.670312,1394939.000,32150,3,MY,1,100,-13
1701220237.710314,1394979.000,32150,3,MY,1,100,-13
1701220237.750314,1395019.000,32150,3,MY,1,100,-14
1701220237.790315,1395059.000,32169,3,MY,1,100,-13
1701220237.830317,1395099.000,32169,3,MY,1,100,-13
1701220237.870317,1395139.000,32169,3,MY,1,100,-14
1701220237.910318,1395179.000,32186,2,MY,1,100,-14
1701220237.950320,1395219.000,32186,2,MY,1,100,-13
1701220237.990320,1395259.000,32207,3,MY,1,100,-13
1701220238.030321,1395299.000,32207,3,MY,1,100,-13
1701220238.070323,1395339.000,32207,3,MY,1,100,-13
1701220238.110323,1395379.000,32221,2,MY,1,100,-13
1701220238.150325,1395419.000,32221,2,MY,1,100,-12
1701220238.190325,1395459.000,32241,3,MY,1,100,-14
1701220238.230326,1395499.000,32241,3,MY,1,100,-13
1701220238.270328,1395539.000,32241,3,MY,1,100,-13
1701220238.310328,1395579.000,32258,5,MY,1,100,-13
1701220238.350329,1395619.000,32258,5,MY,1,100,-13
1701220238.390331,1395659.000,32258,5,MY,1,100,-12
1701220238.430331,1395699.000,32258,5,MY,1,100,-13
1701220238.470333,1395739.000,32258,5,MY,1,100,-13
1701220238.510334,1395779.000,32274,2,MY,1,100,-14
1701220238.550334,1395819.000,32274,2,MY,1,100,-14
1701220238.590336,1395859.000,32294,3,MY,1,100,-12
1701220238.630337,1395899.000,32294,3,MY,1,100,-12
1701220238.670337,1395939.000,32294,3,MY,1,100,-13
1701220238.710339,1395979.000,32310,2,MY,1,100,-13
1701220238.750340,1396019.000,32310,2,MY,1,100,-12
1701220238.790340,1396059.000,32327,3,MY,1,100,-13
1701220238.830342,1396099.000,32327,3,MY,1,100,-13
1701220238.870342,1396139.000,32327,3,MY,1,100,-14
1701220238.910344,1396179.000,32342,2,MY,1,100,-14
1701220238.950345,1396219.000,32342,2,MY,1,100,-13
1701220238.990345,1396259.000,32359,3,MY,1,100,-13
1701220239.030347,1396299.000,32359,3,MY,1,100,-14
1701220239.070348,1396339.000,32359,3,MY,1,100,-14
1701220239.106015,1396374.667,32375,3,MY,1,100,-14
1701220239.141683,1396410.333,32375,3,MY,1,100,-14
1701220239.177350,1396446.000,32375,3,MY,1,100,-13
1701220239.217351,1396486.000,32393,2,MY,1,100,-13
1701220239.257352,1396526.000,32393,2,MY,1,100,-14
1701220239.297353,1396566.000,32407,3,MY,1,100,-12
1701220239.337354,1396606.000,32407,3,MY,1,100,-14
1701220239.377355,1396646.000,32407,3,MY,1,100,-12
1701220239.417356,1396686.000,32424,2,MY,1,100,-13
1701220239.457357,1396726.000,32424,2,MY,1,100,-14
1701220239.497358,1396766.000,32440,3,MY,1,100,-13
1701220239.537359,1396806.000,32440,3,MY,1,100,-13
1701220239.577360,1396846.000,32440,3,MY,1,100,-14
1701220239.617361,1396886.000,32465,2,MY,1,100,-14
1701220239.657362,1396926.000,32465,2,MY,1,100,-13
1701220239.697363,1396966.000,32479,3,MY,1,100,-13
1701220239.737364,1397006.000,32479,3,MY,1,100,-13
1701220239.777365,1397046.000,32479,3,MY,1,100,-13
1701220239.817366,1397086.000,32498,2,MY,1,100,-14
1701220239.857367,1397126.000,32498,2,MY,1,100,-14
