TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1407165.000000,1499338.000000,1701220249.896619,1701220342.071931,27,1.37826e+06,1.5204e+06,1.8.1
