LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1701220230.804140,1388073.000,31022,3,GZ,1,100,0.153
1701220230.844141,1388113.000,31039,2,GZ,1,100,0.977
1701220230.884142,1388153.000,31039,2,GZ,1,100,0.641
1701220230.924143,1388193.000,31056,3,GZ,1,100,0.122
1701220230.964144,1388233.000,31056,3,GZ,1,100,0.732
1701220231.004145,1388273.000,31056,3,GZ,1,100,0.519
1701220231.044146,1388313.000,31071,2,GZ,1,100,0.336
1701220231.084147,1388353.000,31071,2,GZ,1,100,0.366
1701220231.124148,1388393.000,31087,3,GZ,1,100,0.580
1701220231.164149,1388433.000,31087,3,GZ,1,100,0.427
1701220231.204150,1388473.000,31087,3,GZ,1,100,0.458
1701220231.244151,1388513.000,31105,2,GZ,1,100,0.427
1701220231.284152,1388553.000,31105,2,GZ,1,100,0.336
1701220231.324153,1388593.000,31121,3,GZ,1,100,0.397
1701220231.364154,1388633.000,31121,3,GZ,1,100,0.427
1701220231.404155,1388673.000,31121,3,GZ,1,100,0.244
1701220231.444156,1388713.000,31136,2,GZ,1,100,0.366
1701220231.484157,1388753.000,31136,2,GZ,1,100,0.427
1701220231.519825,1388788.667,31153,3,GZ,1,100,0.458
1701220231.555492,1388824.333,31153,3,GZ,1,100,0.366
1701220231.591160,1388860.000,31153,3,GZ,1,100,0.610
1701220231.631161,1388900.000,31170,3,GZ,1,100,0.549
1701220231.671162,1388940.000,31170,3,GZ,1,100,0.153
1701220231.711163,1388980.000,31170,3,GZ,1,100,0.214
1701220231.751164,1389020.000,31186,2,GZ,1,100,0.427
1701220231.791165,1389060.000,31186,2,GZ,1,100,0.366
1701220231.830833,1389099.667,31201,3,GZ,1,100,0.488
1701220231.870500,1389139.333,31201,3,GZ,1,100,0.397
1701220231.910168,1389179.000,31201,3,GZ,1,100,0.519
1701220231.950169,1389219.000,31218,2,GZ,1,100,0.366
1701220231.990170,1389259.000,31218,2,GZ,1,100,0.488
1701220232.030171,1389299.000,31235,3,GZ,1,100,0.336
1701220232.070172,1389339.000,31235,3,GZ,1,100,0.366
1701220232.110173,1389379.000,31235,3,GZ,1,100,0.671
1701220232.150174,1389419.000,31251,2,GZ,1,100,0.610
1701220232.190175,1389459.000,31251,2,GZ,1,100,0.336
1701220232.230176,1389499.000,31267,3,GZ,1,100,0.336
1701220232.270177,1389539.000,31267,3,GZ,1,100,0.366
1701220232.310178,1389579.000,31267,3,GZ,1,100,0.427
1701220232.350179,1389619.000,31283,3,GZ,1,100,0.366
1701220232.390180,1389659.000,31283,3,GZ,1,100,0.397
1701220232.430181,1389699.000,31283,3,GZ,1,100,0.336
1701220232.470182,1389739.000,31300,2,GZ,1,100,0.366
1701220232.510183,1389779.000,31300,2,GZ,1,100,0.305
1701220232.550184,1389819.000,31317,3,GZ,1,100,0.336
1701220232.590185,1389859.000,31317,3,GZ,1,100,0.549
1701220232.630186,1389899.000,31317,3,GZ,1,100,0.519
1701220232.670187,1389939.000,31333,2,GZ,1,100,0.366
1701220232.710188,1389979.000,31333,2,GZ,1,100,0.397
1701220232.750189,1390019.000,31348,3,GZ,1,100,0.366
1701220232.790190,1390059.000,31348,3,GZ,1,100,0.397
1701220232.830191,1390099.000,31348,3,GZ,1,100,0.610
1701220232.870192,1390139.000,31366,2,GZ,1,100,0.519
1701220232.910193,1390179.000,31366,2,GZ,1,100,0.305
1701220232.950194,1390219.000,31384,3,GZ,1,100,0.122
1701220232.990195,1390259.000,31384,3,GZ,1,100,0.336
1701220233.030196,1390299.000,31384,3,GZ,1,100,0.214
1701220233.070197,1390339.000,31401,2,GZ,1,100,0.122
1701220233.110198,1390379.000,31401,2,GZ,1,100,0.458
1701220233.150199,1390419.000,31415,3,GZ,1,100,0.427
1701220233.190200,1390459.000,31415,3,GZ,1,100,0.366
1701220233.230201,1390499.000,31415,3,GZ,1,100,0.519
1701220233.270202,1390539.000,31433,2,GZ,1,100,0.458
1701220233.310203,1390579.000,31433,2,GZ,1,100,0.488
1701220233.350204,1390619.000,31449,3,GZ,1,100,0.580
1701220233.390205,1390659.000,31449,3,GZ,1,100,0.488
1701220233.430206,1390699.000,31449,3,GZ,1,100,0.427
1701220233.470207,1390739.000,31466,2,GZ,1,100,0.305
1701220233.510208,1390779.000,31466,2,GZ,1,100,0.397
1701220233.545876,1390814.667,31481,3,GZ,1,100,0.488
1701220233.581543,1390850.333,31481,3,GZ,1,100,0.519
1701220233.617211,1390886.000,31481,3,GZ,1,100,0.244
1701220233.657212,1390926.000,31498,3,GZ,1,100,0.427
1701220233.697213,1390966.000,31498,3,GZ,1,100,0.549
1701220233.737214,1391006.000,31498,3,GZ,1,100,0.610
1701220233.777215,1391046.000,31514,2,GZ,1,100,0.610
1701220233.817216,1391086.000,31514,2,GZ,1,100,0.549
1701220233.857217,1391126.000,31534,3,GZ,1,100,0.793
1701220233.897218,1391166.000,31534,3,GZ,1,100,0.671
1701220233.937219,1391206.000,31534,3,GZ,1,100,0.671
1701220233.977220,1391246.000,31548,2,GZ,1,100,0.336
1701220234.017221,1391286.000,31548,2,GZ,1,100,-0.031
1701220234.057222,1391326.000,31565,3,GZ,1,100,0.061
1701220234.097223,1391366.000,31565,3,GZ,1,100,0.824
1701220234.137224,1391406.000,31565,3,GZ,1,100,0.305
1701220234.177225,1391446.000,31581,2,GZ,1,100,0.092
1701220234.217226,1391486.000,31581,2,GZ,1,100,0.488
1701220234.257227,1391526.000,31599,3,GZ,1,100,0.458
1701220234.297228,1391566.000,31599,3,GZ,1,100,0.519
1701220234.337229,1391606.000,31599,3,GZ,1,100,0.519
1701220234.377230,1391646.000,31613,3,GZ,1,100,0.336
1701220234.417231,1391686.000,31613,3,GZ,1,100,0.488
1701220234.457232,1391726.000,31613,3,GZ,1,100,0.549
1701220234.497233,1391766.000,31636,4,GZ,1,100,0.275
1701220234.537234,1391806.000,31636,4,GZ,1,100,0.244
1701220234.577235,1391846.000,31636,4,GZ,1,100,0.427
1701220234.617236,1391886.000,31636,4,GZ,1,100,0.519
1701220234.657237,1391926.000,31650,2,GZ,1,100,0.397
1701220234.697238,1391966.000,31650,2,GZ,1,100,0.336
1701220234.737239,1392006.000,31667,3,GZ,1,100,0.458
1701220234.777240,1392046.000,31667,3,GZ,1,100,0.427
1701220234.817241,1392086.000,31667,3,GZ,1,100,0.275
1701220234.857242,1392126.000,31685,2,GZ,1,100,0.061
1701220234.897243,1392166.000,31685,2,GZ,1,100,0.458
1701220234.937244,1392206.000,31703,3,GZ,1,100,0.580
1701220234.977245,1392246.000,31703,3,GZ,1,100,0.336
1701220235.017246,1392286.000,31703,3,GZ,1,100,0.488
1701220235.057247,1392326.000,31717,2,GZ,1,100,0.458
1701220235.097248,1392366.000,31717,2,GZ,1,100,0.427
1701220235.137249,1392406.000,31734,3,GZ,1,100,0.275
1701220235.177250,1392446.000,31734,3,GZ,1,100,0.214
1701220235.217251,1392486.000,31734,3,GZ,1,100,0.580
1701220235.252918,1392521.667,31751,3,GZ,1,100,0.427
1701220235.288586,1392557.333,31751,3,GZ,1,100,0.305
1701220235.324254,1392593.000,31751,3,GZ,1,100,0.519
1701220235.364255,1392633.000,31770,2,GZ,1,100,0.427
1701220235.404256,1392673.000,31770,2,GZ,1,100,0.397
1701220235.444257,1392713.000,31785,3,GZ,1,100,0.427
1701220235.484258,1392753.000,31785,3,GZ,1,100,0.275
1701220235.524259,1392793.000,31785,3,GZ,1,100,0.549
1701220235.564260,1392833.000,31802,2,GZ,1,100,0.549
1701220235.604261,1392873.000,31802,2,GZ,1,100,0.458
1701220235.644262,1392913.000,31818,3,GZ,1,100,0.671
1701220235.684263,1392953.000,31818,3,GZ,1,100,0.549
1701220235.724264,1392993.000,31818,3,GZ,1,100,0.702
1701220235.764265,1393033.000,31835,2,GZ,1,100,1.038
1701220235.804266,1393073.000,31835,2,GZ,1,100,0.366
1701220235.844267,1393113.000,31852,3,GZ,1,100,0.031
1701220235.884268,1393153.000,31852,3,GZ,1,100,0.122
1701220235.924269,1393193.000,31852,3,GZ,1,100,0.427
1701220235.964270,1393233.000,31869,2,GZ,1,100,0.488
1701220236.004271,1393273.000,31869,2,GZ,1,100,0.519
1701220236.044272,1393313.000,31885,3,GZ,1,100,0.519
1701220236.084273,1393353.000,31885,3,GZ,1,100,0.397
1701220236.124274,1393393.000,31885,3,GZ,1,100,0.336
1701220236.164275,1393433.000,31902,2,GZ,1,100,0.305
1701220236.204276,1393473.000,31902,2,GZ,1,100,0.458
1701220236.244277,1393513.000,31919,3,GZ,1,100,0.519
1701220236.284278,1393553.000,31919,3,GZ,1,100,0.427
1701220236.324279,1393593.000,31919,3,GZ,1,100,0.305
1701220236.364280,1393633.000,31934,2,GZ,1,100,0.305
1701220236.404281,1393673.000,31934,2,GZ,1,100,0.366
1701220236.444282,1393713.000,31950,3,GZ,1,100,0.427
1701220236.484283,1393753.000,31950,3,GZ,1,100,0.488
1701220236.524284,1393793.000,31950,3,GZ,1,100,0.488
1701220236.564285,1393833.000,31968,3,GZ,1,100,0.519
1701220236.604286,1393873.000,31968,3,GZ,1,100,0.366
1701220236.644287,1393913.000,31968,3,GZ,1,100,0.275
1701220236.683788,1393952.500,31984,2,GZ,1,100,0.549
1701220236.723289,1393992.000,31984,2,GZ,1,100,0.427
1701220236.763290,1394032.000,31999,3,GZ,1,100,0.275
1701220236.803291,1394072.000,31999,3,GZ,1,100,0.488
1701220236.843292,1394112.000,31999,3,GZ,1,100,0.458
1701220236.883293,1394152.000,32016,2,GZ,1,100,0.519
1701220236.923294,1394192.000,32016,2,GZ,1,100,0.549
1701220236.963295,1394232.000,32033,3,GZ,1,100,0.488
1701220237.003296,1394272.000,32033,3,GZ,1,100,0.488
1701220237.043297,1394312.000,32033,3,GZ,1,100,0.519
1701220237.083298,1394352.000,32049,2,GZ,1,100,0.641
1701220237.123299,1394392.000,32049,2,GZ,1,100,0.397
1701220237.163300,1394432.000,32064,3,GZ,1,100,0.336
1701220237.203301,1394472.000,32064,3,GZ,1,100,0.519
1701220237.243302,1394512.000,32064,3,GZ,1,100,0.488
1701220237.278969,1394547.667,32081,3,GZ,1,100,0.549
1701220237.314637,1394583.333,32081,3,GZ,1,100,0.305
1701220237.350304,1394619.000,32081,3,GZ,1,100,0.397
1701220237.390306,1394659.000,32100,2,GZ,1,100,0.336
1701220237.430306,1394699.000,32100,2,GZ,1,100,0.305
1701220237.470307,1394739.000,32116,3,GZ,1,100,0.427
1701220237.510309,1394779.000,32116,3,GZ,1,100,0.366
1701220237.550309,1394819.000,32116,3,GZ,1,100,0.336
1701220237.590310,1394859.000,32133,2,GZ,1,100,0.549
1701220237.630311,1394899.000,32133,2,GZ,1,100,0.610
1701220237.670312,1394939.000,32148,3,GZ,1,100,0.397
1701220237.710314,1394979.000,32148,3,GZ,1,100,0.214
1701220237.750314,1395019.000,32148,3,GZ,1,100,0.305
1701220237.790315,1395059.000,32167,3,GZ,1,100,0.336
1701220237.830317,1395099.000,32167,3,GZ,1,100,0.336
1701220237.870317,1395139.000,32167,3,GZ,1,100,0.549
1701220237.910318,1395179.000,32184,2,GZ,1,100,0.641
1701220237.950320,1395219.000,32184,2,GZ,1,100,0.702
1701220237.990320,1395259.000,32205,3,GZ,1,100,0.610
1701220238.030321,1395299.000,32205,3,GZ,1,100,0.610
1701220238.070323,1395339.000,32205,3,GZ,1,100,0.427
1701220238.110323,1395379.000,32219,2,GZ,1,100,0.458
1701220238.150325,1395419.000,32219,2,GZ,1,100,0.427
1701220238.190325,1395459.000,32239,3,GZ,1,100,0.397
1701220238.230326,1395499.000,32239,3,GZ,1,100,0.214
1701220238.270328,1395539.000,32239,3,GZ,1,100,0.153
1701220238.310328,1395579.000,32256,5,GZ,1,100,0.549
1701220238.350329,1395619.000,32256,5,GZ,1,100,0.458
1701220238.390331,1395659.000,32256,5,GZ,1,100,0.305
1701220238.430331,1395699.000,32256,5,GZ,1,100,0.336
1701220238.470333,1395739.000,32256,5,GZ,1,100,0.427
1701220238.510334,1395779.000,32272,2,GZ,1,100,0.427
1701220238.550334,1395819.000,32272,2,GZ,1,100,0.336
