LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1701221182.791447,2340045.000,56772,3,AY,1,100,-0.006
1701221182.831439,2340085.000,56788,2,AY,1,100,-0.006
1701221182.871431,2340125.000,56788,2,AY,1,100,-0.006
1701221182.911423,2340165.000,56806,3,AY,1,100,-0.006
1701221182.951415,2340205.000,56806,3,AY,1,100,-0.006
1701221182.991407,2340245.000,56806,3,AY,1,100,-0.002
1701221183.031399,2340285.000,56823,2,AY,1,100,-0.002
1701221183.071391,2340325.000,56823,2,AY,1,100,-0.006
1701221183.111050,2340364.667,56842,3,AY,1,100,-0.006
1701221183.150709,2340404.333,56842,3,AY,1,100,-0.003
1701221183.190367,2340444.000,56842,3,AY,1,100,-0.004
1701221183.230360,2340484.000,56857,2,AY,1,100,-0.007
1701221183.270352,2340524.000,56857,2,AY,1,100,-0.006
1701221183.310344,2340564.000,56873,3,AY,1,100,-0.007
1701221183.350336,2340604.000,56873,3,AY,1,100,-0.005
1701221183.390328,2340644.000,56873,3,AY,1,100,-0.006
1701221183.430320,2340684.000,56890,2,AY,1,100,-0.004
1701221183.470312,2340724.000,56890,2,AY,1,100,-0.004
1701221183.510304,2340764.000,56909,3,AY,1,100,-0.004
1701221183.550296,2340804.000,56909,3,AY,1,100,-0.006
1701221183.590288,2340844.000,56909,3,AY,1,100,-0.008
1701221183.630280,2340884.000,56924,2,AY,1,100,-0.005
1701221183.670272,2340924.000,56924,2,AY,1,100,-0.003
1701221183.710264,2340964.000,56940,3,AY,1,100,-0.007
1701221183.750256,2341004.000,56940,3,AY,1,100,-0.005
1701221183.790248,2341044.000,56940,3,AY,1,100,-0.007
1701221183.830240,2341084.000,56958,3,AY,1,100,-0.006
1701221183.870232,2341124.000,56958,3,AY,1,100,-0.004
1701221183.910224,2341164.000,56958,3,AY,1,100,-0.006
1701221183.950216,2341204.000,56974,2,AY,1,100,-0.005
1701221183.990208,2341244.000,56974,2,AY,1,100,-0.002
1701221184.030200,2341284.000,56989,3,AY,1,100,-0.005
1701221184.070192,2341324.000,56989,3,AY,1,100,-0.001
1701221184.110184,2341364.000,56989,3,AY,1,100,-0.005
1701221184.150176,2341404.000,57006,2,AY,1,100,-0.005
1701221184.190168,2341444.000,57006,2,AY,1,100,0.002
1701221184.225827,2341479.667,57023,3,AY,1,100,-0.009
1701221184.261487,2341515.333,57023,3,AY,1,100,-0.018
1701221184.297147,2341551.000,57023,3,AY,1,100,-0.001
1701221184.337138,2341591.000,57039,3,AY,1,100,0.018
1701221184.377131,2341631.000,57039,3,AY,1,100,0.001
1701221184.417122,2341671.000,57039,3,AY,1,100,-0.004
1701221184.457114,2341711.000,57055,2,AY,1,100,0.005
1701221184.497107,2341751.000,57055,2,AY,1,100,0.010
1701221184.537098,2341791.000,57071,3,AY,1,100,0.006
1701221184.577091,2341831.000,57071,3,AY,1,100,-0.042
1701221184.617083,2341871.000,57071,3,AY,1,100,-0.036
1701221184.657074,2341911.000,57088,2,AY,1,100,-0.039
1701221184.697067,2341951.000,57088,2,AY,1,100,-0.031
1701221184.737059,2341991.000,57104,3,AY,1,100,-0.043
1701221184.777050,2342031.000,57104,3,AY,1,100,-0.024
1701221184.817043,2342071.000,57104,3,AY,1,100,-0.009
1701221184.857035,2342111.000,57122,2,AY,1,100,-0.002
1701221184.897027,2342151.000,57122,2,AY,1,100,-0.002
1701221184.937019,2342191.000,57146,4,AY,1,100,-0.039
1701221184.977011,2342231.000,57146,4,AY,1,100,-0.021
1701221185.017003,2342271.000,57146,4,AY,1,100,-0.014
1701221185.056995,2342311.000,57146,4,AY,1,100,-0.010
1701221185.096987,2342351.000,57160,3,AY,1,100,-0.029
1701221185.136979,2342391.000,57160,3,AY,1,100,-0.025
1701221185.176971,2342431.000,57160,3,AY,1,100,-0.015
1701221185.216963,2342471.000,57178,2,AY,1,100,-0.017
1701221185.256955,2342511.000,57178,2,AY,1,100,-0.031
1701221185.296947,2342551.000,57194,3,AY,1,100,-0.001
1701221185.336939,2342591.000,57194,3,AY,1,100,-0.024
1701221185.376931,2342631.000,57194,3,AY,1,100,0.006
1701221185.416923,2342671.000,57211,2,AY,1,100,-0.008
1701221185.456915,2342711.000,57211,2,AY,1,100,0.112
1701221185.496907,2342751.000,57229,3,AY,1,100,-0.008
1701221185.536899,2342791.000,57229,3,AY,1,100,-0.073
1701221185.576891,2342831.000,57229,3,AY,1,100,-0.067
1701221185.616883,2342871.000,57245,2,AY,1,100,0.006
1701221185.656875,2342911.000,57245,2,AY,1,100,0.002
