TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
2342294.000000,2398537.000000,1701221185.039998,1701221241.271765,13,2.33503e+06,2.40408e+06,1.8.1
