LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1706145180.968510,295581,47789,1,SR,1,100,0.266667
1706145181.368515,295981,47844,1,SR,1,100,0.200000
1706145181.967523,296580,47963,1,SR,1,100,0.266667
1706145182.367528,296980,48030,1,SR,1,100,0.266667
1706145182.767533,297380,48050,1,SR,1,100,0.066667
1706145183.101537,297714,48119,1,SR,1,100,0.066667
1706145183.301539,297914,48153,1,SR,1,100,0.133333
1706145183.567543,298180,48204,1,SR,1,100,0.133333
1706145184.234551,298847,48342,1,SR,1,100,0.333333
1706145184.701557,299314,48394,1,SR,1,100,0.200000
1706145185.300565,299913,48512,1,SR,1,100,0.266667
1706145186.367578,300980,48714,1,SR,1,100,0.400000
1706145187.034586,301647,48832,1,SR,1,100,0.533333
1706145187.834596,302447,48935,1,SR,1,100,0.333333
1706145188.300602,302913,48985,1,SR,1,100,0.133333
1706145188.700607,303313,49071,1,SR,1,100,0.200000
1706145189.167613,303780,49161,1,SR,1,100,0.333333
1706145189.900622,304513,49247,1,SR,1,100,0.066667
1706145190.367628,304980,49364,1,SR,1,100,0.333333
1706145190.833634,305446,49400,1,SR,1,100,0.066667
1706145191.433641,306046,49569,1,SR,1,100,0.466667
1706145192.033649,306646,49588,1,SR,1,100,0.066667
1706145192.500655,307113,49690,1,SR,1,100,0.133333
1706145192.766658,307379,49724,1,SR,1,100,0.066667
1706145193.100662,307713,49793,1,SR,1,100,0.133333
1706145193.500667,308113,49877,1,SR,1,100,0.266667
1706145194.433679,309046,50085,1,SR,1,100,0.600000
1706145195.433691,310046,50169,1,SR,1,100,0.066667
1706145195.766695,310379,50220,1,SR,1,100,0.133333
1706145196.166700,310779,50321,1,SR,1,100,0.333333
1706145196.633706,311246,50376,1,SR,1,100,0.133333
1706145197.166713,311779,50493,1,SR,1,100,0.266667
1706145197.566718,312179,50544,1,SR,1,100,0.200000
1706145198.033724,312646,50613,1,SR,1,100,0.200000
1706145198.366728,312979,50664,1,SR,1,100,0.133333
1706145198.900735,313513,50733,1,SR,1,100,0.066667
1706145199.232739,313845,50805,1,SR,1,100,0.133333
1706145199.766746,314379,50877,1,SR,1,100,0.066667
1706145200.099750,314712,50960,1,SR,1,100,0.266667
1706145200.766758,315379,51045,1,SR,1,100,0.133333
1706145201.032761,315645,51098,1,SR,1,100,0.133333
1706145201.432766,316045,51167,1,SR,1,100,0.133333
1706145201.699770,316312,51250,1,SR,1,100,0.333333
1706145202.299777,316912,51321,1,SR,1,100,0.133333
1706145202.565781,317178,51355,1,SR,1,100,0.066667
1706145202.899785,317512,51406,1,SR,1,100,0.133333
1706145203.833797,318446,51557,1,SR,1,100,0.066667
1706145204.299802,318912,51663,1,SR,1,100,0.200000
1706145204.899810,319512,51750,1,SR,1,100,0.200000
1706145205.232814,319845,51799,1,SR,1,100,0.133333
1706145205.632819,320245,51852,1,SR,1,100,0.066667
1706145205.832821,320445,51904,1,SR,1,100,0.133333
1706145206.365828,320978,51987,1,SR,1,100,0.066667
1706145206.699832,321312,52059,1,SR,1,100,0.133333
1706145206.965836,321578,52175,1,SR,1,100,0.600000
1706145207.698845,322311,52244,1,SR,1,100,0.266667
1706145208.232852,322845,52311,1,SR,1,100,0.133333
1706145208.765858,323378,52413,1,SR,1,100,0.200000
1706145209.098862,323711,52432,1,SR,1,100,0.066667
1706145209.298865,323911,52484,1,SR,1,100,0.133333
1706145209.699870,324312,52544,1,SR,1,100,0.066667
1706145210.031874,324644,52611,1,SR,1,100,0.200000
1706145210.632881,325245,52714,1,SR,1,100,0.133333
1706145210.898885,325511,52747,1,SR,1,100,0.066667
1706145211.098887,325711,52783,1,SR,1,100,0.066667
1706145211.432891,326045,52852,1,SR,1,100,0.133333
1706145211.832896,326445,52921,1,SR,1,100,0.200000
1706145212.164901,326777,52991,1,SR,1,100,0.266667
1706145212.564906,327177,53026,1,SR,1,100,0.066667
1706145212.765908,327378,53079,1,SR,1,100,0.133333
1706145213.298915,327911,53178,1,SR,1,100,0.266667
1706145213.831922,328444,53263,1,SR,1,100,0.200000
1706145214.165926,328778,53299,1,SR,1,100,0.066667
1706145214.631932,329244,53391,1,SR,1,100,0.200000
1706145215.098937,329711,53490,1,SR,1,100,0.333333
1706145215.697945,330310,53575,1,SR,1,100,0.200000
1706145216.031949,330644,53611,1,SR,1,100,0.066667
1706145216.231951,330844,53644,1,SR,1,100,0.066667
1706145216.431954,331044,53680,1,SR,1,100,0.133333
1706145216.697957,331310,53718,1,SR,1,100,0.066667
1706145217.031961,331644,53818,1,SR,1,100,0.266667
1706145217.697970,332310,53905,1,SR,1,100,0.133333
1706145217.965973,332578,53957,1,SR,1,100,0.200000
1706145218.298977,332911,54041,1,SR,1,100,0.400000
1706145218.964986,333577,54109,1,SR,1,100,0.133333
1706145219.231989,333844,54144,1,SR,1,100,0.066667
1706145219.430991,334043,54211,1,SR,1,100,0.200000
1706145219.764996,334377,54252,1,SR,1,100,0.066667
1706145220.231002,334843,54321,1,SR,1,100,0.066667
1706145220.431004,335043,54357,1,SR,1,100,0.066667
1706145220.765008,335377,54407,1,SR,1,100,0.066667
1706145220.965011,335577,54461,1,SR,1,100,0.133333
1706145221.365016,335977,54512,1,SR,1,100,0.133333
1706145221.631019,336243,54545,1,SR,1,100,0.066667
1706145221.831022,336443,54617,1,SR,1,100,0.266667
1706145222.231026,336843,54652,1,SR,1,100,0.066667
1706145222.564031,337176,54719,1,SR,1,100,0.133333
1706145223.098037,337710,54821,1,SR,1,100,0.133333
1706145223.364041,337976,54856,1,SR,1,100,0.066667
1706145223.564043,338176,54875,1,SR,1,100,0.066667
1706145223.764046,338376,54911,1,SR,1,100,0.066667
1706145224.364053,338976,55043,1,SR,1,100,0.200000
1706145224.832059,339444,55115,1,SR,1,100,0.133333
1706145225.098062,339710,55134,1,SR,1,100,0.066667
1706145225.964073,340576,55284,1,SR,1,100,0.133333
1706145226.231076,340843,55352,1,SR,1,100,0.200000
1706145226.564081,341176,55388,1,SR,1,100,0.133333
1706145227.097087,341709,55474,1,SR,1,100,0.133333
1706145227.364091,341976,55543,1,SR,1,100,0.266667
1706145227.764096,342376,55610,1,SR,1,100,0.200000
1706145228.364103,342976,55712,1,SR,1,100,0.266667
1706145228.764108,343376,55747,1,SR,1,100,0.066667
1706145228.964111,343576,55800,1,SR,1,100,0.133333
1706145229.364116,343976,55867,1,SR,1,100,0.200000
1706145229.697120,344309,55903,1,SR,1,100,0.066667
1706145229.897122,344509,55979,1,SR,1,100,0.200000
1706145230.364128,344976,56046,1,SR,1,100,0.266667
1706145231.031137,345643,56149,1,SR,1,100,0.200000
1706145231.363141,345975,56218,1,SR,1,100,0.200000
1706145231.697145,346309,56254,1,SR,1,100,0.133333
1706145232.097150,346709,56322,1,SR,1,100,0.066667
1706145232.297153,346909,56375,1,SR,1,100,0.200000
1706145232.897160,347509,56442,1,SR,1,100,0.066667
1706145233.363166,347975,56529,1,SR,1,100,0.133333
1706145233.630169,348242,56596,1,SR,1,100,0.266667
1706145234.431179,349043,56713,1,SR,1,100,0.200000
1706145234.763183,349375,56766,1,SR,1,100,0.133333
1706145235.030187,349642,56824,1,SR,1,100,0.133333
1706145235.830197,350442,56975,1,SR,1,100,0.400000
1706145236.630207,351242,57078,1,SR,1,100,0.133333
1706145237.164213,351776,57164,1,SR,1,100,0.133333
1706145237.430217,352042,57231,1,SR,1,100,0.266667
1706145238.230227,352842,57349,1,SR,1,100,0.200000
1706145238.563231,353175,57418,1,SR,1,100,0.333333
1706145239.163238,353775,57519,1,SR,1,100,0.266667
1706145239.963248,354575,57619,1,SR,1,100,0.066667
1706145240.297252,354909,57694,1,SR,1,100,0.266667
1706145240.829259,355441,57763,1,SR,1,100,0.133333
1706145241.096262,355708,57797,1,SR,1,100,0.066667
1706145241.296265,355908,57865,1,SR,1,100,0.266667
1706145241.696270,356308,57921,1,SR,1,100,0.133333
1706145242.496280,357108,58055,1,SR,1,100,0.200000
1706145242.962286,357574,58172,1,SR,1,100,0.400000
1706145243.629294,358241,58240,1,SR,1,100,0.133333
1706145243.896297,358508,58293,1,SR,1,100,0.200000
1706145244.230302,358842,58328,1,SR,1,100,0.066667
1706145244.562306,359174,58378,1,SR,1,100,0.066667
1706145244.895310,359507,58463,1,SR,1,100,0.200000
1706145245.362316,359974,58551,1,SR,1,100,0.266667
1706145245.762321,360374,58620,1,SR,1,100,0.266667
1706145246.429329,361041,58721,1,SR,1,100,0.266667
1706145246.962336,361574,58792,1,SR,1,100,0.066667
1706145247.429342,362041,58860,1,SR,1,100,0.066667
1706145247.629344,362241,58913,1,SR,1,100,0.133333
1706145247.895348,362507,58965,1,SR,1,100,0.200000
1706145248.629357,363241,59083,1,SR,1,100,0.200000
1706145248.962361,363574,59166,1,SR,1,100,0.333333
1706145249.429367,364041,59200,1,SR,1,100,0.133333
1706145249.828372,364440,59286,1,SR,1,100,0.200000
1706145250.295377,364907,59336,1,SR,1,100,0.066667
1706145250.495380,365107,59413,1,SR,1,100,0.333333
1706145251.095388,365707,59480,1,SR,1,100,0.066667
1706145251.295390,365907,59549,1,SR,1,100,0.333333
1706145251.895398,366507,59618,1,SR,1,100,0.133333
1706145252.161401,366773,59654,1,SR,1,100,0.066667
1706145252.361403,366973,59690,1,SR,1,100,0.066667
1706145252.561406,367173,59757,1,SR,1,100,0.266667
1706145253.362416,367974,59875,1,SR,1,100,0.133333
1706145253.762421,368374,59944,1,SR,1,100,0.200000
1706145254.495430,369107,60063,1,SR,1,100,0.133333
1706145254.762434,369374,60097,1,SR,1,100,0.066667
1706145255.095438,369707,60164,1,SR,1,100,0.133333
1706145255.362441,369974,60200,1,SR,1,100,0.133333
1706145255.628444,370240,60235,1,SR,1,100,0.066667
1706145256.094450,370706,60343,1,SR,1,100,0.266667
1706145256.494455,371106,60381,1,SR,1,100,0.066667
1706145256.694458,371306,60417,1,SR,1,100,0.066667
1706145256.894460,371506,60452,1,SR,1,100,0.066667
1706145257.228464,371840,60519,1,SR,1,100,0.066667
1706145257.562469,372174,60654,1,SR,1,100,0.533333
1706145258.627482,373239,60740,1,SR,1,100,0.066667
1706145258.828484,373440,60808,1,SR,1,100,0.266667
1706145259.227489,373839,60841,1,SR,1,100,0.066667
1706145259.427492,374039,60893,1,SR,1,100,0.133333
1706145259.695495,374307,60927,1,SR,1,100,0.066667
1706145259.895498,374507,60977,1,SR,1,100,0.133333
1706145260.561506,375173,61078,1,SR,1,100,0.066667
1706145260.761508,375373,61133,1,SR,1,100,0.266667
1706145261.427517,376039,61253,1,SR,1,100,0.266667
1706145261.960524,376572,61303,1,SR,1,100,0.066667
1706145262.294528,376906,61358,1,SR,1,100,0.066667
1706145262.760534,377372,61476,1,SR,1,100,0.333333
1706145263.227539,377839,61509,1,SR,1,100,0.066667
1706145263.427542,378039,61562,1,SR,1,100,0.133333
1706145263.827547,378439,61614,1,SR,1,100,0.066667
1706145264.027549,378639,61698,1,SR,1,100,0.333333
1706145264.760559,379372,61784,1,SR,1,100,0.133333
1706145265.027562,379639,61853,1,SR,1,100,0.266667
1706145266.027574,380639,61977,1,SR,1,100,0.066667
1706145266.227577,380839,62044,1,SR,1,100,0.200000
1706145266.560581,381172,62113,1,SR,1,100,0.266667
1706145267.360591,381972,62266,1,SR,1,100,0.400000
1706145267.894598,382506,62301,1,SR,1,100,0.133333
1706145268.293603,382905,62420,1,SR,1,100,0.466667
1706145269.160614,383772,62539,1,SR,1,100,0.266667
1706145269.560619,384172,62572,1,SR,1,100,0.066667
1706145269.760621,384372,62624,1,SR,1,100,0.200000
1706145270.494630,385106,62726,1,SR,1,100,0.066667
1706145270.694633,385306,62776,1,SR,1,100,0.200000
1706145271.160639,385772,62853,1,SR,1,100,0.200000
1706145271.493643,386105,62889,1,SR,1,100,0.066667
1706145271.693645,386305,62925,1,SR,1,100,0.066667
1706145272.159651,386771,62994,1,SR,1,100,0.066667
1706145272.627657,387239,63097,1,SR,1,100,0.133333
1706145272.893660,387505,63164,1,SR,1,100,0.266667
1706145273.427667,388039,63233,1,SR,1,100,0.200000
1706145273.893673,388505,63300,1,SR,1,100,0.133333
1706145274.426679,389038,63418,1,SR,1,100,0.333333
1706145275.026687,389638,63485,1,SR,1,100,0.133333
1706145275.426692,390038,63587,1,SR,1,100,0.266667
1706145275.826697,390438,63622,1,SR,1,100,0.066667
1706145276.426704,391038,63731,1,SR,1,100,0.133333
1706145276.692708,391304,63786,1,SR,1,100,0.200000
1706145277.026712,391638,63822,1,SR,1,100,0.133333
1706145277.426717,392038,63905,1,SR,1,100,0.200000
1706145277.760721,392372,63956,1,SR,1,100,0.200000
1706145278.226727,392838,64094,1,SR,1,100,0.533333
1706145278.892735,393504,64144,1,SR,1,100,0.133333
1706145279.425742,394037,64245,1,SR,1,100,0.200000
1706145279.759746,394371,64281,1,SR,1,100,0.066667
1706145279.959749,394571,64315,1,SR,1,100,0.133333
1706145280.493755,395105,64417,1,SR,1,100,0.133333
1706145280.893760,395505,64468,1,SR,1,100,0.066667
1706145281.093763,395705,64504,1,SR,1,100,0.066667
1706145281.292765,395904,64545,1,SR,1,100,0.133333
1706145281.692770,396304,64630,1,SR,1,100,0.266667
1706145282.225777,396837,64697,1,SR,1,100,0.133333
1706145282.625782,397237,64784,1,SR,1,100,0.200000
1706145283.225790,397837,64887,1,SR,1,100,0.200000
1706145283.558794,398170,64920,1,SR,1,100,0.133333
1706145283.825797,398437,64956,1,SR,1,100,0.066667
1706145284.025800,398637,65025,1,SR,1,100,0.200000
1706145284.358804,398970,65059,1,SR,1,100,0.066667
1706145284.692808,399304,65126,1,SR,1,100,0.133333
1706145284.958811,399570,65196,1,SR,1,100,0.266667
1706145285.358816,399970,65279,1,SR,1,100,0.400000
1706145286.025825,400637,65334,1,SR,1,100,0.066667
1706145286.625832,401237,65471,1,SR,1,100,0.266667
1706145287.025837,401637,65508,1,SR,1,100,0.066667
1706145287.225840,401837,6,1,SR,1,100,0.066667
1706145287.425842,402037,42,1,SR,1,100,0.133333
1706145287.825847,402437,143,1,SR,1,100,0.333333
1706145288.424855,403036,226,1,SR,1,100,0.200000
1706145288.758859,403370,262,1,SR,1,100,0.066667
1706145288.958861,403570,298,1,SR,1,100,0.133333
1706145289.224864,403836,367,1,SR,1,100,0.200000
1706145289.691870,404303,418,1,SR,1,100,0.133333
1706145289.958874,404570,453,1,SR,1,100,0.066667
1706145290.158876,404770,487,1,SR,1,100,0.066667
1706145290.625882,405237,590,1,SR,1,100,0.200000
1706145291.091888,405703,691,1,SR,1,100,0.266667
1706145291.624895,406236,767,1,SR,1,100,0.200000
1706145291.957899,406569,834,1,SR,1,100,0.266667
1706145292.624907,407236,920,1,SR,1,100,0.133333
1706145292.891911,407503,953,1,SR,1,100,0.066667
1706145293.091913,407703,989,1,SR,1,100,0.066667
1706145293.291915,407903,1024,1,SR,1,100,0.066667
1706145294.025925,408637,1145,1,SR,1,100,0.066667
1706145294.225927,408837,1212,1,SR,1,100,0.266667
1706145295.024937,409636,1313,1,SR,1,100,0.133333
1706145295.558944,410170,1396,1,SR,1,100,0.066667
1706145295.890948,410502,1465,1,SR,1,100,0.133333
1706145296.158951,410770,1517,1,SR,1,100,0.133333
1706145296.557956,411169,1570,1,SR,1,100,0.133333
1706145296.957961,411569,1646,1,SR,1,100,0.066667
1706145297.291965,411903,1714,1,SR,1,100,0.133333
1706145297.557969,412169,1767,1,SR,1,100,0.266667
1706145297.957974,412569,1802,1,SR,1,100,0.066667
1706145298.290978,412902,1871,1,SR,1,100,0.066667
1706145298.490980,413102,1905,1,SR,1,100,0.133333
1706145298.757984,413369,1941,1,SR,1,100,0.066667
1706145299.224990,413836,2024,1,SR,1,100,0.066667
1706145299.424992,414036,2077,1,SR,1,100,0.133333
1706145299.957999,414569,2161,1,SR,1,100,0.133333
1706145300.358004,414969,2230,1,SR,1,100,0.200000
1706145300.824010,415435,2299,1,SR,1,100,0.066667
1706145301.024012,415635,2333,1,SR,1,100,0.133333
1706145301.558019,416169,2435,1,SR,1,100,0.133333
1706145301.824022,416435,2477,1,SR,1,100,0.066667
1706145302.024025,416635,2512,1,SR,1,100,0.066667
1706145302.357029,416968,2563,1,SR,1,100,0.133333
1706145302.757034,417368,2617,1,SR,1,100,0.066667
1706145302.958036,417569,2701,1,SR,1,100,0.333333
1706145303.958049,418569,2836,1,SR,1,100,0.133333
1706145304.224052,418835,2888,1,SR,1,100,0.200000
1706145304.691058,419302,2939,1,SR,1,100,0.066667
1706145304.891061,419502,2990,1,SR,1,100,0.133333
1706145305.158064,419769,3060,1,SR,1,100,0.266667
1706145305.558069,420169,3110,1,SR,1,100,0.133333
1706145305.824072,420435,3145,1,SR,1,100,0.066667
1706145306.158077,420769,3198,1,SR,1,100,0.066667
1706145306.757084,421368,3321,1,SR,1,100,0.266667
1706145307.157089,421768,3373,1,SR,1,100,0.133333
1706145307.557094,422168,3424,1,SR,1,100,0.066667
1706145307.757097,422368,3474,1,SR,1,100,0.200000
1706145308.090101,422701,3529,1,SR,1,100,0.133333
1706145308.690108,423301,3611,1,SR,1,100,0.066667
1706145308.890110,423501,3680,1,SR,1,100,0.200000
1706145309.223115,423834,3733,1,SR,1,100,0.200000
1706145309.690121,424301,3800,1,SR,1,100,0.133333
1706145309.957124,424568,3836,1,SR,1,100,0.133333
1706145310.223127,424834,3887,1,SR,1,100,0.133333
1706145310.623132,425234,3957,1,SR,1,100,0.133333
1706145311.023137,425634,4024,1,SR,1,100,0.133333
1706145312.356154,426967,4248,1,SR,1,100,0.133333
1706145312.624157,427235,4283,1,SR,1,100,0.066667
1706145313.224165,427835,4401,1,SR,1,100,0.200000
1706145313.557169,428168,4436,1,SR,1,100,0.066667
1706145313.757171,428368,4472,1,SR,1,100,0.066667
1706145313.957174,428568,4523,1,SR,1,100,0.200000
1706145314.423180,429034,4592,1,SR,1,100,0.066667
1706145314.757184,429368,4675,1,SR,1,100,0.266667
1706145315.556194,430167,4776,1,SR,1,100,0.133333
1706145316.090201,430701,4879,1,SR,1,100,0.200000
1706145316.556206,431167,4966,1,SR,1,100,0.200000
1706145316.890211,431501,5001,1,SR,1,100,0.066667
1706145317.090213,431701,5040,1,SR,1,100,0.066667
1706145317.823222,432434,5175,1,SR,1,100,0.266667
1706145318.222227,432833,5259,1,SR,1,100,0.333333
1706145318.956237,433567,5412,1,SR,1,100,0.533333
1706145319.623245,434234,5446,1,SR,1,100,0.066667
1706145319.956249,434567,5565,1,SR,1,100,0.400000
1706145320.623257,435234,5664,1,SR,1,100,0.333333
1706145321.756272,436367,5817,1,SR,1,100,0.133333
1706145322.289278,436900,5911,1,SR,1,100,0.133333
1706145322.556282,437167,5960,1,SR,1,100,0.133333
1706145322.822285,437433,6030,1,SR,1,100,0.266667
1706145323.489293,438100,6130,1,SR,1,100,0.200000
1706145323.822297,438433,6183,1,SR,1,100,0.200000
1706145324.289303,438900,6251,1,SR,1,100,0.133333
1706145324.555307,439166,6303,1,SR,1,100,0.200000
1706145325.155314,439766,6437,1,SR,1,100,0.466667
1706145326.022325,440633,6524,1,SR,1,100,0.066667
1706145326.222327,440833,6557,1,SR,1,100,0.066667
1706145326.422330,441033,6593,1,SR,1,100,0.066667
1706145326.755334,441366,6678,1,SR,1,100,0.266667
1706145327.155339,441766,6751,1,SR,1,100,0.266667
1706145327.822347,442433,6887,1,SR,1,100,0.400000
1706145328.489356,443100,6937,1,SR,1,100,0.133333
1706145329.022362,443633,7022,1,SR,1,100,0.066667
1706145329.355367,443966,7107,1,SR,1,100,0.200000
1706145329.955374,444566,7174,1,SR,1,100,0.066667
1706145330.155377,444766,7261,1,SR,1,100,0.333333
1706145330.622382,445233,7328,1,SR,1,100,0.266667
1706145331.688396,446299,7563,1,SR,1,100,0.600000
1706145332.421405,447032,7606,1,SR,1,100,0.133333
1706145332.688408,447299,7675,1,SR,1,100,0.266667
1706145333.354417,447965,7743,1,SR,1,100,0.066667
1706145333.688421,448299,7828,1,SR,1,100,0.200000
1706145334.154427,448765,7895,1,SR,1,100,0.133333
1706145334.422430,449033,7949,1,SR,1,100,0.133333
1706145335.088438,449699,8049,1,SR,1,100,0.133333
1706145335.355442,449966,8101,1,SR,1,100,0.133333
1706145335.621445,450232,8137,1,SR,1,100,0.133333
1706145336.687458,451298,8338,1,SR,1,100,0.200000
1706145337.155464,451766,8407,1,SR,1,100,0.200000
1706145337.621470,452232,8463,1,SR,1,100,0.066667
1706145337.954474,452565,8517,1,SR,1,100,0.066667
1706145338.155477,452766,8553,1,SR,1,100,0.066667
1706145338.354479,452965,8587,1,SR,1,100,0.066667
1706145338.687483,453298,8638,1,SR,1,100,0.066667
1706145339.154489,453765,8740,1,SR,1,100,0.133333
1706145339.754497,454365,8826,1,SR,1,100,0.066667
1706145339.954499,454565,8893,1,SR,1,100,0.266667
1706145340.354504,454965,8929,1,SR,1,100,0.133333
1706145340.620507,455231,8996,1,SR,1,100,0.200000
1706145340.954512,455565,9031,1,SR,1,100,0.066667
1706145341.420517,456031,9101,1,SR,1,100,0.066667
1706145341.620520,456231,9187,1,SR,1,100,0.333333
1706145342.221528,456832,9273,1,SR,1,100,0.266667
1706145342.754534,457365,9329,1,SR,1,100,0.066667
1706145343.087538,457698,9379,1,SR,1,100,0.066667
1706145343.554544,458165,9465,1,SR,1,100,0.066667
1706145343.887548,458498,9515,1,SR,1,100,0.066667
1706145344.087551,458698,9570,1,SR,1,100,0.133333
1706145344.354554,458965,9604,1,SR,1,100,0.066667
1706145344.554557,459165,9639,1,SR,1,100,0.066667
1706145344.887561,459498,9708,1,SR,1,100,0.133333
1706145345.553569,460164,9826,1,SR,1,100,0.200000
1706145345.887573,460498,9893,1,SR,1,100,0.266667
1706145346.420580,461031,9946,1,SR,1,100,0.066667
1706145347.020588,461631,10065,1,SR,1,100,0.133333
1706145347.286591,461897,10099,1,SR,1,100,0.133333
1706145347.686596,462297,10190,1,SR,1,100,0.266667
1706145348.820610,463431,10358,1,SR,1,100,0.066667
1706145349.019613,463630,10392,1,SR,1,100,0.066667
1706145349.353617,463964,10461,1,SR,1,100,0.133333
1706145349.619620,464230,10497,1,SR,1,100,0.133333
1706145349.886623,464497,10547,1,SR,1,100,0.200000
1706145350.219628,464830,10584,1,SR,1,100,0.066667
1706145351.686646,466297,10833,1,SR,1,100,0.066667
1706145351.886648,466497,10868,1,SR,1,100,0.066667
1706145352.086651,466697,10918,1,SR,1,100,0.133333
1706145352.352654,466963,10938,1,SR,1,100,0.066667
