TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
2858924.000000,2951033.000000,1709252930.365840,1709253022.471321,34,2.81804e+06,2.99991e+06,1.8.1
