TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1337363.000000,1455081.000000,1706146222.752680,1706146340.469344,38,1.30052e+06,1.49481e+06,1.8.1
